"","x","y"
"1",0.00402533042535058,60859.9801794395
"2",0.00597726568156265,60838.7446373153
"3",0.00931799400279587,60802.4003693225
"4",0.0135651081211821,60756.1969146195
"5",0.0146188961203642,60744.7334029157
"6",0.0161980676694355,60727.5549786845
"7",0.0203409170951394,60682.4914362882
"8",0.020999148625334,60675.3320228851
"9",0.0280882327889262,60598.2349531114
"10",0.0291353313820135,60586.8487655712
"11",0.0331796340179693,60542.8747833337
"12",0.0371426764244953,60499.7907153068
"13",0.0394623524556943,60474.5755462569
"14",0.0431095505779977,60434.934819328
"15",0.0481762693194154,60379.8747750968
"16",0.0485370791332844,60375.9542402618
"17",0.0490303733866115,60370.5942186291
"18",0.0492842992518678,60367.8351545299
"19",0.0570608506548123,60283.349181112
"20",0.0571011919507161,60282.9109585963
"21",0.0605424340103831,60245.5311220827
"22",0.0639087166580685,60208.9694164299
"23",0.0643594605886619,60204.0741243049
"24",0.0663772994042917,60182.1603577981
"25",0.0667254670072444,60178.3794053234
"26",0.0675643434943662,60169.2697521637
"27",0.0676196854839803,60168.6687836332
"28",0.071933476800587,60121.8282617474
"29",0.080106395385612,60033.1053604669
"30",0.085556510718523,59973.9571390484
"31",0.0890173105355903,59936.4056939296
"32",0.0892109757184594,59934.304504082
"33",0.0908670889307803,59916.3371226163
"34",0.0985471943118394,59833.0347619378
"35",0.099256229294344,59825.3460186661
"36",0.0998935992795982,59818.4346883004
"37",0.10590901189213,59753.2203099554
"38",0.110201726859963,59706.6985650798
"39",0.119010862663083,59611.2792098032
"40",0.125590447228466,59540.0573890724
"41",0.12968331764211,59495.7755713931
"42",0.129901722016001,59493.4130948383
"43",0.131667398514798,59474.3156880071
"44",0.134160131044182,59447.3603116642
"45",0.138064033546289,59405.1591685129
"46",0.140688410344453,59376.7996372529
"47",0.141327635503083,59369.893302296
"48",0.141753879330601,59365.2883462842
"49",0.146989000217003,59308.7492834442
"50",0.152572402515916,59248.489876453
"51",0.156868657441489,59202.1533296721
"52",0.159103043960128,59178.0660957911
"53",0.160071592128375,59167.6274171747
"54",0.161923655145786,59147.6708489809
"55",0.164759553986523,59117.1244565777
"56",0.170596468498626,59054.2983886253
"57",0.174565911755936,59011.6097557992
"58",0.194075274434467,58802.2866074197
"59",0.194610335089116,58796.558173589
"60",0.208633138647835,58646.6955637461
"61",0.211994858905206,58610.8504254209
"62",0.216700287651438,58560.7349695685
"63",0.219281870123791,58533.2690578164
"64",0.220361516951567,58521.7888446002
"65",0.220366220000511,58521.7388439224
"66",0.222640818550826,58497.5648083999
"67",0.224495860934972,58477.8623105225
"68",0.227431259879836,58446.7085642911
"69",0.241118229542071,58301.8322025057
"70",0.242533034250342,58286.8934700803
"71",0.246863168847872,58241.2160157988
"72",0.254218969894819,58163.7733098832
"73",0.260679892129202,58095.9097078995
"74",0.26260904658918,58075.6750673529
"75",0.264873172335778,58051.943758188
"76",0.268399054159244,58015.0235629844
"77",0.269510064001094,58003.3990862446
"78",0.273763334181369,57958.9375707663
"79",0.276397029252876,57931.4382865356
"80",0.276500788088806,57930.3554063889
"81",0.278210627919605,57912.5160997593
"82",0.278673407684863,57907.6895373779
"83",0.279082105002094,57903.4276534596
"84",0.279096575050081,57903.2767709637
"85",0.290161321594181,57788.1170730974
"86",0.290176361250198,57787.9608351608
"87",0.292837428724564,57760.3290602053
"88",0.295036003232919,57737.5183571614
"89",0.301771370587382,57667.7424623532
"90",0.306311443892729,57620.7984647584
"91",0.308547856759863,57597.7009302133
"92",0.313948044417595,57542.0021639762
"93",0.316327114461675,57517.4975349982
"94",0.318912885218607,57490.8875038005
"95",0.334947850509589,57326.4361732063
"96",0.337294154943203,57302.4563887845
"97",0.339674940539689,57278.1464402403
"98",0.346138243026508,57212.2625176903
"99",0.350227312280943,57170.6641865681
"100",0.380117311683946,56868.4951557091
"101",0.387479450432287,56794.5639164495
"102",0.397536163456958,56693.8762466628
"103",0.415761685947864,56512.2658017894
"104",0.422138891072213,56448.9753860308
"105",0.431028846614767,56360.9633057472
"106",0.438921240345604,56283.0344650091
"107",0.440211445856076,56270.3133620028
"108",0.450949549477155,56164.6345692679
"109",0.451072834125597,56163.4232811997
"110",0.451190622584486,56162.2660363433
"111",0.457283120959612,56102.4662980077
"112",0.45774064771831,56097.9801969748
"113",0.460997404522932,56066.0667306005
"114",0.474179791316267,55937.2556157716
"115",0.477239753081466,55907.4437428366
"116",0.477350164008269,55906.3687075513
"117",0.486767811264844,55814.8438411622
"118",0.487089237020451,55811.7262069196
"119",0.499237846131981,55694.2028046802
"120",0.500087847342943,55686.0033486633
"121",0.503860903349977,55649.6449718055
"122",0.508678613817414,55603.3115493103
"123",0.50931017866776,55597.2452539763
"124",0.514513105944941,55547.3380175492
"125",0.530166595798143,55397.9224919794
"126",0.541858047425138,55287.0534090084
"127",0.549621698809344,55213.7795038918
"128",0.550838941670674,55202.3164532614
"129",0.562982357042935,55088.3349934481
"130",0.566704543550136,55053.5336017731
"131",0.570173446386011,55021.1574821132
"132",0.578279378268936,54945.7167428782
"133",0.579671214635741,54932.793139735
"134",0.582019569462084,54911.0078568744
"135",0.585979055302263,54874.3327726464
"136",0.590286763686318,54834.5124620499
"137",0.602416608243785,54722.8318313423
"138",0.619421553638144,54567.3694187962
"139",0.622328433489222,54540.9222755957
"140",0.623552178238047,54529.7996365862
"141",0.626578326803378,54502.3231563434
"142",0.645928782645051,54327.5530830886
"143",0.647246335126784,54315.7098198667
"144",0.653654279141663,54258.2095527332
"145",0.655762139633384,54239.3308467884
"146",0.656513943448806,54232.6016679928
"147",0.662542087511442,54178.7259372455
"148",0.670739616519485,54105.6944213867
"149",0.685677356670098,53973.3235968658
"150",0.687415906809544,53957.9782781667
"151",0.691874032969025,53918.6876981451
"152",0.73763973272855,53520.4856204926
"153",0.744750811347064,53459.4950508434
"154",0.74572856619765,53451.1283665664
"155",0.770115225403541,53243.994662277
"156",0.783214443452096,53133.9849816361
"157",0.786406722767982,53107.3110876636
"158",0.792080440861902,53060.0354526492
"159",0.806445175581279,52941.1105287795
"160",0.809466565705266,52916.238377729
"161",0.86250061358438,52488.1566107352
"162",0.86940976673036,52433.6340411059
"163",0.881165900085856,52341.5611297544
"164",0.925621433481558,52001.732045088
"165",0.937257973454971,51915.0661100119
"166",0.941945714050496,51880.4323945169
"167",0.969017802455308,51683.6418532358
"168",0.971907820121325,51662.9649739289
"169",0.990604353452649,51530.7848001246
"170",1.01301175484887,51376.0769190825
"171",1.03274471428445,51243.2917267739
"172",1.03726420297732,51213.3465000186
"173",1.05186976016578,51117.7803877283
"174",1.0533386167638,51108.2716688499
"175",1.07381185407726,50977.6850771222
"176",1.08789838281621,50889.9501230661
"177",1.10799207105943,50767.7918539872
"178",1.11218940047754,50742.7192872474
"179",1.12722330950337,50654.1700335011
"180",1.13316575800643,50619.7033594657
"181",1.13569565898704,50605.1204161338
"182",1.14533597212801,50550.0428389747
"183",1.15957878387612,50470.07406831
"184",1.16093861952255,50462.5253665243
"185",1.16387547497281,50446.2731111423
"186",1.17161017833317,50403.7988846911
"187",1.17332243796369,50394.4599715909
"188",1.1786530554925,50365.5321194798
"189",1.1818169671406,50348.4660763178
"190",1.18878248994328,50311.1627269523
"191",1.19980524051263,50252.8714549655
"192",1.19995404229629,50252.0906553121
"193",1.20483467595635,50226.5696347532
"194",1.21767447349255,50160.2418480894
"195",1.2183190786664,50156.9425094236
"196",1.24856639784032,50005.2925345879
"197",1.25002449044539,49998.1345472421
"198",1.25875618651912,49955.5524728414
"199",1.296572798995,49776.5053459571
"200",1.31035671977208,49713.3001807952
"201",1.31912466642537,49673.6350968962
"202",1.33813613258229,49589.0122688122
"203",1.34015229228546,49580.1456510257
"204",1.35793316621419,49502.8304272996
"205",1.3975395952966,49336.5199158678
"206",1.41085975347241,49282.5010029962
"207",1.41300502387931,49273.8940467877
"208",1.41335389320495,49272.4968239399
"209",1.42186961680511,49238.606289694
"210",1.42788966554511,49214.8992557452
"211",1.43503899671798,49187.0189293092
"212",1.46233981892386,49083.3615234105
"213",1.46370015912158,49078.3155893441
"214",1.47395749457417,49040.6407760175
"215",1.47646415575394,49031.5348926177
"216",1.49467149679125,48966.6064674209
"217",1.49537768152054,48964.131675958
"218",1.50645451580565,48925.740852131
