"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30","PC_31","PC_32","PC_33","PC_34","PC_35","PC_36","PC_37","PC_38","PC_39","PC_40","PC_41","PC_42","PC_43","PC_44","PC_45","PC_46","PC_47","PC_48","PC_49","PC_50"
"D28-4_90",-4.8484908017493,0.714983901667452,-1.42396000585489,-0.440629161148698,-0.824434058839546,0.893034910380201,0.71971560056051,-7.19198028227603,-1.04539823900607,0.814774875910533,-0.00109673334881114,-0.233937456630438,0.966815057434875,12.4553032156575,2.88432167672815,1.03643236269796,1.21199131556634,-2.04089261654419,-0.54981592956832,4.85908146717396,2.70879416875002,0.0768973300314112,0.729540393603843,-0.337219422351934,-1.62679612743105,0.162739458647714,-1.40075434259528,-1.03697242763853,-2.3495751516949,-2.75127886622354,-2.01109728628914,0.367889448742432,0.610020696950225,-0.855244190950772,1.01233104522056,1.02421479702402,1.27787424214197,-1.09793307294347,-1.60776672546166,-1.85739497038987,-0.507830737206655,0.403307092679497,-1.00587490875487,-0.57196469924593,-1.73308746060928,1.30955760505982,-1.13341871647531,0.905367218992749,-0.501074363740773,1.42089559446254
"D28-5_2",-8.26514706399575,-1.65178309103437,0.672465055685501,-0.872464557528195,-0.152444637107071,-0.180875190214915,0.543576181287223,-7.68009639873585,-1.89929220884076,0.911013455524488,-0.292748421408691,-0.75955745617147,-1.09986305758396,12.6662485426348,2.91290411968303,1.99517600466073,1.0270190796121,0.0459542883749842,0.301086285598876,1.33015782475919,0.788912107562648,-0.628258621142388,-0.211875072975063,-1.41016760656825,-0.992667585431549,0.183477391737868,-0.0705888164676908,0.199492058059895,-0.0629348190955103,0.259188474105954,0.516593027640033,0.104409238291233,0.422253909044104,-0.23762407022077,0.2640963087225,1.64409671646719,-0.764315101990294,0.142565576805637,0.187199161578445,-0.168969977851253,-1.73365560907002,-0.616245461132216,-0.16353411813772,-0.508367040225235,0.559597832417944,-1.09707973350691,-0.181493417903649,1.55916342553725,0.792693629351365,0.0349969992147397
"D28-7_4",-3.22234843798736,-0.0307288426304986,1.57740936003766,-0.913511895200031,-0.860070409409773,0.580249888883645,0.44983246807506,-9.95071411841484,-0.435830231154756,2.28063468465422,-0.57386284116674,-0.439378331444704,1.20868336001638,15.2312437509043,2.34376429814221,1.58115880948398,-0.397095475985109,-1.74673961221802,-0.771880813428979,5.33283131215078,3.6163565533978,0.821343542413397,0.00125089502236288,-0.364655864293249,-0.0711994843841994,0.64495969158049,-1.08287121508013,-0.390894438814414,-1.52764313895119,-0.753282628589608,-1.60165262372869,1.28699022142077,0.092103132563359,0.0255528487990383,-0.409563035753409,1.15584932176783,-1.83352648095753,0.835520907809289,0.204083934352108,-1.75281520906889,-0.981083265346906,-1.81623298068211,1.32132068538932,-0.348791275332027,-0.252453369792772,-0.0879780582189767,1.28638645504805,0.2317100486804,-0.851439234769429,1.70672369924978
"D28-8_38",-8.07013179971223,-1.96299215715214,1.21794446629603,-1.18503507355305,0.661697010507645,-0.721759736690165,0.767224639614329,-6.39372682213069,-0.720206599141206,1.15223888168648,0.252762884476069,-1.38954369323542,0.21451033267584,12.875262521309,2.02034138837135,1.90748073956326,1.51572335861645,0.0620338939092815,-0.00248465177340111,0.988312418848209,1.05083029749521,1.14023089328291,0.928829863990572,-0.157441166871362,-1.10662595783451,0.466211452859159,-0.664264784907372,-0.118745328655615,-1.64304170242721,0.482901080817126,-0.00652545137792886,0.0519412685437235,-0.0139887886440038,0.317520180776393,-0.325653841441536,0.0563002516671631,-0.253218378246759,-0.175609716888154,-0.381471796841983,-1.55251646001276,-0.734977175151291,0.961504256861107,0.967087839347038,-0.4562064733179,-0.566237388162542,1.45107795163018,-0.263993004276541,1.84502593090524,-0.0472191429846426,-0.736732359889666
"D29-1_12",-8.78780445913006,-2.73294586982367,1.25890733566437,-0.79729282413428,0.811252543995061,-0.984715777262421,0.637190273920619,-5.82568835047671,-1.79769533139207,0.244889491188767,0.21172709408535,-0.752521953761004,0.456874984779984,13.605347376056,1.71436523251393,2.02758708363417,1.47289630411283,-0.227749535442769,-1.11381539356948,-0.0705540019922924,-0.204178975249821,0.139990070039423,-0.881919978208137,-2.14664562424293,-0.0389029793367453,-0.634974594043349,-0.115475293324395,0.268414150381658,0.0203738803960554,0.0428244665223104,0.458686774144545,-0.40394785548498,-1.24220467138411,0.0574002364475065,-1.05961503645271,-0.699879649041606,-2.51489904990417,-0.412148400226287,-0.0524112132090082,1.90626045583067,-0.678565820021025,-0.671246358867847,-0.273174352345825,0.547090085720811,1.94310601136405,-1.7957822758413,-0.535374306841509,-1.22658693545486,1.24217459102586,-0.563218379982931
"D29-1_15",-10.2282949042568,-2.35559693090501,0.825039641945977,-0.40173649417676,1.71884744375027,-2.77815479197443,0.626974004875968,-4.8573991114692,-1.89826194836823,1.20430871765519,0.507368437887021,-0.264372953366469,-0.374868909886046,11.7720643361641,3.58903423651504,1.63236654131077,1.13566709875867,-0.322857075717047,-0.156737047213021,-2.25538845543382,-0.36051247672901,0.471519461341491,-1.07938913189151,-0.50482251536125,0.62895812136993,-0.288942194325848,-1.28814679929174,1.42845510982324,-0.63092316541568,0.570168090077367,0.18009531628791,-0.827730089550581,0.215951821720229,-0.0117363273809982,0.928557467616971,0.683609863054403,-1.80015951605997,-0.0533533859526681,0.404968496221678,0.560523224712834,-0.715450794762044,-1.37744582307943,0.443733818632892,-0.72950626939742,0.854461497039164,1.17502588145144,0.0514616582823817,-0.860565310987939,-0.665077133742609,-2.27881912775208
"D29-1_35",-9.14232686760498,-0.837568825472214,0.87255041325214,-1.0408008785575,1.3699672881911,-3.21461095277528,1.01870328992226,-4.75327465076035,-0.717745321731964,1.05704450186667,0.680933420652394,-0.877474619364408,-0.503215805095959,9.60145231215268,1.34211983820842,1.17696346260791,0.861389060014817,-0.664472441271141,-1.23826242852631,-0.88373269143633,0.826082425511079,-0.543051416900035,-0.382362612764653,-0.228891675948307,-0.548978747942491,0.350816568338688,0.0961227418116619,0.727807850554748,-0.321803869248722,-0.0878278001341432,-0.522787834120801,0.205902449502356,1.07260079265232,0.377819836721579,1.5194624371269,0.240157200579986,0.335847808975367,-1.11292095393729,0.911853042073649,-0.178375020591675,0.182499302695896,0.262487486631543,-0.518813533425437,-0.517084052823188,-0.961523145750645,0.684292068572862,0.474248223144591,-0.163392180924407,-1.27248176721385,1.24159205757181
"D29-1_58",-9.09311068289824,-2.39211647584559,1.55005862973368,-0.126563182011786,-0.504655091060742,-0.0356747794367046,-0.271652042363597,-8.92042368092376,-2.51842211681453,0.707325979748014,0.0307906223611995,-1.4299425332376,-0.0484431131476855,11.7602104781124,1.55750327418658,2.66423206476141,1.17877392228919,1.29414028755011,-1.89472447692288,-0.171087973358293,1.33944445379561,1.25702640312677,0.193367906771384,-2.55758476984875,-0.729428011395742,-0.336474223036185,-0.180495522353005,-0.545912184740949,0.673342297456515,0.196202137061906,0.43657833525806,-0.0795757774265499,0.443086316584294,-0.56999849524091,-0.124096031641754,-0.607315242883304,-0.157714189487615,0.508519892363574,0.130231708773327,0.238156521670695,-1.32565796477625,-1.34560996195354,-0.510255843692273,0.393041319173644,2.57814866807576,-0.460017010153881,-0.981277916733436,-2.07639254693776,1.03491106689069,1.30028233899119
"D29-1_66",-8.62799603174616,-2.72791385757373,-0.877072057893529,-0.639633891444113,1.0154941932784,-1.48779966529592,0.26232743259978,-5.11666908071251,-0.885871721626888,0.716689594655952,0.855173448673512,0.258785463492122,0.518320422112685,8.4138054738149,1.68005747517575,0.300299254918618,-0.0730966532933819,-1.20222359416505,-2.67180025310971,-3.02989046002117,-0.457342721918223,-0.824786502876413,0.693303354749125,-0.438391367861743,-1.39648067417414,0.206411420878482,-0.224280276967424,0.00650111736149139,-0.680822064269674,1.53599262234847,1.48964815745131,0.404979213356328,-0.538436579829444,-1.00212132362522,0.902339552983878,0.0227191662566183,0.827605200313336,-0.553620487535249,1.58136061495556,1.44750655671581,0.148401552508884,0.534475388883707,1.39403203072228,-0.147010426282825,0.50384020465529,0.649149448424138,-3.4052124867488,0.942061512472501,-1.17011843750968,-0.334653826581684
"D29-1_67",-8.09522744347537,-1.38198520995613,2.32885074412005,-0.655628882419041,-0.365036326104256,-0.504548987299809,-0.586585362321075,-6.12787310813747,-1.33918247833486,1.48196285108927,2.25169395343321,-0.651955180945317,0.305532648322315,14.1769069719823,1.72830690523638,2.0367312128094,0.259708993435816,-1.44831560720232,-0.728316659665707,2.4619581761168,2.08067641364505,0.486580802396561,0.578859214229685,-1.01936736881034,-1.61253131453313,-0.641889777549119,1.48597745483496,0.703436215781048,-0.0234155745710274,0.504255234029315,1.19090068254703,0.79394475687649,0.128505315698492,-0.559009297138432,0.409121418703393,-0.111431730591351,0.0980569577551439,-0.488267485199703,0.327443606240312,-1.00653352961283,0.76038002681776,0.0607825596433659,-0.115274121615191,-0.459345308042815,0.985760634710657,0.81962464191406,-0.0887152906112011,-0.508882061242198,-0.042142595374085,1.55864511886729
"D29-1_71",-8.80968641085843,-2.95851197356091,1.2203840192447,-0.379279305293462,1.52901262392799,-0.428497856170875,0.207857875674513,-5.56290751872282,-1.36948584651616,1.40108141509423,0.76380945661407,-0.0716612947817748,0.831227662953269,12.5141357076522,1.51159611499287,3.85526593122909,1.02980944421537,-0.188870364913487,1.54350439943611,-0.00866106199894268,-0.911077862327507,3.82240072203426,-0.692427909459116,0.944970451403415,1.07004997969127,-0.291319332303106,-1.89228330093154,2.59376574566582,-1.33272919731522,2.52032497221879,0.437717305554213,-0.80269530032903,-1.20720844333528,-0.275366355148972,-1.17057108654498,-0.587010556622948,0.305736471522764,1.14147223226522,1.23555716175987,0.278358614626017,-0.570646205727952,-1.60920230541697,2.38440650312962,-1.62460142047234,1.98554460178476,0.377257193781531,0.31945768414877,-0.391223075210306,2.40308286950223,-1.22661958921025
"D29-1_72",-8.68022325303368,-2.25353980850247,1.962121176371,-1.66727943420547,-0.862294154548292,0.468395772945039,0.986445427222199,-6.59798248701689,-0.966963576057532,1.03778414041626,1.5023368287729,0.239073232975205,-0.809010259371924,13.0869245996807,2.08718586431813,1.91530978210206,0.651677951158577,0.528267867022194,-1.38954925706557,1.62532820006197,1.32988029245625,0.368073582039416,-0.337438125308786,-0.694850764707763,-0.255001382040307,-0.431309093304552,0.576023898489131,0.32997793809309,-0.367036186482378,0.635472294339521,-0.231753080986085,-1.54477525294724,-0.145749507505094,-0.072987526957251,-0.862604607785507,-0.751451428315926,-0.817780187522471,0.544088762081314,-0.599907360467854,-1.37578842556052,-0.638468914656316,-1.43471903419084,0.980987468466073,-0.998138327404149,0.687803231717632,0.0662683645499062,-0.510130560474444,0.635121103461912,-0.567417272023491,0.87825371745081
"D29-1_73",-11.5423766805336,-2.29596109763228,0.574242906775525,-0.620444258515219,-0.182584131132313,-1.24329256184294,1.2556620512197,-5.54587267810313,-2.22658843805695,0.00408916828736493,1.31348897524531,-0.812113335242394,-0.88575271216047,10.0478530840643,2.26779885993187,2.16180061786175,0.942932999976056,0.0170341062663303,-0.980856876875294,-0.660857700746578,0.0921337127152683,0.346276733941251,0.754156568453205,-0.903723763631778,-0.951220667555756,-0.267808042274104,-0.221608089493487,1.28923587033215,0.974383440665834,0.446100534699175,0.874028952002981,-0.675188852039123,0.128064361758273,-0.587351935342486,1.0008648660528,-0.917838070030622,-1.09664728781912,-0.0177717762085972,-0.125063915291334,-0.774622077105636,-0.265401411859817,-0.686457085727006,0.637918384936566,0.604709244512828,1.57697248505781,-1.08706732112609,-0.512258995751933,-0.328521071765473,1.70231987186146,0.620380817876043
"D29-1_86",-10.0180887508945,-2.91652941198229,1.89445735234999,0.12188703278252,1.28474055392681,-0.96506610089116,1.32899288602814,-7.16544235305324,-1.23508400853402,0.985801416260098,1.13216948523082,-1.04325474351844,-0.0707896686640861,13.979775062389,2.40743803673055,2.0286113826403,0.949111173925012,-1.39779469957309,-0.848190254815052,0.787302347112053,1.83804707262996,-0.353089857405796,0.0299202794716753,-1.98771513178537,-0.586942797911688,0.760676760725047,0.303062749994243,-0.119188495871931,-0.175118329263201,0.234473335149086,1.50906601133567,-1.82212037714339,-0.611485115821175,-0.0998795542489143,0.687665348859146,0.185708490952852,-0.835747293044767,-0.331054660326587,0.275076313214918,0.318641046618308,-0.216662777222622,0.0269511160109211,-0.0570923119972149,0.627494124041542,1.42372463887276,-0.863650476611671,-0.754262044783076,0.0463759638567644,0.614111463064928,0.103717382129966
"D29-1_90",-9.57083671162023,-1.31709267826249,1.455943188708,-1.63580307476239,-1.83814434700664,3.03427473506741,0.24235850411267,-6.05029487232529,-1.61640273791745,0.68208729069702,0.45855491659453,-0.726215767611955,-0.133172003493886,10.1705971927871,1.76618494238701,3.00038243674751,0.696268232670992,0.107324553807223,-0.111910229155158,1.73359878037715,1.39266343242758,1.11948623249775,0.622895212185145,-0.546313111807482,-0.217680813998179,0.344942621436016,1.10275633951637,1.01937297163455,-0.551886002231234,0.680072414586116,1.46067315375929,-0.657633202277253,-0.326704930306562,-0.539812018423169,0.985365262608174,-0.599904185860037,-1.61494553578311,-0.24360757749822,0.660428742783927,-0.762758082822589,0.0935126164557941,-1.06026028117293,2.18667492828639,0.288118284966895,2.14911819536905,0.222938558794427,1.69724854431111,-0.654501547807031,0.692691600872459,1.10585084882787
"D29-2_19",-8.84967612670431,-2.13346123729189,0.950503626258486,-0.493778992394618,-0.0546765999714012,-0.0219054699584297,0.406793896676145,-5.26273396047387,0.471839305465157,1.94936750253114,2.10441837693221,-0.363155911747071,0.323487492450039,11.1858870950498,2.40044694360841,0.989476564680163,-0.606564611896175,-1.92104695154622,-1.44785920688639,0.922251687073389,2.37380877394128,-0.24483342946688,0.845375811178027,-2.10583051995644,-2.88366001765607,-0.635756919811485,1.35086801028439,1.54573827383502,1.80567864011695,0.435740300521223,1.6276285384923,-0.196720696777993,1.4346117519602,0.466336945924641,0.300283532360527,-0.538497991132822,-1.98786182372058,-0.497709354169626,0.922579938196024,-1.55701907414036,-0.268555509077288,-1.66042558006228,1.3714928376265,1.90037309157411,0.433837851529179,-1.06420562584558,0.559532240437142,0.021127867954963,-0.588816470947392,1.41801467043581
"D29-2_42",-8.56117889627221,-1.99844566265718,2.12422911532548,0.22017870258815,-0.870249540846805,-0.306122872728699,1.18848532572226,-5.76133279476295,-0.944852450227221,0.240417594647678,0.530113883469062,-0.895788378180119,-0.828263717317352,12.619844565604,0.333494964955314,1.60983343113958,1.34510197703603,-1.38137686278163,-1.12869052448909,0.0311141744529472,0.917860621037787,-1.18801759707532,0.14014618157299,-2.17234467450998,-1.6230379413609,-0.580996302277419,0.316595097585987,0.355613310491169,0.80235363244,-0.4803716816075,1.03214067241768,-0.685151088581331,-0.0876537678185149,1.01867652480818,0.097918513142308,0.958578806185115,-1.8525286234925,-1.08934067185274,0.802462424094115,0.236498098651487,-0.477394483213955,1.19915063903016,0.780835911978502,0.736451095812034,1.54622837861187,-1.85573997401389,-0.132413182168894,-0.647652113730192,2.67807028604316,1.39759238351024
"D29-2_43",-10.274135275773,-2.67167868074287,1.20623705516697,-0.366252437702807,0.418364442986182,-1.95909531261658,1.43539955832055,-4.39559835461383,-0.242531669768424,0.820746518561385,1.84216419287195,-0.994881339628199,-0.0168178948356429,11.1053939110995,0.654201191977651,0.33776551685219,0.110089538020774,-1.37890085313512,-0.148163389277894,0.426506822652432,1.19817437113882,-0.899135792828531,-0.508666187695052,-2.24180615535743,-1.48650804358073,1.42072648376105,0.36022315627737,0.112515385334364,1.79932641779047,2.80641572406513,1.52937363434987,-0.268639652364355,-0.443637078331041,1.56336874332542,0.703597882064648,0.527291363731725,-0.137953436603938,-0.627957567505898,0.652414894175753,-0.837435622913992,0.0981221193903033,0.65998546771401,-1.0258981365843,0.0531370985926047,0.822559559316,-0.757409987237339,0.447597893872221,0.21442428071865,0.579392793693841,-0.695711670366045
"D29-2_47",-10.2356809573586,-3.12221880856669,1.52207659903262,-0.847081794869797,0.57806860925384,-1.58701663444528,1.42128549425302,-5.25882365187279,-1.26693024700817,0.611344864150254,0.899801999254506,0.214698352794389,0.0853620383969737,9.73291106736093,0.673329429781536,1.66912059253834,0.968182394241968,-1.15365081872635,-0.0431257538612895,-0.725824762784701,0.483975010402358,1.01425067835454,-0.118599451333641,-0.391914022052079,-1.87435594709943,-0.0932862370644794,0.684723220978962,0.326723313908292,1.16937112760938,1.32937133047983,-0.531860712625595,-0.761831288725558,0.00247179884396251,0.481884455740858,-2.36436109018939,-0.386488760712492,2.17830533679841,-0.921454995139856,-0.315661437567229,1.37942463397915,2.31827668013071,1.40624645736421,-0.686500757678719,-0.202106570546182,0.506679141215556,1.85966113572209,-1.06199245429474,-0.543536532464141,0.41524305819609,0.131603317066724
"D29-2_58",-9.81829343587479,-2.14856190959384,1.66008124546014,-0.495760650300148,0.575947880423382,-1.23429368725678,-0.412780973485301,-6.10762454545449,-2.11168984443831,0.901311723222911,1.09966741305764,0.931055000322009,-0.287239480419927,13.1588629021712,1.54235038875065,1.85230620176231,0.902217373669061,-0.366500571430569,-1.34113309435872,0.604870354024433,0.695933768732003,0.0702503080130484,-1.24402306692335,-1.62999862601945,-1.98279327532545,0.484646951711346,1.10769148884008,-0.988092607938956,0.28563177480557,0.670641157351829,-0.203037700653713,-0.755641933210718,0.24658130435255,-0.791175416862185,-0.676280494456396,0.914386950182155,-0.420760074205983,-0.0739535581538648,-1.73766520250136,1.36914589105982,0.323961834058184,0.932522617815461,-1.32612872631566,1.68007550180027,0.017376629373962,-0.22578311901706,-1.83646224315249,-0.946836902600773,2.12644093755305,-0.666659784007165
