-1.746228981018066406e+01,-2.773140335083007812e+01,1.828413009643554688e+01,4.021048545837402344e+00,4.451993179321289062e+01,-7.336262702941894531e+00,8.329439163208007812e+00,-1.201599502563476562e+01,5.994646072387695312e+01,-1.699716567993164062e+01
1.122575569152832031e+01,-1.073883438110351562e+01,-8.095666885375976562e+00,-5.970339775085449219e+00,-1.664476203918457031e+01,-3.879659271240234375e+01,1.856518936157226562e+01,1.807927131652832031e+01,1.341068172454833984e+01,-7.930551528930664062e+00
1.917057037353515625e+01,2.344635391235351562e+01,-3.295936965942382812e+01,1.463333320617675781e+01,-2.064717292785644531e+01,-3.704302597045898438e+01,-1.245481109619140625e+01,-3.217137098312377930e+00,1.400917470455169678e-01,-2.095896911621093750e+01
1.256158733367919922e+01,-2.939573478698730469e+01,8.678126335144042969e+00,1.931624412536621094e+01,-2.082585334777832031e+01,-3.704515838623046875e+01,1.226668167114257812e+01,1.170291042327880859e+01,-1.562940979003906250e+01,-1.252660655975341797e+01
3.162122535705566406e+01,-3.764754295349121094e+00,6.969791889190673828e+00,3.132527828216552734e+00,-3.548863410949707031e+00,-1.971964073181152344e+01,-5.208426952362060547e+00,1.082126426696777344e+01,2.381739044189453125e+01,1.132927227020263672e+01
2.786645889282226562e+01,2.374266433715820312e+01,2.057658958435058594e+01,1.184989261627197266e+01,7.821728706359863281e+00,7.024084568023681641e+00,-1.582847499847412109e+01,1.755026435852050781e+01,-6.401913642883300781e+00,2.311406707763671875e+01
-1.381999511718750000e+02,4.036772918701171875e+01,-1.409211730957031250e+01,-1.544234943389892578e+01,-4.825719451904296875e+01,3.439088344573974609e+00,9.158279418945312500e+01,-4.552664947509765625e+01,-2.974686622619628906e+01,4.590238952636718750e+01
2.102125358581542969e+01,1.761716079711914062e+01,-4.422381591796875000e+01,-1.733781623840332031e+01,-4.908175659179687500e+01,-1.262270641326904297e+01,-2.936359786987304688e+01,4.245791244506835938e+01,1.502672004699707031e+01,-1.911722755432128906e+01
-9.478141784667968750e+00,7.639758110046386719e+00,2.078811073303222656e+01,-2.336917304992675781e+01,1.606512260437011719e+01,-3.303184509277343750e+01,-1.861520004272460938e+01,2.675360679626464844e+01,2.367459535598754883e+00,3.265289068222045898e+00
-6.114202022552490234e+00,-2.434731483459472656e+01,3.187765502929687500e+01,-3.198575592041015625e+01,4.181884765625000000e+01,-1.574495911598205566e+00,-1.769644546508789062e+01,1.426586532592773438e+01,-1.268251323699951172e+01,-6.741353511810302734e+00
8.637852668762207031e+00,-3.242448043823242188e+01,3.864787101745605469e+00,2.777601623535156250e+01,-1.327647590637207031e+01,-3.148982810974121094e+01,2.763018989562988281e+01,7.309864521026611328e+00,1.215501785278320312e+00,-6.440357685089111328e+00
1.727990341186523438e+01,3.574597930908203125e+01,1.362804603576660156e+01,-1.361744880676269531e+01,-1.576316928863525391e+01,-1.934425544738769531e+01,-1.204454421997070312e+01,2.502888298034667969e+01,1.686608123779296875e+01,-1.735512161254882812e+01
1.890310478210449219e+01,4.188639450073242188e+01,5.020209121704101562e+01,1.328437042236328125e+01,2.398072433471679688e+01,1.766557502746582031e+01,1.080862331390380859e+01,-1.688709449768066406e+01,3.208643722534179688e+01,-2.784976387023925781e+01
-3.923841714859008789e+00,-2.826981544494628906e+00,5.331062793731689453e+00,-5.771541595458984375e+00,-3.350271701812744141e+00,-2.805266189575195312e+01,-1.582840442657470703e+01,-5.386444568634033203e+00,-4.405940055847167969e+00,-3.369909048080444336e+00
2.455133056640625000e+01,9.977958679199218750e+00,-3.893617391586303711e+00,-3.537351989746093750e+01,3.787061309814453125e+01,-4.412132263183593750e+01,1.643195867538452148e+00,-7.359099984169006348e-01,1.846299934387207031e+01,-1.865265369415283203e+00
-4.761954116821289062e+01,-5.243584060668945312e+01,-5.427512168884277344e+00,-3.721780014038085938e+01,-2.272175788879394531e+01,-2.184645271301269531e+01,5.721240615844726562e+01,2.119232177734375000e+01,1.084696197509765625e+01,4.484349727630615234e+00
-1.107695293426513672e+01,-5.374645233154296875e+00,-2.325819587707519531e+01,-1.707554054260253906e+01,7.238486289978027344e+00,-1.531152963638305664e+00,-1.966914749145507812e+01,-1.120786857604980469e+01,2.358103942871093750e+01,-3.435172319412231445e+00
