"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTPN6.1",3.33221015513206e-09,-0.284444889669265,0.416,0.541,7.9709799120914e-05,"2","PTPN6"
"TNFRSF1B.2",8.42134642449959e-09,-0.325601017203151,0.842,0.846,0.000201447027820455,"2","TNFRSF1B"
"MSN.2",8.85787340571349e-09,-0.263094950236291,0.753,0.8,0.000211889189738072,"2","MSN"
"PTP4A2.2",1.44934692674253e-08,-0.290839126508752,0.739,0.771,0.00034669827834608,"2","PTP4A2"
"LILRB2.2",5.39416563389497e-08,-0.271768723050884,0.503,0.612,0.00129033836128402,"2","LILRB2"
"ITGAL.1",3.20901220301351e-07,-0.27198936307915,0.41,0.505,0.00767627809082862,"2","ITGAL"
"RPS5",5.84240857788688e-07,-0.251613290253584,0.54,0.647,0.0139756255591632,"2","RPS5"
"TXNIP.1",9.9006483363765e-07,-0.250508475235526,0.906,0.946,0.0236833408854462,"2","TXNIP"
"AIF1.2",1.92627078089439e-06,-0.250071545437927,0.81,0.846,0.0460783233497747,"2","AIF1"
"LYST.2",5.0857406716459e-06,-0.275292184408301,0.604,0.652,0.121656002606441,"2","LYST"
"HLA-DRB1.2",0.00155914691520278,-0.347996932068688,0.858,0.863,1,"2","HLA-DRB1"
"HLA-DRA.2",0.00449945836052894,-0.368852863507264,0.865,0.853,1,"2","HLA-DRA"
"LYZ.2",1.34120261125898e-184,1.68883179985863,1,0.805,3.20829076639261e-180,"3","LYZ"
"VCAN.3",6.8694904916394e-108,1.26169910938408,0.993,0.641,1.64325082050506e-103,"3","VCAN"
"S100A9.3",2.5689419008774e-91,1.29824525348194,0.995,0.729,6.14516592108884e-87,"3","S100A9"
"S100A8.3",9.67252912942632e-87,1.20887139142,0.99,0.61,2.31376569305007e-82,"3","S100A8"
"MNDA.3",7.60580931003929e-79,0.815118500883766,0.953,0.647,1.8193856450545e-74,"3","MNDA"
"FCN1.3",1.46074084370582e-76,0.83078543828917,0.993,0.805,3.4942381722287e-72,"3","FCN1"
"APLP2.3",6.98230294991235e-72,0.749644079961368,0.97,0.819,1.67023668864853e-67,"3","APLP2"
"CD14.2",1.57161545445926e-65,0.744840384425921,0.876,0.468,3.759461328612e-61,"3","CD14"
"MS4A6A.1",4.56276939525007e-55,0.609451393703687,0.806,0.421,1.09146006703777e-50,"3","MS4A6A"
"TKT.2",1.02130225134215e-53,0.63686312872195,0.965,0.821,2.44305711543555e-49,"3","TKT"
"GAPDH",1.47602128582709e-50,0.579468038274938,0.73,0.399,3.53079051782698e-46,"3","GAPDH"
"S100A12.1",2.59040180689662e-47,0.578086574186893,0.593,0.248,6.19650016227741e-43,"3","S100A12"
"CTSB.2",2.34393066911267e-46,0.560822543684616,0.926,0.727,5.60691655358442e-42,"3","CTSB"
"VIM.1",5.58374158325879e-44,0.544027323527795,0.988,0.899,1.33568682413133e-39,"3","VIM"
"MPEG1.2",2.15982114050048e-43,0.520734794296028,0.921,0.723,5.1665081501912e-39,"3","MPEG1"
"MEGF9.2",2.71036531386724e-42,0.517814497389502,0.767,0.442,6.48346486730184e-38,"3","MEGF9"
"NCF2.2",7.25868088509609e-42,0.505724559482259,0.943,0.755,1.73634905452384e-37,"3","NCF2"
"TYROBP.2",1.2903309273542e-40,0.485852329966134,0.993,0.897,3.08660061132397e-36,"3","TYROBP"
"GPX1.2",7.5548788362896e-40,0.493858571355116,0.844,0.519,1.80720256642883e-35,"3","GPX1"
"TSPO.2",2.58437833224133e-39,0.502258715092801,0.856,0.602,6.18209140855449e-35,"3","TSPO"
"GRN.2",1.83022903471406e-38,0.490735143322819,0.923,0.672,4.37809087393951e-34,"3","GRN"
"PGD",8.33821373016934e-35,0.419809226849681,0.625,0.331,1.99458410639381e-30,"3","PGD"
"METTL9",1.44576889959022e-34,0.417051078092177,0.586,0.289,3.45842378470978e-30,"3","METTL9"
"KCTD12.1",5.78035926096029e-34,0.473050942417059,0.782,0.499,1.38271973881431e-29,"3","KCTD12"
"PLBD1.1",8.83357532106304e-34,0.491903679402806,0.655,0.352,2.11307955255149e-29,"3","PLBD1"
"CTSH",1.41717708556042e-33,0.399351395000798,0.682,0.386,3.39002930636907e-29,"3","CTSH"
"ANXA1.1",1.64632916150951e-33,0.501931325475849,0.901,0.668,3.93818398724689e-29,"3","ANXA1"
"AP1S2.1",3.92348071267736e-33,0.469536042907289,0.752,0.477,9.38535821279551e-29,"3","AP1S2"
"CTSS.2",9.75726775215568e-33,0.390131910322867,1,0.985,2.33403601899316e-28,"3","CTSS"
"HLA-A.2",1.44264711567466e-32,0.415508415376831,0.988,0.942,3.45095616540537e-28,"3","HLA-A"
"FPR1",2.51368992274473e-32,0.425150213805935,0.62,0.334,6.01299766419767e-28,"3","FPR1"
"CD36.1",6.07383952661026e-32,0.439635351317302,0.65,0.357,1.45292315316044e-27,"3","CD36"
"CSF3R.1",6.49350514222436e-31,0.370678031738868,0.653,0.349,1.55331136507149e-26,"3","CSF3R"
"RPLP1.1",6.26814411166407e-30,0.424026254121666,0.955,0.783,1.49940275295116e-25,"3","RPLP1"
"OGFRL1.1",1.29410896252692e-28,0.420175144925516,0.73,0.48,3.09563804926065e-24,"3","OGFRL1"
"TPT1.1",3.30698187550384e-28,0.365612680141743,1,0.966,7.91063134439273e-24,"3","TPT1"
"AMICA1.1",3.3107651796753e-28,0.408722758545675,0.849,0.597,7.91968138630129e-24,"3","AMICA1"
"ALDH2.1",4.30428398815119e-28,0.389945576453861,0.672,0.389,1.02962777280565e-23,"3","ALDH2"
"ITGAM",4.43091794971139e-28,0.385668763657889,0.561,0.296,1.05991988275046e-23,"3","ITGAM"
"FOS.2",6.52056422606829e-28,0.470508189944134,0.993,0.842,1.5597841685178e-23,"3","FOS"
"TNFAIP2.1",9.3294666164695e-28,0.416233773394313,0.844,0.616,2.23170170932567e-23,"3","TNFAIP2"
"PKM.1",5.01306471646526e-27,0.401804161070698,0.834,0.618,1.19917521082565e-22,"3","PKM"
"TGFBI.1",6.9121285869557e-26,0.373444839713159,0.782,0.549,1.65345027928567e-21,"3","TGFBI"
"SELL.1",2.13443902489128e-25,0.408853807542204,0.628,0.367,5.10579159144242e-21,"3","SELL"
"SERPINB1",2.24310947169357e-25,0.377396195504023,0.655,0.403,5.3657421672382e-21,"3","SERPINB1"
"PTAFR.1",1.24173792254616e-24,0.359148576145388,0.608,0.346,2.97036128452267e-20,"3","PTAFR"
"CEBPD.1",8.51589707490965e-24,0.372152964755375,0.705,0.455,2.03708773928914e-19,"3","CEBPD"
"CD93",1.27433825920482e-23,0.388062674483323,0.648,0.396,3.04834454984385e-19,"3","CD93"
"SRGN.2",2.32427212111269e-23,0.375767939703728,0.935,0.794,5.55989134091366e-19,"3","SRGN"
"HLA-B.1",1.81438059753719e-22,0.254938641930224,1,1,4.34017982736872e-18,"3","HLA-B"
"TALDO1.1",2.94585364215721e-22,0.31428958466944,0.692,0.449,7.04677649740427e-18,"3","TALDO1"
"CRTAP",1.4898974204784e-21,0.304355716580324,0.551,0.316,3.56398361952639e-17,"3","CRTAP"
"CPVL.1",2.43099106648319e-21,0.359814492225437,0.727,0.5,5.81517373013444e-17,"3","CPVL"
"CYBB.1",3.12356193039545e-21,0.389768049345442,0.96,0.869,7.47187249369896e-17,"3","CYBB"
"NCF1.1",1.34568666314825e-20,0.403611024929518,0.514,0.299,3.21901706691694e-16,"3","NCF1"
"RNF130",2.22834387409903e-20,0.333720813127128,0.687,0.48,5.3304213812323e-16,"3","RNF130"
"GSTP1.1",2.36557604304926e-20,0.359160488419551,0.799,0.626,5.65869445257814e-16,"3","GSTP1"
"NCOA4",5.65304734156265e-20,0.351722602147622,0.777,0.604,1.3522654545752e-15,"3","NCOA4"
"RTN3",2.80000959007556e-19,0.299581774255639,0.586,0.369,6.69790294041975e-15,"3","RTN3"
"CFP",3.26434361782708e-19,0.335718987141151,0.792,0.59,7.80863636820415e-15,"3","CFP"
"NAP1L1.3",2.12466244837427e-18,-0.63684302365257,0.504,0.639,5.0824050427561e-14,"3","NAP1L1"
"TMSB10",2.1365733757814e-18,0.289990445428167,0.985,0.95,5.11089717220669e-14,"3","TMSB10"
"GLIPR2",3.85536937330193e-18,0.262517471590121,0.558,0.338,9.22242907787554e-14,"3","GLIPR2"
"ITGB2",3.87067905113833e-18,0.279820919008816,0.985,0.932,9.259051358228e-14,"3","ITGB2"
"ITGAL.2",4.5164634024378e-18,-0.423804268444621,0.31,0.519,1.08038321049715e-13,"3","ITGAL"
"AOAH",4.6495756861608e-18,0.340461641022602,0.596,0.403,1.11222499988652e-13,"3","AOAH"
"RPL13",1.09138687535987e-17,0.287402239371295,0.948,0.851,2.61070654454835e-13,"3","RPL13"
"CST3.1",1.94407522041105e-17,0.25876706362329,0.935,0.804,4.65042233474528e-13,"3","CST3"
"SAMHD1.1",2.18147335057033e-17,0.295177327715142,0.928,0.847,5.21830240189928e-13,"3","SAMHD1"
"LAPTM5.1",3.25996898063514e-17,0.287582834849325,0.975,0.888,7.79817179857731e-13,"3","LAPTM5"
"CLEC12A",5.28918982375836e-17,0.310494732735362,0.581,0.381,1.26522709774124e-12,"3","CLEC12A"
"RGS2.2",8.17779452097722e-17,0.356536403880673,0.851,0.688,1.95621022736296e-12,"3","RGS2"
"S100A6.1",1.51441467130345e-16,0.290904709436191,0.886,0.751,3.62263133522497e-12,"3","S100A6"
"SYK.1",1.69165796976337e-16,0.299537928876084,0.742,0.556,4.04661502947095e-12,"3","SYK"
"S100A10.1",1.738583797382e-16,0.304182055466207,0.725,0.53,4.15886630171748e-12,"3","S100A10"
"JUN.2",2.29138431005446e-16,0.320002559387972,0.675,0.436,5.48122040808128e-12,"3","JUN"
"FCGRT.1",7.25233245180886e-16,0.289544672691866,0.727,0.532,1.7348304457972e-11,"3","FCGRT"
"CTSD.1",7.65220334767133e-16,0.293956913076986,0.605,0.408,1.83048356279646e-11,"3","CTSD"
"IL6R",9.20741332462598e-16,0.258253307701994,0.571,0.366,2.20250534138378e-11,"3","IL6R"
"PTPRE",2.36730509653695e-15,0.258257653982822,0.561,0.352,5.66283052142605e-11,"3","PTPRE"
"GAS7",3.79891500475687e-15,0.257560007510398,0.556,0.358,9.0873845828789e-11,"3","GAS7"
"SORL1",9.10251121562995e-15,0.305532091865845,0.556,0.37,2.17741170789084e-10,"3","SORL1"
"RPS13.1",9.30735146020786e-15,0.291140501960417,0.896,0.78,2.22641154279632e-10,"3","RPS13"
"ENO1",1.01587325854903e-14,0.287153454731926,0.834,0.696,2.43007042177512e-10,"3","ENO1"
"RAB31",1.11098067970306e-14,0.302859235224047,0.685,0.514,2.65757688391768e-10,"3","RAB31"
"HLA-DRA.3",1.16810003498747e-14,0.258278345677244,0.948,0.842,2.79421209369353e-10,"3","HLA-DRA"
"EMILIN2",1.87981510780048e-14,0.26276338419318,0.72,0.528,4.49670571936952e-10,"3","EMILIN2"
"PLXDC2",3.05514293588128e-14,0.273069131402589,0.573,0.387,7.30820741692161e-10,"3","PLXDC2"
"RASSF4",1.43431279889707e-13,0.251213285879888,0.504,0.328,3.43101964624169e-09,"3","RASSF4"
"RPS16",1.50959726893634e-13,0.261149433465095,0.893,0.733,3.61110762702262e-09,"3","RPS16"
"RPLP0",3.31008554320956e-13,0.2785338918794,0.841,0.714,7.91805562791159e-09,"3","RPLP0"
"CANX.1",4.01745601933597e-13,0.272940495071698,0.784,0.645,9.61015654385358e-09,"3","CANX"
"ITGA4.2",7.59661306905383e-13,-0.323302427406152,0.33,0.513,1.81718581224837e-08,"3","ITGA4"
"LRP1",8.2693274123671e-13,0.260864615635843,0.593,0.418,1.97810581031233e-08,"3","LRP1"
"UTRN.1",6.89791185571104e-11,-0.349134228726846,0.387,0.526,1.65004949500464e-06,"3","UTRN"
"PTPRC.3",1.18871945824392e-10,-0.319451089635345,0.891,0.93,2.84353581606528e-06,"3","PTPRC"
"FGL2",1.23318152734569e-10,0.289800330588883,0.923,0.852,2.94989353156363e-06,"3","FGL2"
"MT-CYB.1",2.36514518098741e-10,-0.288590062300669,0.913,0.932,5.65766378743997e-06,"3","MT-CYB"
"RPS19.3",5.21776606990054e-10,-0.388570774568429,0.754,0.784,1.24814182158091e-05,"3","RPS19"
"LYN.3",6.20615267169735e-09,-0.422259286489568,0.67,0.711,0.000148457378059672,"3","LYN"
"MT-ND6",1.53177548373793e-08,-0.321711646866552,0.623,0.7,0.00036641601346495,"3","MT-ND6"
"MT-ND5",1.53958381240525e-08,-0.277030643763933,0.792,0.857,0.000368283843765459,"3","MT-ND5"
"CSF1R.3",2.29239692303593e-08,-0.422047118733515,0.511,0.582,0.000548364267959425,"3","CSF1R"
"MALAT1",7.46409627247317e-07,-0.286262353101256,1,0.999,0.0178548646933831,"3","MALAT1"
"JAK1.1",1.61977940699886e-06,-0.256543225407893,0.417,0.518,0.0387467431948198,"3","JAK1"
"PTP4A2.3",1.47436781173435e-05,-0.268430239996729,0.772,0.766,0.352683524244973,"3","PTP4A2"
"TNFRSF1B.3",0.000314833552235617,-0.251412608897703,0.864,0.843,1,"3","TNFRSF1B"
"HLA-DPA1.2",0.00872353742499204,-0.298192458741992,0.717,0.72,1,"3","HLA-DPA1"
"FCGR3A.1",1.69793753305705e-172,1.88437086347833,0.988,0.31,4.06163637282577e-168,"4","FCGR3A"
"FCGR3B.1",1.12606079534943e-155,1.16498437410749,0.876,0.21,2.69365002855538e-151,"4","FCGR3B"
"CDKN1C.1",2.55276919684948e-144,1.08373956596625,0.798,0.174,6.10647919578364e-140,"4","CDKN1C"
"LYZ.3",8.22260877510495e-114,-2.40754031836953,0.471,0.874,1.96693024509286e-109,"4","LYZ"
"VCAN.4",4.22180102714858e-102,-2.49750189642349,0.153,0.751,1.00989702370421e-97,"4","VCAN"
"S100A8.4",6.11512020091128e-97,-2.48581818134531,0.121,0.724,1.46279790325999e-92,"4","S100A8"
"NAP1L1.4",7.26924450184064e-93,1.00060548968422,0.957,0.581,1.7388759772853e-88,"4","NAP1L1"
"CSF1R.4",1.6568881042632e-91,0.973682529529789,0.925,0.53,3.963442034208e-87,"4","CSF1R"
"SIGLEC10.1",4.05841513008104e-90,0.834358277634354,0.78,0.279,9.70813483266685e-86,"4","SIGLEC10"
"MS4A7.2",4.75406836334366e-89,0.991900513569557,0.887,0.423,1.13722069319544e-84,"4","MS4A7"
"S100A9.4",1.03661378797236e-88,-2.62418921357856,0.436,0.803,2.47968384220868e-84,"4","S100A9"
"PSAP.1",3.53924617826738e-87,0.56402399937226,1,0.998,8.4662307830334e-83,"4","PSAP"
"RHOC.1",2.9040683054015e-85,0.722855138284158,0.613,0.172,6.94682179335092e-81,"4","RHOC"
"LYN.4",4.51063507928528e-82,0.943857579665978,0.96,0.675,1.07898901731583e-77,"4","LYN"
"TCF7L2.1",1.46035878255722e-80,0.696256249552341,0.618,0.179,3.49332424375511e-76,"4","TCF7L2"
"FOS.3",7.63525970036939e-79,-1.32194894214643,0.587,0.894,1.82643047292536e-74,"4","FOS"
"LST1.3",8.734487110645e-79,0.841753781218844,0.96,0.693,2.08937666173739e-74,"4","LST1"
"SPN.1",4.24673795838618e-76,0.833105230700881,0.835,0.381,1.01586218702556e-71,"4","SPN"
"RPS19.4",4.85935525001348e-69,0.819025208365562,0.98,0.756,1.16240636935572e-64,"4","RPS19"
"PTPRC.4",1.90714171058601e-68,0.719360837938855,0.997,0.917,4.5620736858928e-64,"4","PTPRC"
"IFITM2.1",4.7554620434882e-68,0.776056314326934,0.74,0.324,1.13755407542281e-63,"4","IFITM2"
"RP11-290F20.3.1",8.48056842499016e-64,0.65353338608916,0.642,0.237,2.0286367729419e-59,"4","RP11-290F20.3"
"TNFRSF1B.4",2.29325226150901e-63,0.74899194719655,0.983,0.829,5.48568873475571e-59,"4","TNFRSF1B"
"CD14.3",2.75038362098429e-63,-1.06854111881456,0.072,0.574,6.57919265975653e-59,"4","CD14"
"MTSS1.1",4.61140010256581e-63,0.623552810868967,0.627,0.217,1.10309301853477e-58,"4","MTSS1"
"IFITM3.1",1.98882211689158e-61,0.672875935576367,0.691,0.278,4.75746138581634e-57,"4","IFITM3"
"HLA-E.2",1.68846304694566e-58,0.610936975298607,0.997,0.977,4.03897245459871e-54,"4","HLA-E"
"PAG1.1",4.43169166593745e-58,0.687068464775577,0.601,0.227,1.0601049634089e-53,"4","PAG1"
"COTL1.3",2.48175123069348e-55,0.63693450894346,0.991,0.884,5.93659711894188e-51,"4","COTL1"
"MS4A6A.2",1.79430204522992e-53,-0.846237127856291,0.072,0.519,4.2921499223945e-49,"4","MS4A6A"
"PTP4A2.4",6.11726211861647e-52,0.690034651654417,0.922,0.748,1.46331027139425e-47,"4","PTP4A2"
"PIK3AP1.3",1.08392464312184e-51,0.652402604984725,0.806,0.445,2.59285613881176e-47,"4","PIK3AP1"
"MNDA.4",2.06628654202517e-50,-0.927247862716969,0.379,0.724,4.9427640371784e-46,"4","MNDA"
"GPX1.3",8.55408295949523e-47,-0.755246401255047,0.205,0.603,2.04622218474085e-42,"4","GPX1"
"GRN.3",1.58941889529005e-46,-0.780197746176017,0.408,0.74,3.80204893942334e-42,"4","GRN"
"CYFIP2",6.5751984739458e-46,0.488995703295467,0.514,0.184,1.57285322695258e-41,"4","CYFIP2"
"ITGAL.3",1.56896817527736e-44,0.592801429147922,0.792,0.456,3.75312877208096e-40,"4","ITGAL"
"AIF1.3",2.27078109832884e-44,0.601278888493196,0.971,0.826,5.43193546531243e-40,"4","AIF1"
"SLC44A2",1.14518267993412e-43,0.462600259525405,0.555,0.218,2.7393914886704e-39,"4","SLC44A2"
"FCN1.4",1.39440094276553e-43,-0.929437120279117,0.682,0.846,3.33554649518943e-39,"4","FCN1"
"WARS.3",7.13242103746977e-43,0.644585164007457,0.798,0.478,1.70614643637314e-38,"4","WARS"
"JUN.3",8.92611291437336e-43,-0.953063812238729,0.116,0.509,2.13521547024725e-38,"4","JUN"
"NFKBIZ.1",1.56599693156076e-42,0.634399656597179,0.731,0.403,3.74602125998648e-38,"4","NFKBIZ"
"EMR2",1.06474240514263e-41,0.456692694896549,0.549,0.226,2.54697030734168e-37,"4","EMR2"
"UNC119",1.70629035597039e-40,0.443808121610521,0.509,0.199,4.08161716051676e-36,"4","UNC119"
"SNX18",1.67221604317883e-39,0.533142677157562,0.627,0.305,4.00010799688808e-35,"4","SNX18"
"FCER1G.1",3.02093398333394e-39,0.558598407612016,0.841,0.564,7.22637618153313e-35,"4","FCER1G"
"SERPINA1.2",7.73620193036279e-39,0.553525185330748,0.887,0.664,1.85057686376208e-34,"4","SERPINA1"
"FOSB.2",8.14861797159686e-39,-0.743507832355765,0.156,0.525,1.94923090498569e-34,"4","FOSB"
"LILRB1.1",1.00980806383192e-36,0.573883580828562,0.656,0.353,2.41556186949234e-32,"4","LILRB1"
"LILRB2.3",3.18609851692507e-36,0.556202053660444,0.832,0.568,7.62146626233647e-32,"4","LILRB2"
"SAT1.2",6.87060132022589e-36,0.622081272190865,0.942,0.816,1.64351654181124e-31,"4","SAT1"
"VASP.2",1.81316263529738e-35,0.551841015539532,0.789,0.514,4.33726633989486e-31,"4","VASP"
"CAP1.3",9.05577888522261e-35,0.539283262754969,0.919,0.764,2.1662328671341e-30,"4","CAP1"
"MBD2.1",3.85903240906919e-34,0.498414319422254,0.682,0.382,9.23119142573441e-30,"4","MBD2"
"MAFB.1",8.0602947788094e-34,0.543972194486056,0.717,0.418,1.928103114039e-29,"4","MAFB"
"PTPN6.2",8.85373503288202e-34,0.518409359462934,0.766,0.494,2.11790195721571e-29,"4","PTPN6"
"RASSF5.1",1.19907732597309e-33,0.508507320059993,0.72,0.431,2.86831287146024e-29,"4","RASSF5"
"MSN.3",1.85180591790613e-33,0.519922136962884,0.922,0.778,4.42970493622325e-29,"4","MSN"
"MYL6.1",2.9527663707303e-32,0.488330565471768,0.954,0.833,7.06331243542396e-28,"4","MYL6"
"FTL.1",9.17359115678588e-32,0.508399950300975,0.997,0.973,2.19441474061475e-27,"4","FTL"
"ANXA1.2",4.68376584823024e-31,-0.676307723170331,0.474,0.725,1.12040362855515e-26,"4","ANXA1"
"AMICA1.2",8.31077357850348e-31,-0.614417187154167,0.382,0.66,1.98802014771382e-26,"4","AMICA1"
"ARPC2.1",2.68641118593765e-30,0.488259629801237,0.908,0.799,6.42616419788145e-26,"4","ARPC2"
"LRRC25",7.72883473417647e-30,0.422779937175858,0.61,0.325,1.84881455676235e-25,"4","LRRC25"
"UTRN.2",2.07864043705625e-29,0.490588587202159,0.74,0.48,4.97231578948226e-25,"4","UTRN"
"TPM3.2",1.0093000086142e-28,0.48488422811982,0.916,0.776,2.41434655060602e-24,"4","TPM3"
"PGK1.2",1.15360757112564e-28,0.435481350900673,0.821,0.576,2.75954467088964e-24,"4","PGK1"
"CMTM6.1",1.5227935120923e-28,0.469498237326941,0.737,0.479,3.64267436027599e-24,"4","CMTM6"
"LYST.3",4.17706194901666e-28,0.516553014554683,0.818,0.624,9.99194988824276e-24,"4","LYST"
"MTPN.1",7.96730197427342e-28,0.449064081999918,0.59,0.325,1.90585830526595e-23,"4","MTPN"
"ACTB.2",1.41801155454832e-27,0.439793766683836,0.983,0.964,3.39202543963505e-23,"4","ACTB"
"C5AR1",1.78902182983738e-27,0.456162022604799,0.645,0.369,4.27951911915399e-23,"4","C5AR1"
"POU2F2.2",6.61151738043283e-27,0.480647833572852,0.746,0.491,1.58154107257334e-22,"4","POU2F2"
"IER5.1",4.29417275594232e-26,0.414634454703848,0.621,0.354,1.02720906494896e-21,"4","IER5"
"RPLP1.2",5.65944444057069e-25,-0.539275797507283,0.679,0.82,1.35379570462891e-20,"4","RPLP1"
"SECTM1",1.70771074123841e-24,0.326744708725886,0.546,0.283,4.0850148641164e-20,"4","SECTM1"
"VPS35",2.28840312642302e-23,0.34636751000247,0.526,0.281,5.4740891187165e-19,"4","VPS35"
"KCTD12.2",2.94452232104519e-23,-0.487204311498032,0.298,0.564,7.04359184417219e-19,"4","KCTD12"
"ADRBK2",4.17615645786301e-23,0.392065744883784,0.607,0.354,9.9897838628541e-19,"4","ADRBK2"
"RAB10",5.23195382689773e-23,0.380542124887568,0.601,0.355,1.25153567493221e-18,"4","RAB10"
"CPVL.2",6.8939007460962e-23,-0.51293769495417,0.295,0.557,1.64908999747367e-18,"4","CPVL"
"ITGA4.3",9.04906136814506e-23,0.379616136913386,0.723,0.461,2.16462596987398e-18,"4","ITGA4"
"HCK.1",2.45197165974584e-22,0.388312353664959,0.72,0.49,5.86536140727802e-18,"4","HCK"
"PILRA",2.70247858030767e-22,0.391360216307541,0.627,0.384,6.46459901195397e-18,"4","PILRA"
"MYO1G",4.5903045679807e-22,0.354175093500704,0.575,0.329,1.09804675570666e-17,"4","MYO1G"
"SELPLG.1",5.67203601908708e-22,0.373147836686865,0.566,0.324,1.35680773612582e-17,"4","SELPLG"
"CSK",7.36932012755695e-22,0.34941875200226,0.54,0.3,1.7628150677129e-17,"4","CSK"
"ZFAND5.1",1.19946795803852e-21,0.404073267947316,0.801,0.589,2.86924730242394e-17,"4","ZFAND5"
"VIM.2",1.21308316235466e-21,-0.536650097408973,0.884,0.913,2.90181623266857e-17,"4","VIM"
"TPT1.2",2.05741802977535e-21,-0.405962120156667,0.954,0.973,4.92154966902562e-17,"4","TPT1"
"WASF2.1",1.62836580776511e-20,0.382253861218351,0.711,0.509,3.89521384875492e-16,"4","WASF2"
"TXNIP.2",1.66474798318259e-20,0.454458351298034,0.983,0.936,3.98224365057106e-16,"4","TXNIP"
"RHOB",1.85646173276737e-20,0.328860088248274,0.512,0.276,4.44084211095282e-16,"4","RHOB"
"APLP2.4",2.37377336269029e-20,-0.537335040405245,0.775,0.846,5.67830326089145e-16,"4","APLP2"
"ACTR3.2",3.69586065704631e-20,0.375834227753251,0.772,0.567,8.84086827772048e-16,"4","ACTR3"
"RAPGEF1",4.29228649268576e-20,0.307439781173482,0.535,0.296,1.02675785191536e-15,"4","RAPGEF1"
"MEGF9.3",1.26962583464821e-19,-0.463932011745799,0.269,0.51,3.03707195906199e-15,"4","MEGF9"
"LRRFIP1.1",1.54853179606137e-19,0.403541089296472,0.882,0.745,3.70424290935841e-15,"4","LRRFIP1"
"STK10",2.3091577830175e-19,0.35820154399335,0.659,0.434,5.52373633275616e-15,"4","STK10"
"ATP1A1",5.62463504923882e-19,0.345033632905091,0.538,0.315,1.34546895012842e-14,"4","ATP1A1"
"ATG3",8.44947117212454e-19,0.308985778014644,0.552,0.316,2.02119799908391e-14,"4","ATG3"
"SYNGR2",8.2303090973974e-18,0.375076111581897,0.601,0.403,1.96877223918843e-13,"4","SYNGR2"
"KLF2",8.35166299386215e-18,0.309083326616114,0.514,0.297,1.99780130476176e-13,"4","KLF2"
"TALDO1.2",8.9163717298301e-18,-0.368668015215371,0.272,0.505,2.13288528149266e-13,"4","TALDO1"
"YBX1.1",1.5705532932679e-17,0.36279778180346,0.85,0.708,3.75692053282615e-13,"4","YBX1"
"ITGB1",2.57075824002131e-17,0.276287948431586,0.512,0.293,6.14951078595497e-13,"4","ITGB1"
"ACTR2.1",3.42313933035048e-17,0.380250041217475,0.876,0.755,8.18849159213138e-13,"4","ACTR2"
"MYD88",3.70570656160097e-17,0.314835996820812,0.549,0.339,8.86442066600567e-13,"4","MYD88"
"PFN1",4.13591078928215e-17,0.377359246068759,0.711,0.53,9.89351219904184e-13,"4","PFN1"
"FLNA.1",4.419794867963e-17,0.370964452744033,0.844,0.74,1.05725913036543e-12,"4","FLNA"
"MCL1",5.70448015389786e-17,-0.413957837046071,0.616,0.769,1.36456869761391e-12,"4","MCL1"
"MAP3K1",6.32217490025508e-17,0.334647448841688,0.604,0.392,1.51232745789002e-12,"4","MAP3K1"
"TMSB4X.1",1.02560627780591e-16,0.305996699772018,0.98,0.979,2.45335277713953e-12,"4","TMSB4X"
"WSB1",2.62883057419967e-16,0.357475586330012,0.555,0.363,6.28842561654304e-12,"4","WSB1"
"BIN2.1",2.75286112367152e-16,0.357037333690942,0.702,0.501,6.58511909393465e-12,"4","BIN2"
"MACF1.1",2.78300775896732e-16,0.430151539582212,0.659,0.451,6.65723286022572e-12,"4","MACF1"
"YWHAZ",6.94919828239041e-16,0.333066420379466,0.72,0.553,1.66231772113061e-11,"4","YWHAZ"
"MAPKAPK3",1.06348356752222e-15,0.310664892259678,0.517,0.323,2.54395904186989e-11,"4","MAPKAPK3"
"ARHGDIB",1.25552587285394e-15,0.327309121857477,0.87,0.749,3.0033434404539e-11,"4","ARHGDIB"
"RNA28S5.1",1.28431581750604e-15,-0.469185772163973,1,1,3.0722118670562e-11,"4","RNA28S5"
"RNA18S5.1",1.67390340929406e-15,-0.336619915136332,1,1,4.00414434537233e-11,"4","RNA18S5"
"CFD",2.31143777693868e-15,0.341184980162681,0.711,0.519,5.52919030621503e-11,"4","CFD"
"ARPC5",3.40096391204003e-15,0.316126796261587,0.838,0.693,8.13544577399097e-11,"4","ARPC5"
"CEBPD.2",5.32073778098603e-15,-0.372620201773801,0.306,0.508,1.27277368458967e-10,"4","CEBPD"
"CAPZB",5.37704243033211e-15,0.299860117226395,0.645,0.446,1.28624231975974e-10,"4","CAPZB"
"CFL1",9.77677437375254e-15,0.306244396489268,0.879,0.746,2.33870219794535e-10,"4","CFL1"
"MT-RNR1",1.12340674610542e-14,-0.314745162568688,0.997,0.999,2.68730127735878e-10,"4","MT-RNR1"
"SEPT9.1",1.1839321872772e-14,0.322795839986411,0.645,0.462,2.8320841851858e-10,"4","SEPT9"
"MT-RNR2",1.18999719504933e-14,-0.271879398746567,1,1,2.84659229027751e-10,"4","MT-RNR2"
"AHNAK",1.53278966131837e-14,-0.385730002284172,0.939,0.977,3.66658614883966e-10,"4","AHNAK"
