"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SSH2",1.82016034564544e-14,0.320119530149595,0.555,0.363,4.35400556281846e-10,"4","SSH2"
"PRKCB",2.02602562756298e-14,0.375903369534662,0.685,0.513,4.84645590369341e-10,"4","PRKCB"
"TSC22D3.1",3.98172294535016e-14,0.319704847168285,0.697,0.508,9.52467945757212e-10,"4","TSC22D3"
"AP1S2.2",4.55709977736263e-14,-0.370188536075664,0.35,0.531,1.09010383774292e-09,"4","AP1S2"
"TSPAN14",6.4823662626906e-14,0.279014302076126,0.535,0.339,1.55064683369822e-09,"4","TSPAN14"
"AGPAT3",9.47186203970584e-14,0.297125172599732,0.561,0.374,2.26576411851803e-09,"4","AGPAT3"
"RPLP0.1",1.56966090046033e-13,-0.417955545005068,0.633,0.742,3.75478583999115e-09,"4","RPLP0"
"CUX1",2.16950061859874e-13,0.301987439350743,0.532,0.354,5.18966242975005e-09,"4","CUX1"
"NAMPT",2.37216816504537e-13,0.288645329730469,0.503,0.32,5.67446346760502e-09,"4","NAMPT"
"NFKBIA.1",2.61382781674611e-13,-0.459527147015619,0.549,0.698,6.25253752043836e-09,"4","NFKBIA"
"RALB",3.4479472773146e-13,0.26110824621001,0.503,0.315,8.24783468206427e-09,"4","RALB"
"LMO2",4.6924628816846e-13,0.267070847136844,0.52,0.333,1.12248404592777e-08,"4","LMO2"
"MALAT1.1",4.97703506529157e-13,-0.386522948013252,1,0.999,1.1905565579684e-08,"4","MALAT1"
"TUBA1A.1",9.85268492203427e-13,0.274167303010509,0.679,0.503,2.35686076019982e-08,"4","TUBA1A"
"WDR1",1.15767262387205e-12,0.264614519880271,0.555,0.368,2.76926868356433e-08,"4","WDR1"
"ASAH1.1",1.4087345102945e-12,0.292075805757282,0.728,0.56,3.36983382207546e-08,"4","ASAH1"
"RXRA",2.41096010736652e-12,0.282687874434069,0.604,0.443,5.76725767283146e-08,"4","RXRA"
"PLEK",2.62997579754338e-12,0.30983341920084,0.777,0.631,6.29116510530353e-08,"4","PLEK"
"PLXNC1",3.71560117177158e-12,0.281874371753033,0.575,0.398,8.8880895629948e-08,"4","PLXNC1"
"GNB2L1",5.74262774056524e-12,-0.300927398021007,0.867,0.909,1.37369398182061e-07,"4","GNB2L1"
"GSTP1.2",6.1680603294353e-12,-0.339805524950945,0.506,0.666,1.47546171140422e-07,"4","GSTP1"
"MT-CO2",8.70874094365907e-12,0.260121182091643,0.994,0.981,2.08321792113269e-07,"4","MT-CO2"
"HCLS1",9.50155180725471e-12,0.31213395453117,0.78,0.628,2.2728662078134e-07,"4","HCLS1"
"DOCK2",1.3676369323627e-11,0.277379062704289,0.676,0.522,3.2715243059048e-07,"4","DOCK2"
"SOD2.1",1.84408835290639e-11,0.293462346028245,0.711,0.553,4.41124374898738e-07,"4","SOD2"
"ELF1",2.3470051683111e-11,0.253075097126314,0.514,0.345,5.61427106311699e-07,"4","ELF1"
"ARL6IP5",2.84360525977185e-11,0.272953487227824,0.618,0.455,6.80218814190024e-07,"4","ARL6IP5"
"MAPK1",2.85666683149273e-11,0.276609497020908,0.509,0.345,6.83343272761376e-07,"4","MAPK1"
"TNFAIP2.2",4.45083654308080e-11,-0.347202647892424,0.529,0.659,1.06468460947036e-06,"4","TNFAIP2"
"ARHGAP4",4.57514309193621e-11,0.284502942899371,0.509,0.354,1.09441997902206e-06,"4","ARHGAP4"
"EZR",5.58584424055039e-11,0.273189951001983,0.529,0.356,1.33618980078206e-06,"4","EZR"
"PLXNB2",6.87341120092453e-11,0.280186802887347,0.535,0.385,1.64418869337316e-06,"4","PLXNB2"
"SMAP2",8.17242913679614e-11,0.276795282887765,0.772,0.617,1.954926773813e-06,"4","SMAP2"
"RGS19",1.12526788012333e-10,0.253921006273382,0.526,0.366,2.69175329604302e-06,"4","RGS19"
"PKM.2",1.30364244465712e-10,-0.340458576514987,0.558,0.657,3.1184430918643e-06,"4","PKM"
"MT-CYB.2",1.41123653789424e-10,0.255550838999288,0.951,0.927,3.37581892229681e-06,"4","MT-CYB"
"HLA-A.3",1.64939163151671e-10,-0.276227825109598,0.934,0.949,3.94550972175113e-06,"4","HLA-A"
"RPL7",1.8479974095346e-10,-0.293545080677936,0.639,0.734,4.42059460334772e-06,"4","RPL7"
"JAK1.2",3.25292726106228e-10,0.256032631800952,0.647,0.488,7.78132730118708e-06,"4","JAK1"
"GNS",4.21460953008419e-10,0.260587662735489,0.618,0.465,1.00817674569144e-05,"4","GNS"
"HLA-DRA.4",6.67231012848447e-10,-0.588961113527656,0.809,0.861,1.59608330583477e-05,"4","HLA-DRA"
"BCAS4.1",7.93327954172229e-10,0.290999923644641,0.673,0.539,1.89771979917539e-05,"4","BCAS4"
"RNASET2",1.0704610054558e-09,0.282368160386104,0.618,0.488,2.56064977115083e-05,"4","RNASET2"
"HSP90AA1",1.42075644809887e-09,0.31760747723657,0.746,0.665,3.39859149949731e-05,"4","HSP90AA1"
"CCNL1",1.90500305419132e-09,-0.292048603679136,0.405,0.551,4.55695780593105e-05,"4","CCNL1"
"PPP1R15A.1",2.67904120829861e-09,-0.292718132849583,0.442,0.609,6.4085344743711e-05,"4","PPP1R15A"
"IL17RA.1",3.97987957538922e-09,-0.275063851916234,0.376,0.522,9.52026993228855e-05,"4","IL17RA"
"OGFRL1.2",4.87512231668078e-09,-0.291217245575251,0.384,0.527,0.000116617800937321,"4","OGFRL1"
"RPS13.2",7.61692197529499e-09,-0.273242392859425,0.746,0.801,0.000182204390571031,"4","RPS13"
"CD74.2",2.56936132656719e-08,-0.500390728863577,0.951,0.94,0.000614616922928136,"4","CD74"
"FCGRT.2",4.82468620842433e-08,-0.253341346924832,0.448,0.57,0.00115411318791718,"4","FCGRT"
"HLA-DRB1.3",6.04088532734787e-08,-0.513825276731829,0.844,0.864,0.00144504017915488,"4","HLA-DRB1"
"TGFBI.2",1.22503156333293e-07,-0.270630374155178,0.474,0.592,0.00293039800264871,"4","TGFBI"
"ZFP36L2.1",1.26530459634439e-07,-0.270207203646615,0.465,0.588,0.00302673512491541,"4","ZFP36L2"
"RGS2.3",1.90458201078721e-07,-0.327942150660972,0.647,0.717,0.00455595062800409,"4","RGS2"
"NCF2.3",4.74498129814446e-07,-0.257705104849221,0.74,0.783,0.0113504697632914,"4","NCF2"
"HLA-DRB5.2",2.79514382930371e-05,-0.359404219194715,0.431,0.513,0.66862635540774,"4","HLA-DRB5"
"S100A8.5",1.26136952479871e-138,1.77818845312874,1,0.622,3.017322040271e-134,"5","S100A8"
"S100A9.5",1.18657511080424e-134,1.78361355841922,1,0.738,2.83840632255482e-130,"5","S100A9"
"S100A12.2",1.15422831926771e-82,0.986981319723616,0.724,0.247,2.76102956252028e-78,"5","S100A12"
"VCAN.5",1.35529076119853e-74,1.11499355456596,0.997,0.653,3.241991029863e-70,"5","VCAN"
"MNDA.5",4.670177403469e-45,0.680362308886712,0.93,0.661,1.11715313668382e-40,"5","MNDA"
"HLA-DPA1.3",3.35507539093152e-41,-1.07134490362743,0.425,0.75,8.02567584264728e-37,"5","HLA-DPA1"
"PLBD1.2",1.94336025889989e-37,0.64518214892225,0.684,0.36,4.64871207531443e-33,"5","PLBD1"
"CD14.4",6.24861992550545e-37,0.625045151009868,0.85,0.485,1.49473237238016e-32,"5","CD14"
"RGS2.4",7.19718723054501e-33,0.610516706986818,0.884,0.691,1.72163915741867e-28,"5","RGS2"
"ITGAM.1",1.07030158793403e-32,0.515113735978017,0.611,0.3,2.560268428497e-28,"5","ITGAM"
"CTSD.2",6.41808657356233e-28,0.492086757090994,0.694,0.406,1.53527048926185e-23,"5","CTSD"
"FCN1.5",2.19490832349496e-27,0.493910850687608,0.983,0.812,5.25044020063229e-23,"5","FCN1"
"APLP2.5",1.26981285939898e-25,0.509520679016306,0.95,0.826,3.0375193409683e-21,"5","APLP2"
"FOS.4",2.24923410831958e-25,0.478932959038245,0.993,0.847,5.38039291051127e-21,"5","FOS"
"TSPO.3",5.15298950154275e-25,0.462277160638592,0.841,0.613,1.23264661866404e-20,"5","TSPO"
"PGD.1",9.86435017391382e-25,0.442354298309936,0.621,0.342,2.35965120510192e-20,"5","PGD"
"MS4A6A.3",2.31296035997082e-24,0.438960236920399,0.764,0.439,5.53283247708621e-20,"5","MS4A6A"
"CSF3R.2",1.94451195841116e-22,0.456083965035124,0.618,0.364,4.65146705571532e-18,"5","CSF3R"
"MEGF9.4",3.74921610985413e-22,0.452699227996929,0.708,0.46,8.96849985638207e-18,"5","MEGF9"
"SELL.2",7.17893535569621e-22,0.469600225601821,0.641,0.375,1.71727312643609e-17,"5","SELL"
"TALDO1.3",7.82701164144181e-22,0.388570013036222,0.711,0.455,1.87229945474929e-17,"5","TALDO1"
"NAP1L1.5",7.84306849955566e-22,-0.745395078082744,0.442,0.641,1.87614041577871e-17,"5","NAP1L1"
"JUN.4",9.71351802678342e-22,0.528634990748079,0.714,0.44,2.32357064718686e-17,"5","JUN"
"LYZ.4",3.29934294915877e-21,0.366719259963754,0.997,0.813,7.89235826868269e-17,"5","LYZ"
"HLA-DPB1.3",8.42746045335374e-21,-0.855716642515033,0.455,0.7,2.01593281504675e-16,"5","HLA-DPB1"
"SERPINB1.1",1.63721708265647e-20,0.381037636950574,0.671,0.411,3.91638698342253e-16,"5","SERPINB1"
"VIM.3",3.19301640794524e-20,0.41657996963376,0.977,0.903,7.63801454944581e-16,"5","VIM"
"FOSB.3",4.83017933841824e-20,0.480956917039396,0.704,0.462,1.15542719954303e-15,"5","FOSB"
"RPS19.5",1.76886713788257e-19,-0.580828688030521,0.694,0.789,4.23130708052889e-15,"5","RPS19"
"METTL9.1",4.70264267676608e-19,0.322447263804127,0.551,0.303,1.12491915470921e-14,"5","METTL9"
"NCF2.4",2.15515925106171e-18,0.376185552027803,0.907,0.765,5.15535644446471e-14,"5","NCF2"
"CSF1R.5",4.09927432494774e-18,-0.618869823414669,0.392,0.592,9.8058741127075e-14,"5","CSF1R"
"GRN.4",1.30132334538033e-17,0.37798364686808,0.87,0.687,3.11289557448428e-13,"5","GRN"
"CD36.2",1.17263537036893e-16,0.328285071113253,0.621,0.37,2.80506106945952e-12,"5","CD36"
"SRGN.3",1.47438355233805e-16,0.352774389331014,0.944,0.798,3.52687289554785e-12,"5","SRGN"
"USP15",2.77325917727066e-16,0.366757176444252,0.658,0.44,6.63391327794914e-12,"5","USP15"
"FPR1.1",3.16249151241529e-16,0.366900681416173,0.558,0.35,7.56499594684861e-12,"5","FPR1"
"ITGA4.4",7.74283133608002e-16,-0.421710928409682,0.279,0.511,1.8521626839037e-11,"5","ITGA4"
"TXNIP.3",1.38919538653392e-15,-0.436700621940174,0.904,0.945,3.32309428412779e-11,"5","TXNIP"
"ALDH2.2",6.18136207582704e-15,0.338102237188835,0.621,0.404,1.47864362215859e-10,"5","ALDH2"
"NCF1.2",6.82934669845585e-15,0.321803889937929,0.525,0.305,1.63364802373762e-10,"5","NCF1"
"S100A6.2",8.56413463702191e-15,0.335604508207985,0.88,0.756,2.04862664652201e-10,"5","S100A6"
"PKM.3",9.82323171522726e-15,0.34769550997774,0.801,0.63,2.34981525859951e-10,"5","PKM"
"TPT1.3",1.39668863179975e-14,0.315590437808558,1,0.968,3.34101887612818e-10,"5","TPT1"
"GPX1.4",1.41763916731982e-14,0.320985510982534,0.757,0.539,3.39113465214574e-10,"5","GPX1"
"CD74.3",2.14470282631469e-14,-0.613833572007052,0.894,0.946,5.13034363082737e-10,"5","CD74"
"ITGAL.4",2.50762594398827e-14,-0.43473010936486,0.306,0.512,5.99849202061433e-10,"5","ITGAL"
"IGF2R",2.57863979919689e-14,0.340361501379338,0.502,0.298,6.16836426365888e-10,"5","IGF2R"
"TKT.3",2.62499582514798e-14,0.309649208502398,0.944,0.829,6.27925251333648e-10,"5","TKT"
"RPLP1.3",3.20337125853056e-14,0.367934965784026,0.924,0.792,7.66278438753095e-10,"5","RPLP1"
"PPP1R15A.2",4.85877473696004e-13,0.406727624911884,0.734,0.576,1.16226750482821e-08,"5","PPP1R15A"
"ANXA1.3",1.49354356575365e-12,0.360606933093921,0.844,0.682,3.57270556363931e-08,"5","ANXA1"
"AMICA1.3",1.49607339166425e-12,0.298990227183372,0.807,0.611,3.57875716020005e-08,"5","AMICA1"
"RTN3.1",1.80533965981356e-12,0.287819803952946,0.568,0.378,4.31855300024002e-08,"5","RTN3"
"PTAFR.2",2.08514747743807e-12,0.308104545254481,0.558,0.361,4.98788128077961e-08,"5","PTAFR"
"IL17RA.2",3.3513895872534e-12,0.325348502743673,0.658,0.49,8.01685903166887e-08,"5","IL17RA"
"HLA-DRB1.4",5.60071133941513e-12,-0.616181614990289,0.814,0.867,1.33974615950149e-07,"5","HLA-DRB1"
"CDC42EP3",7.56178204466312e-12,0.259889107150042,0.508,0.318,1.80885388290387e-07,"5","CDC42EP3"
"PTPRC.5",8.17755399942505e-12,-0.378764956113168,0.894,0.929,1.95615269220247e-07,"5","PTPRC"
"IER2.1",5.30002904947643e-11,0.331171058702147,0.635,0.467,1.26781994892526e-06,"5","IER2"
"CD93.1",5.81136126650623e-11,0.302116313249923,0.588,0.411,1.39013572856096e-06,"5","CD93"
"GMFG",1.18530058661639e-10,0.297838315976766,0.645,0.49,2.83535753324506e-06,"5","GMFG"
"LRRK2",1.3550562738525e-10,0.337579250967539,0.611,0.45,3.24143011268256e-06,"5","LRRK2"
"WARS.4",2.23499444076023e-10,-0.40731286735772,0.365,0.529,5.34633020174254e-06,"5","WARS"
"CCNL1.1",2.57921502417114e-10,0.296362024690424,0.671,0.521,6.16974025931978e-06,"5","CCNL1"
"TNFRSF1B.5",3.8853234164594e-10,-0.398182270475757,0.807,0.85,9.29408214451254e-06,"5","TNFRSF1B"
"HLA-DRA.5",4.96338402141782e-10,-0.633872643091043,0.797,0.861,1.18729109176336e-05,"5","HLA-DRA"
"LYN.5",7.47455769217889e-10,-0.461855992118642,0.641,0.713,1.78798894554611e-05,"5","LYN"
"JMJD1C",1.07730018344116e-09,0.283013746607751,0.555,0.392,2.57700976880961e-05,"5","JMJD1C"
"EEF1A1",1.54023330350309e-09,-0.251920856163835,0.98,0.985,3.68439208530975e-05,"5","EEF1A1"
"MCL1.1",4.3430914462874e-09,0.272055567242558,0.827,0.744,0.000103891090486641,"5","MCL1"
"UTRN.3",1.4192775548274e-08,-0.344568298524823,0.389,0.521,0.000339505383890263,"5","UTRN"
"TYROBP.3",1.723635243546e-08,0.270195589004108,0.953,0.905,0.000412310786608639,"5","TYROBP"
"RCSD1",2.37300502189566e-08,0.268461728312161,0.661,0.541,0.000567646531287661,"5","RCSD1"
"CAST",1.00419653596126e-07,0.255608231187592,0.661,0.532,0.00240213853367293,"5","CAST"
"DDX5.1",2.62566433230682e-07,-0.258201041388463,0.784,0.846,0.00628085164931114,"5","DDX5"
"RPS5.1",3.89909519397564e-07,-0.275427094781607,0.502,0.646,0.00932702561350914,"5","RPS5"
"COTL1.4",8.7634031873181e-07,-0.267975933861658,0.874,0.898,0.0209629367643836,"5","COTL1"
"VASP.3",7.79469200601134e-06,-0.254545964207573,0.449,0.554,0.186456827475797,"5","VASP"
"HLA-DRB5.3",1.34699262719268e-05,-0.32512853719428,0.392,0.515,0.322214106350761,"5","HLA-DRB5"
"SERPINA1.3",3.19470703101247e-05,-0.252804476254648,0.648,0.692,0.764205868888493,"5","SERPINA1"
"LST1.4",5.48176372326238e-05,-0.279583364969916,0.681,0.726,1,"5","LST1"
"VCAN.6",2.91405434482421e-63,1.00668775853133,1,0.657,6.97070939825399e-59,"6","VCAN"
"LYZ.5",1.87059023782647e-19,0.364272860656658,0.996,0.815,4.4746389079047e-15,"6","LYZ"
"FOS.5",2.91233295320419e-19,0.439645994400346,0.981,0.85,6.96659165735974e-15,"6","FOS"
"FOSB.4",1.20427059744087e-16,0.432196331071073,0.713,0.465,2.88073569613832e-12,"6","FOSB"
"RPS19.6",4.17770248038886e-14,-0.505336226549003,0.648,0.792,9.99348210333819e-10,"6","RPS19"
"CD14.5",6.52211182781944e-14,0.335693917279917,0.762,0.498,1.56015437033269e-09,"6","CD14"
"JUN.5",2.68270750200362e-13,0.393821508750684,0.678,0.447,6.41730461554285e-09,"6","JUN"
"NAP1L1.6",3.16181602891942e-12,-0.589848809340997,0.494,0.633,7.56338012277815e-08,"6","NAP1L1"
"AHNAK.1",1.32719041678181e-11,0.354421172530651,1,0.971,3.17477219598377e-07,"6","AHNAK"
"ANXA1.4",1.89860946286298e-11,0.374402120543145,0.843,0.685,4.54166369611454e-07,"6","ANXA1"
"MYL6.2",4.66032732617219e-11,-0.365883505092096,0.72,0.857,1.11479689969365e-06,"6","MYL6"
"CRTAP.1",6.6062667817517e-11,0.283375881184392,0.521,0.33,1.58028507686282e-06,"6","CRTAP"
"AIF1.4",2.27116700475412e-10,-0.380746013180693,0.797,0.845,5.43285859207233e-06,"6","AIF1"
"VIM.4",4.46914676399256e-10,0.344439753562333,0.946,0.907,1.06906459741466e-05,"6","VIM"
"LST1.5",7.89910279255663e-10,-0.422512815597182,0.632,0.73,1.88954437900747e-05,"6","LST1"
"LYN.6",1.60557027026848e-09,-0.466092818124335,0.602,0.715,3.84068464350924e-05,"6","LYN"
"HLA-E.3",2.7922659474501e-09,-0.321132976648682,0.966,0.98,6.67937937289538e-05,"6","HLA-E"
"FCN1.6",1.2615130524749e-08,0.253251041788432,0.977,0.815,0.00030176653728252,"6","FCN1"
"CSF1R.6",2.41895810137953e-08,-0.441639855662835,0.452,0.584,0.000578638967430998,"6","CSF1R"
"COTL1.5",4.81738969670591e-08,-0.3111298542943,0.831,0.902,0.00115236778934902,"6","COTL1"
"CD36.3",2.10201020792252e-07,0.26501027594967,0.533,0.382,0.00502821861837147,"6","CD36"
"PTPRC.6",3.19166889698927e-07,-0.300712451983956,0.893,0.928,0.00763479116848803,"6","PTPRC"
"PTPN6.3",4.30087188687436e-07,-0.312554569024864,0.406,0.534,0.0102881156405922,"6","PTPN6"
"TNFRSF1B.6",9.24705187386979e-07,-0.338959787436061,0.812,0.849,0.0221198727874839,"6","TNFRSF1B"
"FCER1G.2",2.48095844271915e-06,-0.250095350126296,0.467,0.605,0.0593470069082847,"6","FCER1G"
"NFKBIA.2",3.98325170006637e-06,0.26420250842488,0.782,0.672,0.0952833639172877,"6","NFKBIA"
"SAT1.3",4.55517642270782e-06,-0.301575849655076,0.789,0.833,0.108964375207594,"6","SAT1"
"WARS.5",4.56801974479663e-06,-0.318204562485218,0.402,0.523,0.10927160031528,"6","WARS"
"CAP1.4",5.49814717100683e-06,-0.278016959897226,0.724,0.786,0.131521178477654,"6","CAP1"
"ITGAL.5",9.36898089812454e-06,-0.27754105309711,0.391,0.501,0.224115392064037,"6","ITGAL"
"LRRFIP1.2",1.82106220812782e-05,-0.250173221011003,0.686,0.766,0.435616290806256,"6","LRRFIP1"
"PTP4A2.5",2.91682100246158e-05,-0.267221507942937,0.693,0.773,0.697732751998834,"6","PTP4A2"
"S100A8.6",0.000683244329472624,-0.303827661871877,0.939,0.633,1,"6","S100A8"
"HLA-DPA1.4",0.00437727592530176,-0.272213938888738,0.67,0.724,1,"6","HLA-DPA1"
"PSAP.2",8.97501855244797e-44,0.46701972373328,1,0.998,2.14691418793108e-39,"7","PSAP"
"HLA-DRB1.5",3.30488662017384e-26,0.601267202389045,0.956,0.854,7.90561928411783e-22,"7","HLA-DRB1"
"HLA-DRA.6",1.29984796238852e-25,0.610185584491929,0.96,0.846,3.10936631082959e-21,"7","HLA-DRA"
"CD74.4",3.21094129086579e-25,0.54454632575763,0.988,0.937,7.68089266188006e-21,"7","CD74"
"HLA-DPB1.4",9.3679153197897e-23,0.526388213616136,0.856,0.662,2.24089902364689e-18,"7","HLA-DPB1"
"HLA-DPA1.5",4.53116643732933e-21,0.527732965965377,0.864,0.707,1.08390032347355e-16,"7","HLA-DPA1"
"CPVL.3",1.65601127101288e-17,0.475341344077794,0.724,0.512,3.96134456138991e-13,"7","CPVL"
"S100A8.7",4.57944809809637e-12,-1.24510809098556,0.668,0.657,1.09544977954563e-07,"7","S100A8"
"MARCKS",5.2545592649653e-12,0.325385628725982,0.564,0.357,1.25694312177235e-07,"7","MARCKS"
"VCAN.7",1.10823533098614e-11,-1.00506604909233,0.716,0.683,2.65100973525195e-07,"7","VCAN"
"HLA-DMA",4.97234249339439e-11,0.298167036088369,0.532,0.338,1.18943404784487e-06,"7","HLA-DMA"
"S100A9.6",9.29244219864091e-11,-1.26435856988516,0.836,0.757,2.22284509833689e-06,"7","S100A9"
"CECR1.1",2.8488764449537e-09,0.279948339705116,0.672,0.502,6.81479734397375e-05,"7","CECR1"
"HLA-DMB",3.84876575163845e-09,0.313603890837719,0.528,0.361,9.20663255449433e-05,"7","HLA-DMB"
"HLA-DRB5.4",4.79924527486903e-09,0.491379813656746,0.644,0.492,0.000114802746220142,"7","HLA-DRB5"
"DUSP6.1",9.45500074915887e-09,0.376005172864549,0.752,0.617,0.000226173072920629,"7","DUSP6"
"CST3.2",3.9258453925599e-08,0.290965622201526,0.86,0.818,0.000939101476354254,"7","CST3"
"CD300E.1",1.58030217227195e-06,0.268956204671398,0.612,0.476,0.0378024082629173,"7","CD300E"
"ZFP36L1",2.93182759043511e-06,0.280890872786209,0.556,0.434,0.0701322477907982,"7","ZFP36L1"
"PLEKHO1",1.57938660980444e-05,0.260987039006366,0.604,0.535,0.37780507093132,"7","PLEKHO1"
"ANXA1.5",2.84270739902448e-05,-0.288841576758705,0.616,0.705,0.680004036920645,"7","ANXA1"
"SAT1.4",3.03036889980035e-05,0.253519551611147,0.888,0.824,0.724894544521242,"7","SAT1"
"MALAT1.2",3.10743739634015e-05,-0.270520155681558,1,0.999,0.743330099578527,"7","MALAT1"
"NFKBIA.3",0.000327089267986463,0.250425242664964,0.752,0.675,1,"7","NFKBIA"
"CDKN1C.2",1.45796315834292e-32,1.04013016973257,0.925,0.23,3.4875936710721e-28,"8","CDKN1C"
"PSAP.3",2.54046539508405e-32,0.955568156008939,1,0.998,6.07704727158055e-28,"8","PSAP"
"FCGR3A.2",9.27057693684591e-30,1.7888814666794,0.981,0.374,2.21761470906291e-25,"8","FCGR3A"
"FCGR3B.2",1.2599370488969e-24,1.07148884136291,0.887,0.273,3.01389541466627e-20,"8","FCGR3B"
"CSF1R.7",4.32456461182458e-23,1.207090469188,1,0.566,1.03447910079456e-18,"8","CSF1R"
"COTL1.6",3.66618027302227e-20,0.853892392841061,1,0.894,8.76986983109657e-16,"8","COTL1"
"RHOC.2",6.41256951008677e-20,0.713356921908068,0.736,0.212,1.53395075250786e-15,"8","RHOC"
"HMOX1",2.13778759197603e-19,0.712060771012591,0.698,0.207,5.11380169876585e-15,"8","HMOX1"
"RP11-290F20.3.2",5.17062411469765e-19,0.796595521514138,0.792,0.272,1.23686499447682e-14,"8","RP11-290F20.3"
"TNFRSF1B.7",7.29521560072754e-19,1.0449106639584,1,0.843,1.74508852385004e-14,"8","TNFRSF1B"
"LYN.7",2.42287101383791e-18,0.929945137140841,1,0.701,5.79574975220166e-14,"8","LYN"
"MS4A7.3",1.17656448990865e-17,0.997820170952613,0.925,0.466,2.81445991631049e-13,"8","MS4A7"
"WARS.6",3.42407429968281e-17,0.952539043310451,0.925,0.506,8.19072813227126e-13,"8","WARS"
"VCAN.8",5.70989428671689e-17,-2.468810367702,0.075,0.696,1.36586381232555e-12,"8","VCAN"
"RPS19.7",1.6040626581173e-16,0.866734282429771,1,0.776,3.83707828448239e-12,"8","RPS19"
"CFD.1",4.2875172604447e-16,0.814322540325075,0.962,0.532,1.02561700387098e-11,"8","CFD"
"SIGLEC10.2",4.46605377824584e-16,0.859006233038471,0.811,0.326,1.06832472429419e-11,"8","SIGLEC10"
"NAP1L1.7",2.66015965745429e-15,0.863650744955924,0.981,0.616,6.36336791659642e-11,"8","NAP1L1"
"LST1.6",1.47659637265018e-14,0.861560355647817,0.981,0.718,3.53216618301649e-10,"8","LST1"
"PIK3AP1.4",1.79107490686108e-14,0.803971724599389,0.887,0.478,4.28443028470239e-10,"8","PIK3AP1"
"IFITM2.2",2.26945523979907e-14,0.787207153168617,0.792,0.362,5.42876387912336e-10,"8","IFITM2"
"SIDT2",2.8631253144132e-14,0.529305556416539,0.528,0.154,6.84888206460781e-10,"8","SIDT2"
"IFITM3.2",2.87703194971824e-14,0.802518472424713,0.755,0.315,6.88214812692101e-10,"8","IFITM3"
"MTSS1.2",7.42739149830934e-14,0.597645383328848,0.717,0.254,1.77670632031058e-09,"8","MTSS1"
"S100A8.8",1.34503115221981e-13,-2.23356617916122,0.17,0.666,3.21744901922502e-09,"8","S100A8"
"FTL.2",2.20306822323154e-13,0.724423754113833,1,0.975,5.26995949679217e-09,"8","FTL"
"SVIL",5.32779782185773e-13,0.387556762856737,0.528,0.153,1.27446251696659e-08,"8","SVIL"
"HLA-E.4",9.2537943797363e-13,0.640435086073191,1,0.979,2.21360015357672e-08,"8","HLA-E"
"MAPKAPK3.1",1.18733051910822e-12,0.518928523529656,0.792,0.337,2.84021333475877e-08,"8","MAPKAPK3"
"SERPINA1.4",1.67863614464479e-12,0.623909126038025,0.981,0.683,4.01546552160481e-08,"8","SERPINA1"
"AIF1.5",2.32751296250395e-12,0.750678383886656,0.981,0.839,5.56764375760571e-08,"8","AIF1"
"SPN.2",2.7646146139673e-12,0.775437930770632,0.811,0.424,6.61323461807118e-08,"8","SPN"
"LYZ.6",3.14495533064629e-12,-1.86248509964175,0.698,0.832,7.523047646439e-08,"8","LYZ"
"S100A9.7",5.96766424667739e-12,-2.33629646849132,0.509,0.767,1.4275249644477e-07,"8","S100A9"
"LILRB1.2",8.20794288025957e-12,0.69224246986303,0.774,0.38,1.96342201638689e-07,"8","LILRB1"
"FOS.6",8.47532204251953e-12,-1.1691762531205,0.585,0.865,2.0273817857911e-07,"8","FOS"
"SAT1.5",9.15871152377647e-12,0.707475812661196,0.962,0.827,2.19085538360257e-07,"8","SAT1"
"TCF7L2.2",1.21789193534004e-11,0.575107434980884,0.604,0.221,2.9133192985269e-07,"8","TCF7L2"
"SCRN1",4.21547109478249e-11,0.542470717397,0.566,0.203,1.00838284058292e-06,"8","SCRN1"
"FCER1G.3",7.39800136251488e-11,0.648561473673321,0.887,0.589,1.76967590592718e-06,"8","FCER1G"
"SOD1",2.12030067624814e-10,0.504194864098365,0.623,0.251,5.07197124765317e-06,"8","SOD1"
"NFKBIZ.2",2.15879080804882e-10,0.646640256717946,0.811,0.432,5.16404349193358e-06,"8","NFKBIZ"
"TBC1D1",2.2260517180022e-10,0.474528974943739,0.66,0.272,5.32493831463306e-06,"8","TBC1D1"
"RASSF5.2",2.65510045408342e-10,0.578903623572746,0.868,0.456,6.35126579621295e-06,"8","RASSF5"
"CYFIP2.1",3.94836029578865e-10,0.589300637646635,0.547,0.214,9.44487266355603e-06,"8","CYFIP2"
"IER5.2",4.22048050714628e-10,0.505590723992504,0.792,0.377,1.00958114211446e-05,"8","IER5"
"TIMP1",4.29610011962253e-10,0.595404247442803,0.623,0.262,1.0276701096149e-05,"8","TIMP1"
"VASP.4",4.90209170017184e-10,0.61980876017281,0.83,0.539,1.17262935559811e-05,"8","VASP"
"PPM1F",5.0002957509668e-10,0.481949133131692,0.679,0.294,1.19612074658877e-05,"8","PPM1F"
"EMR2.1",5.12874673835916e-10,0.496940222363998,0.623,0.255,1.2268475072829e-05,"8","EMR2"
"MTPN.2",1.75127639015903e-09,0.51837499422438,0.717,0.348,4.18922825289941e-05,"8","MTPN"
"FTH1",2.22191849618237e-09,0.45874781071369,0.623,0.27,5.31505123471786e-05,"8","FTH1"
"KDM1B",2.8968366407818e-09,0.435593853458722,0.642,0.275,6.92952292841413e-05,"8","KDM1B"
