"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FOS",8.31549681524114e-12,0.331191224226184,0.978,0.848,1.98914999317383e-07,"0","FOS"
"ARPC2",1.10632301752842e-11,-0.334211420111441,0.693,0.824,2.64643529022974e-07,"0","ARPC2"
"FTL",1.29226526550808e-11,-0.315522761476984,0.975,0.975,3.09122774162187e-07,"0","FTL"
"ACTR2",7.22920440256297e-11,-0.323849298944834,0.658,0.78,1.72929798513709e-06,"0","ACTR2"
"ARPC1B",7.68073232348226e-10,-0.265001726455387,0.69,0.801,1.83730797910019e-05,"0","ARPC1B"
"TPM3",8.28506536311246e-10,-0.301134030987438,0.68,0.803,1.98187048551013e-05,"0","TPM3"
"HNRNPA2B1",1.47273454429969e-09,-0.269449124985049,0.677,0.813,3.52292830341929e-05,"0","HNRNPA2B1"
"TNFRSF1B",1.51811173020053e-09,-0.354587853356244,0.793,0.852,3.63147506981269e-05,"0","TNFRSF1B"
"HLA-E",1.53893664700674e-09,-0.287023910803543,0.978,0.979,3.68129035330483e-05,"0","HLA-E"
"S100A4",1.76603360113594e-09,-0.28093505873337,0.639,0.758,4.22452897727728e-05,"0","S100A4"
"TUBA1A",2.18734531619263e-09,-0.31684702910693,0.392,0.536,5.23234873086439e-05,"0","TUBA1A"
"PGK1",3.07252384645659e-09,-0.262450703195682,0.455,0.619,7.34978429310881e-05,"0","PGK1"
"RPS16",4.11891122465867e-09,-0.267697156902893,0.618,0.768,9.85284754050601e-05,"0","RPS16"
"TYROBP",5.60035194936823e-09,-0.281527052706952,0.853,0.916,0.000133966018980837,"0","TYROBP"
"CAP1",8.66188452370927e-09,-0.292657838408481,0.687,0.791,0.000207200939691649,"0","CAP1"
"WARS",8.9606982925159e-09,-0.335797656737672,0.379,0.528,0.000214348863855273,"0","WARS"
"LILRB2",1.44844107163137e-08,-0.321525557687741,0.486,0.609,0.00034648158874494,"0","LILRB2"
"YBX1",1.63642533557089e-08,-0.271932198124172,0.605,0.737,0.000391449304521912,"0","YBX1"
"MALAT1",2.11628219186135e-08,0.270628703545348,1,0.999,0.000506235863115154,"0","MALAT1"
"BCAS4",3.40404719627237e-08,-0.27532925105058,0.442,0.567,0.000814282129820315,"0","BCAS4"
"SAT1",4.67834559980175e-08,-0.343270471942553,0.784,0.835,0.00111910705092858,"0","SAT1"
"ACTR3",5.20025404237776e-08,-0.251041079082896,0.445,0.605,0.00124395276947718,"0","ACTR3"
"SERPINA1",1.43378959338635e-07,-0.28086532289418,0.583,0.7,0.00342976808633948,"0","SERPINA1"
"FOSB",1.91652629234615e-07,0.268272209627406,0.605,0.472,0.00458452254392124,"0","FOSB"
"NFKBIA",2.90849730308484e-07,0.265042695688836,0.768,0.672,0.00695741639870924,"0","NFKBIA"
"VASP",5.07716529926773e-07,-0.256916446418208,0.423,0.557,0.0121450871123783,"0","VASP"
"JUN",1.59246935044089e-06,0.280013947872589,0.583,0.453,0.0380934593318964,"0","JUN"
"HLA-DPA1",0.0054951978340133,-0.319842183085557,0.69,0.723,1,"0","HLA-DPA1"
"PSAP.1",4.48403400371776e-117,-1.18472395398113,0.986,1,1.07262577402933e-112,"1","PSAP"
"CTSS",2.1758485940785e-76,-0.988462242036423,0.908,0.995,5.20484742189517e-72,"1","CTSS"
"FTL.1",2.90774105470901e-62,-0.903902553765516,0.86,0.987,6.95560737696942e-58,"1","FTL"
"TYROBP.1",9.40432953344599e-46,-0.747817549080908,0.754,0.925,2.24960966769562e-41,"1","TYROBP"
"TKT",8.27773403416391e-43,-0.730453697925591,0.549,0.869,1.98011675831235e-38,"1","TKT"
"AIF1.1",6.85996037605687e-42,-0.761939577587209,0.601,0.866,1.64097112155656e-37,"1","AIF1"
"CYBB",7.84356994124425e-41,-0.775587500936779,0.659,0.903,1.87626036564504e-36,"1","CYBB"
"HLA-B",1.17831572349146e-39,-0.489607182847907,1,1,2.81864904216393e-35,"1","HLA-B"
"S100A9",3.02347378042454e-39,-1.82853617763932,0.57,0.783,7.23245163015355e-35,"1","S100A9"
"VCAN",6.53270053080879e-38,-1.58959153946402,0.502,0.704,1.56268729397477e-33,"1","VCAN"
"FCN1",7.41021587138078e-37,-0.903344756576991,0.614,0.85,1.772597738593e-32,"1","FCN1"
"NCF2",9.48656839250539e-37,-0.677334800085338,0.509,0.806,2.26928202517121e-32,"1","NCF2"
"LILRB2.1",5.55435651099119e-31,-0.602856581242243,0.28,0.629,1.3286576209942e-26,"1","LILRB2"
"TNFRSF1B.1",7.83151897224314e-30,-0.636259207170048,0.614,0.869,1.87337765335028e-25,"1","TNFRSF1B"
"S100A8",8.30594276383812e-30,-1.52759572352006,0.461,0.678,1.98686456853772e-25,"1","S100A8"
"APLP2",2.79088535417804e-29,-0.65359870663172,0.662,0.856,6.67607685572929e-25,"1","APLP2"
"SERPINA1.1",1.17446348223017e-28,-0.589784392969597,0.382,0.719,2.80943409584279e-24,"1","SERPINA1"
"OAZ1.1",5.32154865413945e-28,-0.50580699886293,0.802,0.942,1.2729676535567e-23,"1","OAZ1"
"DUSP6",9.13947872024266e-28,-0.666377882067459,0.341,0.657,2.18625470466925e-23,"1","DUSP6"
"CD14",2.76232887499245e-26,-0.708666566655862,0.232,0.549,6.60776690186944e-22,"1","CD14"
"MPEG1",1.42374408517966e-24,-0.524505784382824,0.505,0.773,3.40573822615826e-20,"1","MPEG1"
"SAT1.1",1.2037703280951e-23,-0.595134941305412,0.621,0.851,2.87953900183628e-19,"1","SAT1"
"SLC7A7",1.49922669655172e-23,-0.447710105475963,0.201,0.511,3.58630018082138e-19,"1","SLC7A7"
"HLA-E.1",2.13570499085192e-23,-0.470853323598085,0.939,0.983,5.10881990861689e-19,"1","HLA-E"
"CTSB",8.51918762349806e-22,-0.510631325132461,0.543,0.774,2.03787487141697e-17,"1","CTSB"
"KLF6",1.34882169844584e-21,-0.528364121339301,0.628,0.845,3.22651638485229e-17,"1","KLF6"
"TSPO",1.43318655251169e-21,-0.471116918603806,0.392,0.659,3.42832555226321e-17,"1","TSPO"
"SOD2",3.38967068854497e-21,-0.504548797864831,0.304,0.597,8.10843125406843e-17,"1","SOD2"
"C10orf54",1.82678659081875e-20,-0.453123218502684,0.468,0.709,4.36985620389754e-16,"1","C10orf54"
"ASAH1",2.1474286510933e-20,-0.430824212655772,0.324,0.604,5.13686407628029e-16,"1","ASAH1"
"HLA-A",3.83926726155615e-20,-0.443802377978489,0.87,0.956,9.18391121636846e-16,"1","HLA-A"
"LAPTM5",1.29046842574257e-19,-0.414370854021975,0.778,0.912,3.08692952121881e-15,"1","LAPTM5"
"HLA-DPA1.1",1.60541406547719e-19,0.885322164521948,0.826,0.709,3.84031098602799e-15,"1","HLA-DPA1"
"RNA28S5.1",1.68024621576357e-19,0.5992616719116,1,1,4.01931697272803e-15,"1","RNA28S5"
"HLA-DQB1.1",4.73379442695539e-19,0.685797977468138,0.594,0.396,1.132370964872e-14,"1","HLA-DQB1"
"CFD",6.34836511836803e-19,-0.450100344602586,0.294,0.565,1.51859241996482e-14,"1","CFD"
"GNAI2",9.44619494121785e-19,-0.412173680467988,0.638,0.838,2.25962429188872e-14,"1","GNAI2"
"RPS5",1.22358637328016e-18,0.481511695019258,0.792,0.616,2.92694096352347e-14,"1","RPS5"
"MNDA",2.07095128766535e-18,-0.591323058137661,0.526,0.702,4.95392257522428e-14,"1","MNDA"
"DMXL2",3.31745796727994e-18,-0.413268690108126,0.232,0.504,7.93569120353034e-14,"1","DMXL2"
"LST1.1",4.76077253399707e-18,-0.481534391113546,0.532,0.741,1.13882439785744e-13,"1","LST1"
"SRGN",1.38996736163403e-17,-0.449364231491763,0.635,0.83,3.32494092576478e-13,"1","SRGN"
"ARRB2",1.50030153352092e-17,-0.379216720419456,0.375,0.622,3.58887129833539e-13,"1","ARRB2"
"RGS2",2.014564299074e-17,-0.448120364701283,0.481,0.732,4.81903925981492e-13,"1","RGS2"
"GRB2",1.08814522961078e-16,-0.389457949978716,0.522,0.733,2.60295220375194e-12,"1","GRB2"
"ALDOA",6.58652958861858e-16,-0.372307044875941,0.495,0.706,1.57556374289345e-11,"1","ALDOA"
"CD300E",2.53562256240329e-15,-0.411642799452152,0.266,0.509,6.0654627315249e-11,"1","CD300E"
"ZNF106",8.79626203147708e-15,-0.359904214968768,0.386,0.63,2.10415384054963e-10,"1","ZNF106"
"RNA18S5.1",1.30524163738719e-14,0.35108799244747,1,1,3.12226852079389e-10,"1","RNA18S5"
"MEGF9",1.36534065966113e-14,-0.423281229813909,0.29,0.503,3.2660313919754e-10,"1","MEGF9"
"RPS3",1.67100256079416e-14,0.402719960174678,0.887,0.804,3.9972052256757e-10,"1","RPS3"
"HLA-C",2.30040975996229e-14,-0.320864271471401,0.887,0.963,5.50281018680578e-10,"1","HLA-C"
"DUSP1",2.45979814134336e-14,-0.406594255078405,0.645,0.825,5.88408313390744e-10,"1","DUSP1"
"TALDO1",2.64961276988293e-14,-0.304303148624403,0.263,0.502,6.33813870683696e-10,"1","TALDO1"
"B2M",6.70803647147151e-14,-0.273573600639252,1,1,1.6046294043407e-09,"1","B2M"
"HLA-DPB1",1.04414732970016e-13,0.972538490259398,0.758,0.669,2.49770482737575e-09,"1","HLA-DPB1"
"CSF1R.1",2.28510432024634e-13,-0.489631339687949,0.386,0.592,5.46619804446127e-09,"1","CSF1R"
"WARS.1",2.97663617122984e-13,-0.399311487468806,0.304,0.534,7.1204113851989e-09,"1","WARS"
"CD44",3.18962789051019e-13,-0.315481301456866,0.563,0.776,7.62990887688942e-09,"1","CD44"
"FCER1G.1",3.82051927836841e-13,-0.356199643753603,0.406,0.613,9.13906416578508e-09,"1","FCER1G"
"ITGB2",6.20573481918971e-13,-0.305742320394282,0.863,0.946,1.48447382609837e-08,"1","ITGB2"
"FYB",9.51975752980014e-13,-0.361951845036735,0.447,0.645,2.27722119870349e-08,"1","FYB"
"S100A6",1.05850179171319e-12,-0.35784053667154,0.621,0.783,2.53204213595713e-08,"1","S100A6"
"LYZ",2.65132943106974e-12,-0.810217652179421,0.867,0.826,6.34224513206193e-08,"1","LYZ"
"HLA-DRA",3.65522623948716e-12,0.815342520632846,0.857,0.855,8.74366668747723e-08,"1","HLA-DRA"
"S100A4.1",4.46865670978236e-12,-0.304655916777581,0.563,0.765,1.06894737154704e-07,"1","S100A4"
"TYMP",7.00176574095758e-12,-0.320843581260002,0.478,0.681,1.67489238289446e-07,"1","TYMP"
"VASP.1",1.07517813136409e-11,-0.346227980663303,0.372,0.561,2.57193360803603e-07,"1","VASP"
"FGL2",1.2980339348001e-11,-0.354901822976327,0.761,0.871,3.10502697543532e-07,"1","FGL2"
"UBC",1.46682584956397e-11,-0.300010035298324,0.826,0.944,3.50879411474198e-07,"1","UBC"
"TGOLN2",2.14523863085177e-11,-0.270623170309012,0.437,0.637,5.13162532886051e-07,"1","TGOLN2"
"POU2F2",4.23632164082528e-11,-0.298705491175194,0.338,0.537,1.01337049970181e-06,"1","POU2F2"
"EMILIN2",5.70920550213411e-11,-0.294039086748351,0.379,0.57,1.3656990481655e-06,"1","EMILIN2"
"PPP1R15A",8.2372867486381e-11,-0.362130907754321,0.437,0.607,1.97044136314172e-06,"1","PPP1R15A"
"PTPRC",1.00914978331648e-10,-0.333064618498005,0.881,0.93,2.41398719667135e-06,"1","PTPRC"
"FGR",1.02424721695366e-10,-0.290664892166403,0.481,0.667,2.45010176767485e-06,"1","FGR"
"LYN.1",2.54963158124033e-10,-0.416394638424873,0.597,0.717,6.098973705485e-06,"1","LYN"
"PTP4A2.1",2.98154500651565e-10,-0.341108280090709,0.638,0.78,7.13215381008609e-06,"1","PTP4A2"
"PKM",3.00118605501616e-10,-0.305438888261679,0.471,0.664,7.17913716220416e-06,"1","PKM"
"PGK1.1",3.283703227027e-10,-0.297642181302607,0.444,0.619,7.85494648937128e-06,"1","PGK1"
"SH3BGRL3",3.34312940185344e-10,-0.274413792149685,0.331,0.526,7.99709984217361e-06,"1","SH3BGRL3"
"EVI2B",3.68788754375091e-10,-0.290646554607512,0.372,0.553,8.82179579340655e-06,"1","EVI2B"
"RPL3",6.88399316219037e-10,0.315796289883372,0.956,0.886,1.64672000432756e-05,"1","RPL3"
"RHOA",8.80272176391009e-10,-0.276020015965621,0.645,0.809,2.10569907314493e-05,"1","RHOA"
"ZFAND5",1.86034276009574e-09,-0.297830165458228,0.464,0.627,4.45012591642502e-05,"1","ZFAND5"
"IL17RA",1.89641214270756e-09,-0.279754137355932,0.348,0.522,4.53640748657074e-05,"1","IL17RA"
"MSN",2.06774734261867e-09,-0.302291570235371,0.679,0.806,4.94625841827812e-05,"1","MSN"
"KLF4",2.08323798688359e-09,-0.279476382808566,0.451,0.642,4.98331358842422e-05,"1","KLF4"
"BIN2",3.34944185945819e-09,-0.298341052403366,0.375,0.538,8.01219987200993e-05,"1","BIN2"
"ITM2B",1.13968697495881e-08,-0.251567564222633,0.573,0.741,0.000272624521279897,"1","ITM2B"
"LYST",1.23258145742789e-08,-0.274398014363777,0.488,0.661,0.000294845810431325,"1","LYST"
"CD74",1.96338501511743e-08,0.719855588564006,0.922,0.943,0.000469661329466241,"1","CD74"
"RCSD1",2.68501088189873e-08,-0.254453578718302,0.406,0.567,0.000642281453058996,"1","RCSD1"
"PLEK",3.19732120771437e-08,-0.267945564690469,0.509,0.661,0.000764831206097354,"1","PLEK"
"VIM",9.69688987385897e-08,-0.255748346622922,0.805,0.921,0.0023195930267258,"1","VIM"
"RPS6",1.67721354635964e-07,0.302908546336693,0.973,0.94,0.00401206252424688,"1","RPS6"
"GRN",2.42861097949885e-07,-0.281852191573381,0.587,0.716,0.00580948032405919,"1","GRN"
"CAP1.1",2.54206335934446e-07,-0.258232598492971,0.662,0.793,0.00608086976188788,"1","CAP1"
"MT-ND5",2.57717400749509e-07,0.262087735154901,0.881,0.845,0.00616485794332901,"1","MT-ND5"
"NFKBIA.1",4.83588864753993e-07,-0.288419333400104,0.549,0.695,0.0115679292337803,"1","NFKBIA"
"WASF2",4.99453086087843e-07,-0.269079462743099,0.423,0.542,0.0119474172723073,"1","WASF2"
"RPS21",5.936110641761e-07,0.276565784982456,0.696,0.58,0.0141997702661565,"1","RPS21"
"AP1S2",5.98035788074746e-07,-0.252425523900993,0.389,0.524,0.014305614086536,"1","AP1S2"
"HLA-DRB5",8.72818175875147e-07,0.452052652741824,0.597,0.494,0.0208786835851094,"1","HLA-DRB5"
"HLA-DRB1",9.78716203535643e-07,0.688016421193096,0.829,0.865,0.0234118703047761,"1","HLA-DRB1"
"FOS.1",2.20939075342806e-06,-0.334196933861613,0.881,0.859,0.0528508362127526,"1","FOS"
"COTL1.1",2.3464745600224e-06,-0.252952361772575,0.826,0.903,0.0561300179502959,"1","COTL1"
"RPS11",2.57548121992621e-06,0.298811694001208,0.945,0.944,0.061608086261855,"1","RPS11"
"RPSAP58",4.53876577507565e-06,0.262038971445942,0.519,0.43,0.108571816105585,"1","RPSAP58"
"RPLP0",1.17540912840894e-05,0.295952909362402,0.754,0.728,0.281169617606702,"1","RPLP0"
"RPS18",6.08867066726638e-05,0.271892543056065,0.788,0.761,1,"1","RPS18"
"RPL27A",6.43362341462284e-05,0.268144868211298,0.826,0.783,1,"1","RPL27A"
"FCGR3A",2.32172183284648e-105,1.56828402120151,0.936,0.33,5.55379079635205e-101,"2","FCGR3A"
"LYZ.1",2.18417869324795e-97,-2.49624267011877,0.411,0.871,5.22477385211842e-93,"2","LYZ"
"FCGR3B",3.95244126849031e-94,0.989317630785279,0.796,0.233,9.45463475835566e-90,"2","FCGR3B"
"CDKN1C",5.05698322219802e-85,0.894674814089368,0.718,0.196,1.20968095658199e-80,"2","CDKN1C"
"S100A9.1",1.90457730418732e-79,-2.71374518164458,0.339,0.804,4.55593936934648e-75,"2","S100A9"
"VCAN.1",2.14337333754028e-77,-2.4002591998775,0.182,0.734,5.1271633607301e-73,"2","VCAN"
"S100A8.1",1.92491321978822e-72,-2.3795336483314,0.154,0.707,4.60458491305541e-68,"2","S100A8"
"FOS.2",2.92145538741959e-67,-1.36581854945263,0.568,0.889,6.98841343224641e-63,"2","FOS"
"MTSS1",4.1154059151767e-60,0.713192003048523,0.654,0.224,9.84446248969418e-56,"2","MTSS1"
"NAP1L1.1",4.1829918837079e-57,0.88543181934038,0.911,0.594,1.00061348850177e-52,"2","NAP1L1"
"FCN1.1",5.91476900954881e-56,-1.22045658296791,0.543,0.856,1.41487189477417e-51,"2","FCN1"
"CD14.1",1.42889210872482e-53,-1.10150627234325,0.061,0.564,3.41805281328063e-49,"2","CD14"
"TCF7L2",4.39216342480194e-47,0.565584638618036,0.568,0.194,1.05064941284687e-42,"2","TCF7L2"
"LYN.2",1.4110995417914e-46,0.758753726053018,0.918,0.685,3.3754912139192e-42,"2","LYN"
"RHOC",1.22407460503122e-44,0.52730937540944,0.55,0.188,2.92810886269519e-40,"2","RHOC"
"MNDA.1",4.42047883213138e-43,-0.931900885267083,0.343,0.719,1.05742274143415e-38,"2","MNDA"
"MS4A6A",5.50753161447691e-43,-0.805809308694259,0.057,0.51,1.31745663749902e-38,"2","MS4A6A"
"MS4A7",8.51691260668756e-43,0.70102605100926,0.814,0.44,2.03733066464573e-38,"2","MS4A7"
"GPX1",7.78243310938981e-40,-0.754007195416409,0.175,0.597,1.86163582409714e-35,"2","GPX1"
"ITGAL",3.3791482303157e-37,0.603647067735677,0.8,0.462,8.08326048173818e-33,"2","ITGAL"
"SPN",5.69604108580931e-36,0.642749241017936,0.743,0.4,1.36254998813644e-31,"2","SPN"
"GRN.1",6.50176336370368e-36,-0.738271082483402,0.407,0.733,1.55528681423156e-31,"2","GRN"
"AMICA1",7.30817267886922e-35,-0.72227694330039,0.296,0.662,1.74818798651231e-30,"2","AMICA1"
"RPS19.1",2.168481836985e-34,0.617195299217274,0.929,0.766,5.18722540225181e-30,"2","RPS19"
"CSF1R.2",2.44898636806492e-33,0.668039570000952,0.843,0.547,5.8582202910481e-29,"2","CSF1R"
"SIGLEC10",9.28161395029504e-33,0.554322829510051,0.632,0.305,2.22025487305008e-28,"2","SIGLEC10"
"RP11-290F20.3",2.47748446683426e-32,0.522174084132333,0.568,0.253,5.92639059311423e-28,"2","RP11-290F20.3"
"TNFRSF1B.2",1.57526508498933e-31,0.552884464066354,0.961,0.835,3.76819160980298e-27,"2","TNFRSF1B"
"PAG1",1.16836027223631e-30,0.473676997759419,0.554,0.24,2.79483460721648e-26,"2","PAG1"
"HLA-E.2",1.82465881938255e-30,0.495592406997498,0.993,0.978,4.36476636184499e-26,"2","HLA-E"
"LST1.2",2.87393825851433e-30,0.56652299305305,0.889,0.706,6.87474770819213e-26,"2","LST1"
"IFITM2",1.72424235791418e-29,0.49318305198733,0.657,0.342,4.1245601443665e-25,"2","IFITM2"
"PTPRC.1",5.23875961128729e-29,0.51258480811517,0.986,0.919,1.25316368661603e-24,"2","PTPRC"
"FOSB.1",6.30777087851743e-28,-0.691238997665985,0.175,0.515,1.50888187185015e-23,"2","FOSB"
"HLA-DRA.1",1.27097118290432e-25,-0.922354908025091,0.729,0.867,3.04029016662542e-21,"2","HLA-DRA"
"IFITM3",3.12690784200918e-25,0.530503376712517,0.582,0.298,7.47987624887016e-21,"2","IFITM3"
"APLP2.1",4.69611954557984e-25,-0.633490976520039,0.711,0.85,1.12335875649815e-20,"2","APLP2"
"RPLP1",1.34387439319768e-24,-0.585576136072253,0.625,0.822,3.21468193596816e-20,"2","RPLP1"
"KCTD12",6.15199529926924e-24,-0.55553459425026,0.264,0.561,1.47161879553819e-19,"2","KCTD12"
"VIM.1",9.52927270762295e-24,-0.609576254943736,0.839,0.917,2.27949732439049e-19,"2","VIM"
"CPVL",1.20041505326157e-22,-0.557647982980135,0.264,0.554,2.87151284890701e-18,"2","CPVL"
"CD74.1",5.30923612857034e-22,-0.767501780038826,0.889,0.946,1.27002237431531e-17,"2","CD74"
"PIK3AP1",1.79629050564469e-21,0.462754766725803,0.714,0.462,4.29690651855267e-17,"2","PIK3AP1"
"NFKBIZ",2.01587857091359e-21,0.474005499001815,0.671,0.416,4.8221831294824e-17,"2","NFKBIZ"
"CEBPD",7.92870660124666e-21,-0.478364770448306,0.225,0.512,1.89662590608421e-16,"2","CEBPD"
"AP1S2.1",5.48046654097392e-20,-0.489872415173573,0.271,0.535,1.31098240126637e-15,"2","AP1S2"
"MEGF9.1",1.06154917742455e-19,-0.493702097091055,0.225,0.508,2.53933178731726e-15,"2","MEGF9"
"RASSF5",5.69771306257804e-19,0.391412307773769,0.689,0.441,1.36294994169929e-14,"2","RASSF5"
"LILRB1",5.7266811198231e-19,0.428299321288301,0.604,0.365,1.36987939067288e-14,"2","LILRB1"
"LYST.1",6.04841575884902e-19,0.517276256059319,0.814,0.629,1.44684153367427e-14,"2","LYST"
"TPT1",8.6098282941265e-19,-0.431372062993243,0.921,0.975,2.059557026238e-14,"2","TPT1"
"HLA-DRB1.1",2.82953232917132e-18,-0.736213859329414,0.736,0.874,6.76852428461071e-14,"2","HLA-DRB1"
"CAP1.2",6.8670803177408e-18,0.423139414418682,0.882,0.771,1.64267428280678e-13,"2","CAP1"
"PTPN6",1.02996824540834e-17,0.413743514239068,0.721,0.504,2.4637870398413e-13,"2","PTPN6"
"SELPLG",1.37044836226741e-17,0.363409956122707,0.561,0.33,3.27824952737986e-13,"2","SELPLG"
"PTP4A2.2",1.37752546679984e-17,0.433443704713852,0.871,0.757,3.2951786691319e-13,"2","PTP4A2"
"LILRB2.2",1.41826672245954e-17,0.446574609907924,0.775,0.58,3.39263582679546e-13,"2","LILRB2"
"AIF1.2",3.786060626549e-17,0.384539402467291,0.936,0.832,9.05663562476787e-13,"2","AIF1"
"WARS.2",2.43946856762847e-16,0.474615239333159,0.693,0.496,5.83545276062407e-12,"2","WARS"
"PPP1R15A.1",4.01295843879689e-16,-0.468686177873205,0.382,0.611,9.59939788144604e-12,"2","PPP1R15A"
"TXNIP",6.07284032795284e-16,0.373818712576008,0.971,0.938,1.4526841348496e-11,"2","TXNIP"
"FCGRT",6.69342088172948e-16,-0.385422090952714,0.332,0.578,1.60113320911851e-11,"2","FCGRT"
"ANXA1",1.20090541229014e-15,-0.512750982667053,0.532,0.714,2.87268583673924e-11,"2","ANXA1"
"MBD2",1.88204542755261e-15,0.401438647838946,0.604,0.396,4.50204086724859e-11,"2","MBD2"
"VASP.2",5.24950871546668e-15,0.386992924838549,0.718,0.527,1.25573497982678e-10,"2","VASP"
"SERPINA1.2",1.27130552519291e-14,0.379864830769844,0.843,0.673,3.04108994681396e-10,"2","SERPINA1"
"LRRC25",4.97207514903807e-14,0.321085873314859,0.543,0.338,1.1893700964014e-09,"2","LRRC25"
"SEPT9",2.72461640682831e-13,0.328763647737386,0.668,0.464,6.51755490677399e-09,"2","SEPT9"
"MTPN",3.58910970815067e-13,0.327267780976395,0.543,0.336,8.58550933286721e-09,"2","MTPN"
"POU2F2.1",4.68133335389046e-13,0.338807073711712,0.693,0.502,1.11982175158414e-08,"2","POU2F2"
"FLNA",6.27772177404629e-13,0.349516705370963,0.846,0.742,1.50169382556961e-08,"2","FLNA"
"TNFAIP2",6.7429978088971e-13,-0.35798845669777,0.464,0.662,1.61299250586628e-08,"2","TNFAIP2"
"TSPAN14",1.03057318235352e-12,0.33398722276581,0.532,0.343,2.46523410950785e-08,"2","TSPAN14"
"LRRFIP1",1.09360298496596e-12,0.362960936191345,0.843,0.751,2.61600770033706e-08,"2","LRRFIP1"
"PGK1.2",1.22183912131776e-12,0.353166373457409,0.754,0.588,2.92276136210421e-08,"2","PGK1"
"BIN2.1",1.63470449907273e-12,0.365170669731898,0.675,0.508,3.91037663223187e-08,"2","BIN2"
"PKM.1",1.6638328501838e-12,-0.3605893071674,0.475,0.662,3.98005456092467e-08,"2","PKM"
"COTL1.2",4.33201256901176e-12,0.343302073219621,0.939,0.892,1.0362607266333e-07,"2","COTL1"
"OGFRL1",4.7906001020211e-12,-0.345558580440544,0.329,0.53,1.14595945040447e-07,"2","OGFRL1"
"TGFBI",6.05478771679149e-12,-0.368573580361274,0.407,0.596,1.44836576973369e-07,"2","TGFBI"
"ACTR3.1",6.75379008752805e-12,0.355079950603842,0.707,0.578,1.61557412683759e-07,"2","ACTR3"
"RGS2.1",7.19072896811139e-12,-0.459652578314442,0.621,0.718,1.72009427646193e-07,"2","RGS2"
"WASF2.1",8.05887305282945e-12,0.324098349019046,0.675,0.517,1.92776302296733e-07,"2","WASF2"
"IL17RA.1",1.30880857169491e-11,-0.367434337729763,0.343,0.522,3.1308009843514e-07,"2","IL17RA"
"RAB10",1.79826574604306e-11,0.339038795544021,0.543,0.366,4.30163149110959e-07,"2","RAB10"
"RPL31",2.37137507305732e-11,-0.350729518021834,0.746,0.845,5.67256631226042e-07,"2","RPL31"
"CTSB.1",3.05921762998652e-11,-0.346230860707711,0.636,0.764,7.31795449269075e-07,"2","CTSB"
"SRGN.1",5.76820856857227e-11,-0.346904671400958,0.718,0.821,1.37981317168817e-06,"2","SRGN"
"SYK",6.49102171245418e-11,-0.322030994424244,0.418,0.596,1.55271730383617e-06,"2","SYK"
"SAT1.2",1.1799158243276e-10,0.317064920307022,0.896,0.823,2.82247664337406e-06,"2","SAT1"
"CMTM6",2.20003398925140e-10,0.328492847756013,0.654,0.493,5.26270130568826e-06,"2","CMTM6"
"HLA-DRB5.1",2.53204786661646e-10,-0.461856346825078,0.332,0.52,6.05691170173324e-06,"2","HLA-DRB5"
"FCER1G.2",3.04265322074153e-10,0.310087125891768,0.729,0.581,7.27833076933582e-06,"2","FCER1G"
