"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MACF1",3.40305009749317e-10,0.368532565930888,0.618,0.46,8.14043613821341e-06,"2","MACF1"
"UTRN",3.49336822370154e-10,0.311815816039497,0.668,0.493,8.35648612791644e-06,"2","UTRN"
"FAM65B",1.07724163151526e-09,0.305270940403664,0.593,0.431,2.57686970674766e-05,"2","FAM65B"
"ARPC2.1",1.60058389970849e-09,0.277748534267414,0.882,0.804,3.82875674649267e-05,"2","ARPC2"
"RPL37A",1.95863557937529e-09,-0.27707582074497,0.475,0.642,4.68525216942363e-05,"2","RPL37A"
"SULF2",2.46271723913141e-09,-0.300505267879968,0.354,0.527,5.89106590772624e-05,"2","SULF2"
"HCK",3.48421326588093e-09,0.296281030716241,0.654,0.501,8.33458655331377e-05,"2","HCK"
"TPM3.1",4.360162582933e-09,0.275700375038498,0.857,0.785,0.00010429944914634,"2","TPM3"
"IER5",6.17463742980150e-09,0.279771909452001,0.518,0.371,0.000147703501958282,"2","IER5"
"NFKBIA.2",6.52408268375286e-09,-0.320231569551259,0.546,0.694,0.000156062581878052,"2","NFKBIA"
"HLA-A.1",8.60758785656431e-09,-0.294900722846224,0.95,0.947,0.000205902109116875,"2","HLA-A"
"STK10",1.05152624676385e-08,0.273127803466662,0.6,0.445,0.00025153559348838,"2","STK10"
"ITGA4",1.76690859430766e-08,0.267458466031026,0.636,0.475,0.000422662204844336,"2","ITGA4"
"GNB2L1",1.83880743422852e-08,-0.263773132881121,0.85,0.91,0.000439861126341804,"2","GNB2L1"
"MAFB",2.24919714258018e-08,0.282752022193075,0.604,0.436,0.000538030448476605,"2","MAFB"
"RPS11.1",2.42008977316094e-08,-0.299737048676797,0.936,0.945,0.000578909674637828,"2","RPS11"
"WDR1",2.56905346246119e-08,0.261813447787603,0.525,0.375,0.000614543278755341,"2","WDR1"
"EZR",2.73861211620969e-08,0.286009430727313,0.504,0.363,0.000655103404318519,"2","EZR"
"CST3",3.00882869133717e-08,-0.352575717892406,0.754,0.828,0.000719741911254764,"2","CST3"
"ZFAND5.1",3.13171842355844e-08,0.281729739558144,0.739,0.6,0.000749138364099415,"2","ZFAND5"
"ACTR2.1",4.42518865856121e-08,0.268832011255695,0.846,0.76,0.00105854937901443,"2","ACTR2"
"YWHAZ",5.78232084757617e-08,0.259086704572901,0.689,0.56,0.0013831889699487,"2","YWHAZ"
"RPS13",9.12521705377971e-08,-0.282168129155689,0.689,0.805,0.00218284317143464,"2","RPS13"
"RNF130",9.26664540978946e-08,-0.25084591382572,0.371,0.519,0.00221667424847574,"2","RNF130"
"CANX",9.4870481089089e-08,-0.284264824223287,0.539,0.674,0.0022693967781321,"2","CANX"
"NCF2.1",9.4919760092968e-08,-0.278891981997899,0.693,0.787,0.00227057558118389,"2","NCF2"
"EHBP1L1",1.81324631577753e-07,0.260937690489763,0.571,0.437,0.00433746651197144,"2","EHBP1L1"
"GSTP1",2.14416927297681e-07,-0.269347026885254,0.525,0.66,0.00512906731788783,"2","GSTP1"
"TSPO.1",2.68557247105383e-07,-0.278738962165937,0.511,0.646,0.00642415790800786,"2","TSPO"
"RNA28S5.2",3.29670887050493e-07,-0.276594132535083,1,1,0.00788605728913483,"2","RNA28S5"
"CECR1",3.34959046794793e-07,-0.250762800039306,0.382,0.529,0.00801255535837823,"2","CECR1"
"RPS24",5.68576319812759e-07,-0.259912350097214,0.539,0.653,0.013600914146241,"2","RPS24"
"CFD.1",7.77367980756022e-07,0.288796190645926,0.646,0.529,0.0185954194676648,"2","CFD"
"RNF213",9.91510619747675e-07,0.271474350625479,0.725,0.619,0.0237179255349841,"2","RNF213"
"MAP3K1",1.08038652031241e-06,0.275786119678893,0.525,0.405,0.0258439259523931,"2","MAP3K1"
"ZFP36L2",1.09338986901955e-06,-0.274544053482126,0.464,0.585,0.0261549790568167,"2","ZFP36L2"
"TKT.1",1.56148728857828e-06,-0.261339101956597,0.821,0.841,0.037352337430081,"2","TKT"
"TYROBP.2",4.18604455302444e-06,-0.252131058872243,0.879,0.913,0.100134371752898,"2","TYROBP"
"MT-ND2",4.55041726855565e-06,0.263146712444578,0.925,0.898,0.10885053148112,"2","MT-ND2"
"SAMHD1",5.24501766929962e-06,-0.25603385897717,0.804,0.862,0.125466067667316,"2","SAMHD1"
"RPLP0.1",2.45376228486493e-05,-0.267671373983776,0.646,0.738,0.586964476162539,"2","RPLP0"
"VCAN.2",4.66521854432443e-59,0.995557950452148,1,0.659,1.11596692798785e-54,"3","VCAN"
"FOS.3",4.87292722664973e-19,0.448462552460204,0.984,0.85,1.16565292188688e-14,"3","FOS"
"LYZ.2",7.21027477936212e-19,0.359212194742247,1,0.816,1.72476982997121e-14,"3","LYZ"
"FOSB.2",1.61992050794913e-16,0.430048434967162,0.716,0.465,3.87501184706512e-12,"3","FOSB"
"CD14.2",2.62186399075819e-14,0.350013002590523,0.768,0.498,6.27176085229267e-10,"3","CD14"
"RPS19.2",7.60647072596543e-13,-0.490161580030169,0.648,0.791,1.81954386235819e-08,"3","RPS19"
"JUN.1",1.72663478101195e-12,0.398455485571254,0.672,0.449,4.13028305965869e-08,"3","JUN"
"NAP1L1.2",1.42021937920083e-11,-0.581354919922963,0.492,0.633,3.39730677698631e-07,"3","NAP1L1"
"ANXA1.1",1.91431759958407e-11,0.389688314667417,0.84,0.686,4.57923912996505e-07,"3","ANXA1"
"MYL6.1",2.12603092433393e-11,-0.378909408603769,0.72,0.857,5.08567857409919e-07,"3","MYL6"
"AHNAK.1",2.24369724679783e-11,0.356030582373414,1,0.971,5.36714818406509e-07,"3","AHNAK"
"CRTAP",3.09926531845256e-10,0.282689091835919,0.516,0.331,7.41375256827037e-06,"3","CRTAP"
"VIM.2",9.13236670654041e-10,0.343643935025876,0.952,0.907,2.18455343987153e-05,"3","VIM"
"LST1.3",2.50352994219914e-09,-0.425168114467445,0.636,0.729,5.98869397473456e-05,"3","LST1"
"FCN1.2",2.55829940984839e-09,0.278022951605226,0.98,0.816,6.11970801829834e-05,"3","FCN1"
"AIF1.3",3.0110514634005e-09,-0.360585308405494,0.808,0.844,7.20273620560034e-05,"3","AIF1"
"HLA-E.3",2.29853889772582e-08,-0.305000977848091,0.972,0.979,0.000549833489724993,"3","HLA-E"
"LYN.3",5.02928202739492e-08,-0.437624055991392,0.608,0.714,0.00120305455377314,"3","LYN"
"CSF1R.3",8.30959178941314e-08,-0.427608771023354,0.448,0.584,0.00198773745194552,"3","CSF1R"
"CD36",1.13204377053669e-07,0.283476474340557,0.536,0.382,0.00270796190350082,"3","CD36"
"PTPN6.1",1.17738505684777e-07,-0.326486043509816,0.392,0.535,0.00281642279448555,"3","PTPN6"
"WARS.3",1.99184250781355e-07,-0.350966030382845,0.376,0.525,0.0047646864629408,"3","WARS"
"COTL1.3",2.69566384144957e-07,-0.303699334076982,0.844,0.9,0.00644829747513152,"3","COTL1"
"PTPRC.2",3.61245114030736e-07,-0.304077541041906,0.888,0.928,0.00864134437272924,"3","PTPRC"
"TNFRSF1B.3",3.31598645965765e-06,-0.330785713764901,0.816,0.848,0.0793217121014706,"3","TNFRSF1B"
"NFKBIA.3",6.06942614574064e-06,0.27261548170879,0.78,0.673,0.145186742832262,"3","NFKBIA"
"LRRFIP1.1",6.40577687584263e-06,-0.262447287476092,0.672,0.767,0.153232588647032,"3","LRRFIP1"
"ITGAL.1",7.80750906872924e-06,-0.289508156259939,0.388,0.501,0.186763424433072,"3","ITGAL"
"SAT1.3",1.09068255782272e-05,-0.299154917657208,0.792,0.833,0.260902174656774,"3","SAT1"
"PTP4A2.3",1.17712503155841e-05,-0.286907961902826,0.696,0.773,0.281580078799088,"3","PTP4A2"
"CAP1.3",1.65630508389789e-05,-0.269039922687944,0.724,0.785,0.396204739119215,"3","CAP1"
"S100A8.2",0.00139877175874739,-0.324465605140654,0.944,0.634,1,"3","S100A8"
"S100A9.2",1.58250407590393e-47,0.727233072367795,1,0.743,3.78550799996979e-43,"4","S100A9"
"S100A8.3",2.9464090201119e-43,0.659138851327076,1,0.629,7.04810501700968e-39,"4","S100A8"
"VCAN.3",3.8831291033737e-33,0.610213848269723,0.992,0.659,9.28883312818022e-29,"4","VCAN"
"CD14.3",5.38962492991648e-29,0.520003081132116,0.859,0.491,1.28925217948532e-24,"4","CD14"
"MNDA.2",5.02158908953053e-24,0.516568939960007,0.903,0.668,1.2012143261066e-19,"4","MNDA"
"FOS.4",4.44760065744816e-23,0.507884150281947,0.992,0.85,1.06391055326817e-18,"4","FOS"
"GPX1.1",5.87348896519856e-18,0.406370296170066,0.802,0.539,1.40499729536515e-13,"4","GPX1"
"LYZ.3",1.1755583385206e-17,0.387850287938043,0.984,0.817,2.81205310157513e-13,"4","LYZ"
"NAP1L1.3",3.46062760604438e-17,-0.693819909770208,0.427,0.638,8.27816729641876e-13,"4","NAP1L1"
"GRN.2",1.32116770501236e-16,0.377698704243432,0.907,0.687,3.16036526716006e-12,"4","GRN"
"FCN1.3",8.26780893436353e-16,0.403766437835438,0.964,0.817,1.9777425751891e-11,"4","FCN1"
"PTAFR",1.43401226592605e-15,0.357936274089895,0.609,0.36,3.4303007413217e-11,"4","PTAFR"
"RPS19.3",2.80689362412404e-15,-0.545531583351339,0.665,0.79,6.71437023826711e-11,"4","RPS19"
"APLP2.2",2.31622437222199e-14,0.342765830853504,0.956,0.828,5.54064032079221e-10,"4","APLP2"
"FOSB.3",4.27296856524976e-14,0.356878178013525,0.71,0.466,1.02213681049339e-09,"4","FOSB"
"CD36.1",1.72488294213554e-13,0.322403209310254,0.621,0.375,4.12609248588243e-09,"4","CD36"
"MS4A6A.1",2.93168794703676e-13,0.290991452516017,0.718,0.449,7.01289073810664e-09,"4","MS4A6A"
"TPT1.1",3.77676451296385e-13,0.320965912034432,0.992,0.969,9.03439839146083e-09,"4","TPT1"
"HLA-A.2",1.40918588057546e-12,0.284244964887781,0.996,0.944,3.37091354492455e-08,"4","HLA-A"
"CTSS.1",1.9501025264784e-12,0.279053297482791,1,0.986,4.66484025358899e-08,"4","CTSS"
"ALDH2",2.13688637701701e-12,0.302332614812126,0.633,0.407,5.11164590246238e-08,"4","ALDH2"
"CSF3R",1.47751099363816e-11,0.299284434343275,0.585,0.371,3.53435404788183e-07,"4","CSF3R"
"SRGN.2",2.04809884271912e-11,0.30922504105259,0.911,0.803,4.8992572416684e-07,"4","SRGN"
"TALDO1.1",5.18741599263567e-11,0.252233314149012,0.681,0.463,1.24088177959838e-06,"4","TALDO1"
"PLBD1",6.22828304016548e-11,0.255934359204229,0.585,0.374,1.48986758603799e-06,"4","PLBD1"
"CTSD",1.97385578535012e-10,0.28998996300366,0.601,0.419,4.72166042413603e-06,"4","CTSD"
"HLA-DPA1.2",2.12767945876996e-10,-0.66578315118558,0.613,0.729,5.08962203332363e-06,"4","HLA-DPA1"
"MEGF9.2",2.78113642858071e-10,0.289636703180167,0.677,0.467,6.65275645080791e-06,"4","MEGF9"
"JUN.2",2.7912683001345e-10,0.467318342278226,0.629,0.452,6.67699290075173e-06,"4","JUN"
"NCF2.2",3.63567311091802e-10,0.302955659423067,0.895,0.769,8.69689364862699e-06,"4","NCF2"
"RGS2.2",8.65711615205845e-10,0.329070164131382,0.855,0.697,2.0708687547339e-05,"4","RGS2"
"SELL",2.12191609885438e-09,0.30176603224203,0.577,0.385,5.07583550006957e-05,"4","SELL"
"PPP1R15A.2",2.83514580056847e-09,0.274012077193314,0.758,0.577,6.78195226953983e-05,"4","PPP1R15A"
"LYN.4",3.95250315093644e-09,-0.483918748616343,0.625,0.713,9.45478278735506e-05,"4","LYN"
"PTPRC.3",6.20494086083687e-09,-0.340529948619208,0.887,0.929,0.000148428390332079,"4","PTPRC"
"AMICA1.1",8.290985217605e-09,0.289697700571104,0.774,0.617,0.000198328657390329,"4","AMICA1"
"TGFBI.1",1.0832761335541e-08,0.281363957988061,0.738,0.565,0.000259130483907476,"4","TGFBI"
"CSF1R.4",1.34493989940425e-08,-0.477894217591716,0.46,0.583,0.000321723073336491,"4","CSF1R"
"DUSP6.1",2.49531068154246e-08,0.297248949310854,0.782,0.615,0.000596903268131771,"4","DUSP6"
"RPLP1.1",3.7104939350064e-08,0.277862832389437,0.891,0.797,0.000887587254192881,"4","RPLP1"
"CAP1.4",6.58377074593605e-08,-0.336120568044418,0.714,0.786,0.00157490380013536,"4","CAP1"
"LST1.4",1.00843057483676e-07,-0.348365095398868,0.629,0.73,0.002412266778067,"4","LST1"
"MSN.1",1.86925932495679e-07,-0.296919604849829,0.73,0.799,0.00447145523122913,"4","MSN"
"IER2",2.16270035803992e-07,0.290765572596832,0.621,0.471,0.00517339552646728,"4","IER2"
"RPS5.1",5.43612235375321e-05,-0.282559291197815,0.552,0.639,1,"4","RPS5"
"LYST.2",0.000236401535618606,-0.300605779941413,0.617,0.648,1,"4","LYST"
"HLA-DPB1.1",0.00168145271140241,-0.467400264732763,0.617,0.682,1,"4","HLA-DPB1"
"S100A8.4",4.35326352503692e-40,0.728779510730666,0.995,0.634,1.04134416782408e-35,"5","S100A8"
"S100A9.3",1.5453364495262e-36,0.652701927688601,1,0.746,3.69659932091162e-32,"5","S100A9"
"NAP1L1.4",8.07046184740321e-18,-0.754219716705161,0.398,0.638,1.93053517851732e-13,"5","NAP1L1"
"HLA-DPA1.3",2.6580917522278e-14,-0.772458656981396,0.555,0.731,6.35842128050411e-10,"5","HLA-DPA1"
"JUN.3",4.31587205522345e-14,0.514569911218222,0.706,0.449,1.03239975433e-09,"5","JUN"
"S100A12",1.58719103098464e-13,0.28720609027861,0.531,0.275,3.79671966521835e-09,"5","S100A12"
"FOS.5",1.83409439737954e-13,0.408631776277395,0.981,0.852,4.38733720797161e-09,"5","FOS"
"MALAT1.1",2.93214722767533e-13,0.415895948403631,1,0.999,7.01398938332215e-09,"5","MALAT1"
"CSF1R.5",3.08033666569099e-13,-0.607556614197819,0.374,0.587,7.36847333799942e-09,"5","CSF1R"
"PSAP.2",8.8602685510287e-11,-0.274918375973807,1,0.998,2.11946484009157e-06,"5","PSAP"
"LYN.5",1.02181132463515e-10,-0.529708815467686,0.564,0.716,2.44427486965973e-06,"5","LYN"
"NCF1",1.05863550957737e-10,0.371633599024546,0.512,0.313,2.53236200246002e-06,"5","NCF1"
"FOSB.4",1.17609127793542e-10,0.341534810117296,0.706,0.469,2.81332794594931e-06,"5","FOSB"
"CSF3R.1",1.95079962352541e-10,0.296773286382667,0.592,0.373,4.66650777943513e-06,"5","CSF3R"
"HLA-E.4",3.52381647458198e-10,-0.363078656961444,0.962,0.98,8.42932138884756e-06,"5","HLA-E"
"YBX1.1",4.12238225778479e-09,-0.326924736006508,0.564,0.735,9.86115059884699e-05,"5","YBX1"
"ACTR3.2",1.89145180733897e-08,-0.330302499440298,0.431,0.6,0.000452454186833556,"5","ACTR3"
"HLA-DPB1.2",2.3175658685521e-08,-0.662261286084746,0.555,0.686,0.000554384931416347,"5","HLA-DPB1"
"BCAS4.1",2.36375900905315e-08,-0.307619057300138,0.37,0.567,0.000565434792555603,"5","BCAS4"
"NEAT1",2.77986366454791e-08,0.36886502124283,0.664,0.499,0.000664971187196504,"5","NEAT1"
"TNFRSF1B.4",3.99005682315011e-08,-0.419232251761099,0.81,0.848,0.000954461492665738,"5","TNFRSF1B"
"RNA28S5.3",7.48711813269145e-08,0.316253939918908,1,1,0.00179099352852112,"5","RNA28S5"
"MYL6.2",1.16324011064862e-07,-0.305510328971477,0.739,0.854,0.00278258666868256,"5","MYL6"
"ACTB.1",1.24806235811158e-07,-0.285501852298678,0.976,0.966,0.00298548996683871,"5","ACTB"
"WARS.4",1.27168920826567e-07,-0.378073664033243,0.355,0.524,0.00304200775509232,"5","WARS"
"ANXA5",1.3675848995712e-07,-0.277962582020392,0.445,0.618,0.00327139983826427,"5","ANXA5"
"AIF1.4",1.42819687452403e-07,-0.359517658491832,0.754,0.848,0.00341638974354893,"5","AIF1"
"LILRB2.3",1.66769158380367e-07,-0.340034325077499,0.46,0.607,0.00398928503761677,"5","LILRB2"
"COTL1.4",2.13715278449506e-07,-0.321446641635582,0.839,0.9,0.00511228317579064,"5","COTL1"
"ACTR2.2",2.58784063719589e-07,-0.302318130088411,0.645,0.777,0.00619037358823629,"5","ACTR2"
"CAP1.5",5.44212106018845e-07,-0.330966863183891,0.706,0.786,0.0130180977880768,"5","CAP1"
"VASP.3",1.34512130440221e-06,-0.292193986972635,0.408,0.554,0.0321766467226053,"5","VASP"
"TXNIP.1",1.75836242532826e-06,-0.324357205967054,0.882,0.945,0.0420617875762774,"5","TXNIP"
"FCER1G.3",1.89689897180399e-06,-0.293276690151121,0.469,0.603,0.0453757203045233,"5","FCER1G"
"FCN1.4",2.62245683164013e-06,0.253478321001857,0.967,0.819,0.0627317898696637,"5","FCN1"
"PTP4A2.4",1.34008375393681e-05,-0.31020216641168,0.735,0.769,0.320561434779225,"5","PTP4A2"
"PTPN6.2",1.55994408251156e-05,-0.276470455570175,0.398,0.532,0.373154223977591,"5","PTPN6"
"LST1.5",2.07844748686427e-05,-0.332196053499459,0.659,0.727,0.497185423332802,"5","LST1"
"SAMHD1.1",4.4806557475194e-05,-0.301374474871096,0.844,0.858,1,"5","SAMHD1"
"HLA-DRA.2",5.39535372390764e-05,-0.538738596839703,0.825,0.857,1,"5","HLA-DRA"
"USP15",5.66858374786963e-05,0.261483664322806,0.564,0.453,1,"5","USP15"
"CD74.2",5.80062635718216e-05,-0.42996295521721,0.929,0.942,1,"5","CD74"
"HLA-DRB1.2",6.72091463512406e-05,-0.453990016790314,0.834,0.864,1,"5","HLA-DRB1"
"RPLP0.2",0.000136485074263455,-0.25483245387611,0.659,0.735,1,"5","RPLP0"
"SERPINA1.3",0.000251527527687261,-0.253582912803965,0.621,0.693,1,"5","SERPINA1"
"S100A9.4",1.14878390942582e-92,1.75286668057898,1,0.746,2.7480059897375e-88,"6","S100A9"
"LYZ.4",2.47818759181205e-91,1.53776756850285,1,0.818,5.92807253837361e-87,"6","LYZ"
"S100A8.5",4.66451250050741e-91,1.69862160897329,1,0.634,1.11579803524638e-86,"6","S100A8"
"VCAN.4",3.92648922263844e-77,1.41939333860115,1,0.663,9.3925548694734e-73,"6","VCAN"
"S100A12.1",2.02368697901895e-60,0.897731656494816,0.756,0.259,4.84086162251122e-56,"6","S100A12"
"FCN1.5",7.95300814742074e-57,0.952215864616494,1,0.816,1.90243907894452e-52,"6","FCN1"
"MNDA.3",1.71753261921219e-51,0.908327421146822,0.967,0.666,4.10850977841748e-47,"6","MNDA"
"APLP2.3",5.5871526986469e-50,0.841576658044661,0.986,0.828,1.33650279704332e-45,"6","APLP2"
"CD14.4",5.35664727901435e-44,0.824329975357019,0.904,0.493,1.28136359561302e-39,"6","CD14"
"TKT.2",6.6353346405643e-43,0.711386090922935,0.981,0.83,1.58723839936939e-38,"6","TKT"
"PLBD1.1",9.00373885507586e-39,0.716230581880882,0.785,0.363,2.1537843715227e-34,"6","PLBD1"
"MEGF9.3",9.83902316440898e-34,0.620478353101762,0.818,0.46,2.35359273115827e-29,"6","MEGF9"
"VIM.3",2.04260141187457e-31,0.584831284426508,0.986,0.905,4.88610683734515e-27,"6","VIM"
"GAPDH",1.93781333528551e-30,0.615130842372712,0.751,0.419,4.63544327933647e-26,"6","GAPDH"
"PGD",4.1770893716906e-30,0.49869670935207,0.708,0.345,9.9920154860211e-26,"6","PGD"
"METTL9",9.6344692196125e-30,0.527354375805452,0.66,0.303,2.30466138202351e-25,"6","METTL9"
"TYROBP.3",2.02357376095739e-29,0.551189350280048,0.99,0.904,4.84059079358616e-25,"6","TYROBP"
"FPR1",4.58724131756036e-29,0.549284093799941,0.694,0.347,1.09731399557361e-24,"6","FPR1"
"BST1",1.75850122916934e-28,0.407070104668655,0.507,0.188,4.20651079029599e-24,"6","BST1"
"NCF2.3",2.38201846690414e-28,0.561186412441198,0.952,0.766,5.6980263746814e-24,"6","NCF2"
"TSPO.2",3.48394007364171e-28,0.574714520609315,0.895,0.616,8.33393305015833e-24,"6","TSPO"
"CTSB.2",5.41521116049538e-28,0.58169086379651,0.933,0.74,1.2953726617021e-23,"6","CTSB"
"MS4A6A.2",1.79068326985271e-27,0.54823058721538,0.813,0.446,4.28349344981466e-23,"6","MS4A6A"
"CSF3R.2",1.45483184911177e-26,0.471664255110522,0.718,0.365,3.48010326626027e-22,"6","CSF3R"
"ITGAM",1.89543993923684e-26,0.481727919450054,0.651,0.307,4.53408187864843e-22,"6","ITGAM"
"PKM.2",2.60406345861344e-26,0.538728852218155,0.89,0.629,6.22918019934922e-22,"6","PKM"
"GRN.3",7.1009722056706e-25,0.525421967953415,0.914,0.689,1.69862356131846e-20,"6","GRN"
"ANXA1.2",2.42985115693498e-23,0.546754843987542,0.923,0.682,5.81244695250415e-19,"6","ANXA1"
"CSTA",2.67176601655618e-23,0.356755307575008,0.522,0.219,6.39113148820405e-19,"6","CSTA"
"SELL.1",1.00917662733504e-22,0.499211374691964,0.699,0.379,2.41405141024814e-18,"6","SELL"
"SULT1A1",3.71067108713114e-22,0.412462189632852,0.517,0.231,8.87629630752641e-18,"6","SULT1A1"
"CEBPD.1",4.04056316692697e-22,0.442880920540585,0.799,0.464,9.66543115160601e-18,"6","CEBPD"
"CTSH",5.95876605575486e-22,0.425407371076282,0.722,0.403,1.42539642819712e-17,"6","CTSH"
"MPEG1.1",1.08167429698565e-21,0.468227370867918,0.909,0.737,2.58747308581938e-17,"6","MPEG1"
"CD36.2",4.31559854067142e-21,0.477028484304538,0.675,0.374,1.03233432691401e-16,"6","CD36"
"SERPINB1",7.71914366168772e-21,0.45797835263318,0.708,0.416,1.84649635531232e-16,"6","SERPINB1"
"CTSS.2",1.09612236230876e-20,0.406654587599435,1,0.986,2.62203430287879e-16,"6","CTSS"
"GPX1.2",1.3730483397267e-20,0.438356142197135,0.856,0.539,3.28446893346025e-16,"6","GPX1"
"SRGN.3",1.3977255993861e-20,0.467202847174954,0.957,0.801,3.34349940629148e-16,"6","SRGN"
"CAPG",3.18404696156782e-20,0.37872012026123,0.502,0.224,7.61655873676638e-16,"6","CAPG"
"S100A6.1",9.42606608716298e-20,0.418944914702702,0.933,0.756,2.25480926871026e-15,"6","S100A6"
"RTN3",1.89563111384985e-19,0.398140430002662,0.665,0.377,4.53453918744022e-15,"6","RTN3"
"JUN.4",2.12459973817259e-19,0.541658485241371,0.761,0.445,5.08225503368266e-15,"6","JUN"
"FOS.6",2.78021766166994e-19,0.525578589123793,1,0.851,6.65055866848067e-15,"6","FOS"
"RPLP1.2",1.28692600177046e-18,0.460675717503832,0.957,0.794,3.07845568883513e-14,"6","RPLP1"
"CD93",1.29853649055007e-18,0.455330263249186,0.699,0.409,3.10622913904482e-14,"6","CD93"
"CTSD.1",1.56317956792688e-18,0.422733521040267,0.703,0.414,3.73928184443789e-14,"6","CTSD"
"KCTD12.1",3.85598399683798e-18,0.438169490073793,0.799,0.517,9.22389931883614e-14,"6","KCTD12"
"TALDO1.2",7.50796620482169e-18,0.366838451239147,0.742,0.461,1.7959805958554e-13,"6","TALDO1"
"NCF1.1",1.05272104387643e-17,0.455846375446327,0.574,0.308,2.5182140090568e-13,"6","NCF1"
"HLA-A.3",3.35905781001466e-17,0.386357965651158,0.99,0.945,8.03520218733608e-13,"6","HLA-A"
"CYBB.1",6.95544745700898e-17,0.441615889807558,0.971,0.874,1.66381258619112e-12,"6","CYBB"
"ALDH2.1",2.44049831829272e-16,0.392770523160834,0.679,0.407,5.83791602718802e-12,"6","ALDH2"
"ITGA4.1",5.49544252018681e-16,-0.499974281593804,0.22,0.508,1.31456480525389e-11,"6","ITGA4"
"GLIPR2",8.82369850910683e-16,0.328571131388633,0.617,0.348,2.11071692036345e-11,"6","GLIPR2"
"CLEC12A",1.31074021665531e-15,0.378186728524085,0.646,0.389,3.13542167226117e-11,"6","CLEC12A"
"PTAFR.1",1.48536316420691e-15,0.386858965967249,0.627,0.362,3.55313722509934e-11,"6","PTAFR"
"LRRK2",1.5697662262052e-15,0.423211430724544,0.694,0.449,3.75503778970545e-11,"6","LRRK2"
"AP1S2.2",4.09657930804559e-15,0.435055895146281,0.727,0.496,9.79942736277587e-11,"6","AP1S2"
"ITGAL.2",4.30033649906001e-15,-0.517802970595772,0.244,0.51,1.02868349394015e-10,"6","ITGAL"
"ITGB2.1",8.2078609853865e-15,0.328342095698445,0.99,0.935,1.9634024263143e-10,"6","ITGB2"
"RNF130.1",1.23267163384261e-14,0.383285655184944,0.699,0.493,2.94867381531491e-10,"6","RNF130"
"TPT1.2",1.80119024972542e-14,0.318153971578484,1,0.969,4.30862719636819e-10,"6","TPT1"
"TGFBI.2",2.55922096531924e-14,0.362679097788122,0.785,0.564,6.12191247114016e-10,"6","TGFBI"
"RGS2.3",4.15186371654481e-14,0.443610761723751,0.876,0.697,9.93167319634685e-10,"6","RGS2"
"HLA-B.1",6.17574017980075e-14,0.258109355725571,1,1,1.47729880841014e-09,"6","HLA-B"
"NAP1L1.5",1.43085820601856e-13,-0.684613501833852,0.455,0.634,3.422755914617e-09,"6","NAP1L1"
"AMICA1.2",1.92232458991314e-13,0.363873903783799,0.861,0.613,4.59839265153122e-09,"6","AMICA1"
"HLA-DPA1.4",4.00211280902662e-13,-0.821349444853345,0.612,0.727,9.57345405047257e-09,"6","HLA-DPA1"
"ENO1",2.82772146063335e-12,0.344951042634145,0.856,0.703,6.76419250598105e-08,"6","ENO1"
"TMSB10",4.02498718363268e-12,0.299558159897494,0.995,0.951,9.62817184196773e-08,"6","TMSB10"
"CSF1R.6",4.94357761106493e-12,-0.602429582695454,0.402,0.585,1.18255320034284e-07,"6","CSF1R"
"IGF2R",1.25778492152066e-10,0.333260542158829,0.512,0.304,3.00874731076957e-06,"6","IGF2R"
"RAB31",1.33101665496997e-10,0.35686662921375,0.694,0.525,3.18392494035366e-06,"6","RAB31"
"OGFRL1.1",1.39787549344658e-10,0.303386884655481,0.694,0.499,3.34385796787357e-06,"6","OGFRL1"
"CRTAP.1",1.61170529699136e-10,0.29696450547781,0.531,0.332,3.85536024093303e-06,"6","CRTAP"
"LAPTM5.1",4.80587660544123e-10,0.294738272249566,0.971,0.894,1.1496137427876e-05,"6","LAPTM5"
"EMILIN2.1",7.30911362958088e-10,0.299987788679048,0.737,0.539,1.74841307133204e-05,"6","EMILIN2"
"SDCBP",1.21636194020929e-09,0.314943280777979,0.579,0.385,2.90965939717464e-05,"6","SDCBP"
"PLXDC2",1.86950733359981e-09,0.278289115583254,0.603,0.397,4.4720484927041e-05,"6","PLXDC2"
"IL6R",1.92409339489865e-09,0.289339349589788,0.574,0.379,4.60262380993707e-05,"6","IL6R"
"TNFAIP2.1",2.62604102720252e-09,0.279757833764519,0.828,0.632,6.28175274117114e-05,"6","TNFAIP2"
"CFP",2.63209292765615e-09,0.307878699744887,0.785,0.604,6.29622949224628e-05,"6","CFP"
"FCGRT.1",2.67947860650887e-09,0.284329184197022,0.737,0.544,6.40958077462987e-05,"6","FCGRT"
"CAST",3.34152198008695e-09,0.307097289961567,0.718,0.532,7.99325472856599e-05,"6","CAST"
"MYO1F",6.30107916296019e-09,0.258457858749157,0.794,0.626,0.000150728114657171,"6","MYO1F"
"NCOA4",7.59196875838764e-09,0.308342928044236,0.756,0.617,0.000181607484669391,"6","NCOA4"
"S100A10",8.74341488308034e-09,0.293209707321474,0.732,0.543,0.000209151227418165,"6","S100A10"
"GAS7",9.38694895081842e-09,0.256803600155925,0.565,0.37,0.000224545205852527,"6","GAS7"
"RPL13",1.38092942845474e-08,0.252874964919747,0.947,0.857,0.000330332128580659,"6","RPL13"
"BRI3",3.7965670732117e-08,0.274508014757121,0.627,0.448,0.000908176809582971,"6","BRI3"
