"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RP11-349A22.5",9.19641718004852e-09,0.288675419440829,0.34,0.205,0.000242426753283259
"IPCEF1",9.51895159184345e-09,0.264245388352727,0.203,0.1,0.000250929082912585
"XBP1",1.06971611438736e-08,0.26962890951811,0.376,0.232,0.000281987864913652
"SYK",1.11159086981818e-08,-0.418555631458419,0.622,0.702,0.00029302646919277
"RPS20",1.16537275837091e-08,0.33903347321608,0.833,0.764,0.000307203912834157
"RPL13",1.16765860276304e-08,0.272409505150389,0.935,0.911,0.000307806484274365
"MST4",1.18204884776454e-08,0.324744824208071,0.185,0.089,0.00031159989675921
"KAT2B",1.32019681665323e-08,0.299323274270363,0.243,0.131,0.000348017082837958
"EMILIN2",1.32977755390899e-08,-0.411786566911815,0.568,0.662,0.000350542660985948
"USP36",1.33253333839639e-08,0.268121869133472,0.207,0.103,0.000351269113334671
"RASGRP2",1.35837647322647e-08,0.320721503938758,0.3,0.174,0.000358081622107231
"LRRK2",1.42470249277044e-08,-0.525408642088334,0.475,0.589,0.000375565824119216
"CLEC7A",1.47164212224858e-08,-0.502268296331493,0.396,0.512,0.000387939579845948
"RPS21",1.47477530009913e-08,0.370702954218662,0.802,0.702,0.000388765516859133
"ATP2B4",1.63954856530874e-08,0.406998516994672,0.336,0.209,0.000432201397301036
"GNG2",1.67612318301201e-08,0.333866739799783,0.266,0.151,0.000441842832273796
"TNFAIP8",1.68719403488071e-08,0.284830909633504,0.306,0.18,0.000444761219534904
"DIMT1",1.72029899987451e-08,0.340425251388939,0.173,0.082,0.000453488019356919
"PRRC2B",1.76455541187473e-08,0.375970170048865,0.495,0.348,0.000465154452124297
"LST1",2.07082450338693e-08,-0.378619952771216,0.649,0.718,0.000545890047337828
"MARCH6",2.08114996011233e-08,0.372895921683237,0.345,0.215,0.000548611940985211
"LPIN1",2.39596039758408e-08,0.304135085750822,0.162,0.075,0.000631599120407139
"ARRB2",2.43040126851216e-08,-0.403127873136901,0.604,0.679,0.000640678078392489
"ZBTB44",2.43884738081721e-08,0.250717027404267,0.324,0.194,0.000642904558057224
"GAS5",2.5120369969566e-08,0.332024283233519,0.448,0.298,0.000662198072767728
"NUP210",2.84172915877184e-08,0.335361792783254,0.241,0.134,0.000749108223543844
"HERC2",3.81681055218751e-08,0.268055362139039,0.232,0.122,0.00100614942966215
"HLA-DRA",3.87220340273072e-08,-0.404822231250196,0.887,0.9,0.00102075153899384
"DYNLL2",4.01129292686372e-08,0.301818417099511,0.365,0.228,0.00105741692845054
"LPCAT1",4.18487391591568e-08,0.406787381729616,0.27,0.158,0.00110317461297453
"RAB31",4.20091412932593e-08,-0.464422534239054,0.529,0.619,0.00110740297363161
"UHRF2",4.25050397378777e-08,0.298942834942312,0.167,0.079,0.0011204753525302
"RGS2",4.55595560839895e-08,-0.466697505513962,0.77,0.817,0.00120099545793005
"ESYT2",4.77113401538843e-08,0.347407548404879,0.324,0.198,0.00125771863779654
"GSTP1",5.06584250192915e-08,-0.410228333892321,0.714,0.76,0.00133540674193354
"FAM65B",5.25729596640884e-08,0.276404651722608,0.658,0.504,0.00138587578970504
"HIST1H1D",5.39406221579276e-08,0.297531991969722,0.212,0.111,0.00142192874070513
"FAM53B",5.52438578973328e-08,0.322250450679612,0.279,0.165,0.00145628333803159
"RXRA",6.50391701501091e-08,-0.469180501029387,0.444,0.531,0.00171449756432703
"CD81",6.84895371211102e-08,0.343157258279439,0.261,0.152,0.00180545268804958
"NCAM1",6.86955257078842e-08,0.30737486758179,0.115,0.046,0.00181088275318554
"ARPC1B",7.25088122079319e-08,-0.31019104474262,0.773,0.84,0.00191140479861329
"ANXA5",7.8637287848033e-08,-0.36871648668716,0.595,0.644,0.002072957544962
"SNRK",8.06310368876069e-08,0.39181649123606,0.284,0.173,0.0021255147633942
"MDN1",8.36180749794548e-08,0.297463162883881,0.209,0.111,0.00220425607453341
"SULF2",8.65051569936742e-08,-0.397809146315958,0.532,0.634,0.00228036244351025
"UHMK1",8.65715234270198e-08,0.353576168374311,0.41,0.272,0.00228211192905967
"RPL36",8.70174920184713e-08,0.279166603089401,0.471,0.326,0.00229386810709892
"KIAA1109",9.25900403044877e-08,0.409275726932346,0.45,0.318,0.0024407660524666
"CHD2",9.28048131907233e-08,0.304970460253156,0.523,0.37,0.00244642768052066
"FCER1G",9.66908767397127e-08,-0.434413418464933,0.532,0.608,0.00254886820173557
"NCOA4",1.00685399865971e-07,-0.403793470016014,0.664,0.712,0.00265416782586686
"SRPK1",1.02964307560409e-07,0.262130454145035,0.131,0.057,0.00271424211159993
"MEGF9",1.04455487550428e-07,-0.395099551320591,0.604,0.677,0.00275355110731683
"CTSH",1.08919899561278e-07,-0.435676852161704,0.495,0.579,0.00287123747233486
"ARHGEF1",1.10434734838202e-07,0.290435015484616,0.414,0.274,0.00291117004506984
"S100A4",1.18463854599514e-07,-0.313266869565006,0.727,0.799,0.00312282567109778
"ARHGAP15",1.25386022004239e-07,0.325182615930109,0.198,0.107,0.00330530092605375
"DDX5",1.2697300619888e-07,0.276537147748761,0.914,0.878,0.00334713541640868
"WDR60",1.41063034560045e-07,0.269510978335441,0.101,0.039,0.00371856265403735
"MGA",1.44547992469765e-07,0.292374365412272,0.205,0.11,0.00381042962949547
"ELK4",1.45634202538757e-07,0.308760088411849,0.279,0.166,0.00383906321312419
"JAK3",1.48396993441637e-07,0.274926064440562,0.221,0.12,0.00391189314411499
"USP47",1.49799671424102e-07,0.306304664285797,0.309,0.19,0.00394886913841074
"SLC7A7",1.52023004403062e-07,-0.448024447026609,0.511,0.585,0.00400747841906913
"NPC2",1.52455275664561e-07,-0.464375357164508,0.417,0.513,0.00401887352179349
"LILRB2",1.59369599667006e-07,-0.438539497443232,0.574,0.634,0.00420114201682195
"CLK1",1.64319023390835e-07,0.325737683861169,0.455,0.314,0.00433161377560579
"PARP8",1.80507245427691e-07,0.336719389441081,0.432,0.3,0.00475835149671935
"CDK5RAP2",1.80860667966323e-07,0.257718852878354,0.207,0.11,0.00476766806826024
"CCNL2",1.85462563521988e-07,0.30255969506728,0.423,0.286,0.00488897863700313
"PLBD1",1.89396047150095e-07,-0.529668142354106,0.495,0.59,0.00499266919892365
"ST3GAL1",1.93942845178663e-07,0.342566248797078,0.351,0.226,0.00511252734175474
"RANBP6",1.97490596903746e-07,0.29102885241181,0.149,0.071,0.00520604962497965
"TYMP",2.07275426670034e-07,-0.383191417071358,0.671,0.742,0.00546398752244876
"GLS",2.08661774884677e-07,0.278295451085207,0.277,0.165,0.00550053304773497
"RAB37",2.51199029301535e-07,0.289873585400009,0.196,0.104,0.00662185761141776
"RPL27A",2.66675118828753e-07,0.269035149073853,0.892,0.84,0.00702982280744476
"SIGIRR",2.68482338599568e-07,0.253239019709027,0.255,0.15,0.0070774629278232
"WIPF1",2.89932236960663e-07,0.354272539565989,0.563,0.438,0.00764290369852005
"TRAF3IP3",3.0376859257421e-07,0.404519619924144,0.489,0.351,0.00800764386884875
"HELZ",3.04917992944805e-07,0.322141474776379,0.459,0.314,0.008037943212018
"CD44",3.08080652309667e-07,-0.293574457571273,0.795,0.841,0.00812131407553513
"NCALD",3.39943503707513e-07,0.276446303145443,0.243,0.142,0.00896125070123376
"NOSIP",3.4722827464061e-07,0.280127192355846,0.261,0.155,0.00915328454780113
"CSF3R",3.50848447214556e-07,-0.475291492803677,0.543,0.619,0.00924871591702292
"CFD",3.65836473206785e-07,-0.377901440034833,0.536,0.606,0.00964381527020406
"MOAP1",3.67574045987258e-07,0.277647355097687,0.212,0.117,0.00968961942627011
"NOTCH2",3.77907472628329e-07,-0.401087114299227,0.592,0.646,0.00996201888595537
"KANSL1",4.04733990897769e-07,0.312419636403126,0.279,0.167,0.0106691927340561
"URI1",4.31461054679473e-07,0.262663333939784,0.257,0.153,0.0113737448624056
"TSHZ1",4.32608021284668e-07,0.252403552244631,0.18,0.094,0.0114039800490851
"CD300E",4.95243889314652e-07,-0.458229366173185,0.495,0.58,0.0130551241662236
"GAPDH",5.18358014558141e-07,-0.456616507223222,0.525,0.588,0.0136644356217671
"MBNL1",5.33509650365859e-07,0.30980243092447,0.743,0.609,0.0140638478932944
"NKTR",6.60027485162542e-07,0.300838817066185,0.486,0.352,0.0173989845363698
"SERPINA1",6.63828526359565e-07,-0.398911495847507,0.682,0.725,0.0174991837833645
"RPS17L",7.21316248996226e-07,0.258276138545089,0.741,0.6,0.0190146176397895
"ATP6V1B2",7.26271243394126e-07,-0.472901646708361,0.507,0.588,0.0191452362471125
"RBM38",7.31819953126257e-07,0.290574139525826,0.124,0.056,0.0192915057843613
"KIAA1147",8.24747385855812e-07,0.294987476020424,0.122,0.055,0.0217411658385451
"CREG1",8.29897821075382e-07,-0.533494638259038,0.223,0.324,0.0218769364613682
"EZR",8.81905731767946e-07,0.279809386498937,0.543,0.404,0.0232479169951348
"CD93",9.71970606195832e-07,-0.470472201349144,0.559,0.624,0.0256221171499283
"BAZ1B",1.03681208630117e-06,0.305137350915747,0.43,0.299,0.0273314034069852
"IGSF6",1.06167525799416e-06,-0.420746809387184,0.468,0.537,0.0279868214759841
"NOP56",1.10043746822865e-06,0.272168203648383,0.315,0.202,0.0290086320999755
"ATRX",1.12016510619655e-06,0.267856452848801,0.574,0.437,0.0295286723644474
"FOXP1",1.22666990671756e-06,0.371561933182454,0.441,0.325,0.0323362454109816
"LUC7L3",1.24895604231015e-06,0.33226957865724,0.453,0.336,0.032923730231338
"GYPC",1.2772960498998e-06,0.263396945292635,0.128,0.061,0.0336708011714085
"RPS3A",1.31170774623277e-06,0.292457888352236,0.863,0.773,0.0345779278984421
"CSF1R",1.3788482758989e-06,-0.466625845153102,0.471,0.551,0.0363478194009708
"RCAN3",1.59185888524812e-06,0.274609836993698,0.142,0.071,0.0419629920740256
"GBP4",1.59427798932705e-06,0.254691967001208,0.291,0.179,0.0420267620766503
"PAK1",1.65371501450522e-06,-0.42269287786471,0.392,0.483,0.0435935814973721
"FAM8A1",1.66156844604922e-06,0.251507049295777,0.162,0.085,0.0438006058063034
"TNFRSF1B",1.67227868784773e-06,-0.289356329584471,0.827,0.865,0.0440829384903541
"PPP1R15A",1.88201087495553e-06,-0.381721735723751,0.696,0.758,0.0496116886747026
"AKNA",1.94110303088551e-06,0.258000072001861,0.543,0.409,0.0511694169971729
"TNFAIP3",1.9689643022548e-06,0.301772573181206,0.498,0.358,0.0519038679717389
"ITGAL",1.98886753305461e-06,0.305000749395329,0.637,0.512,0.0524285370388524
"FOSB",2.00080091810364e-06,-0.433909983355059,0.649,0.699,0.05274311300213
"RNF216",2.10721722366475e-06,0.301546788315602,0.3,0.192,0.0555483532330266
"PTPRA",2.1079240188631e-06,0.319005860121443,0.302,0.197,0.0555669850612502
"SERP1",2.11477958785155e-06,-0.351691930395709,0.572,0.639,0.0557477047153547
"EHD1",2.12119401410106e-06,0.432634698022278,0.309,0.203,0.055916795405718
"ENO1",2.12845610612638e-06,-0.340848996052461,0.736,0.788,0.0561082314135974
"NOL11",2.20611086291459e-06,0.278998140090047,0.117,0.054,0.0581552884572914
"LPIN2",2.34471522259785e-06,0.318439309262724,0.255,0.158,0.061809037982902
"OGT",2.36997572260017e-06,0.313294457851299,0.439,0.317,0.062474930023463
"RPS6KA3",2.46455640143088e-06,0.288678209717195,0.414,0.293,0.0649681712981195
"PCGF5",2.581311766323e-06,0.320656423383696,0.259,0.161,0.0680459594720405
"MBP",2.6241394619439e-06,0.316697475766674,0.453,0.341,0.0691749403563031
"SULT1A1",2.88724581339665e-06,-0.437155158519172,0.297,0.392,0.0761106868869492
"TBXAS1",3.17367548638297e-06,-0.445465473630712,0.349,0.446,0.0836612594965416
"DUSP6",3.44313830840094e-06,-0.405063214416083,0.691,0.737,0.0907645689477573
"SH3BGRL3",3.58016991591262e-06,-0.394962151851988,0.556,0.62,0.0943768591533724
"PLEKHO1",3.67954065318792e-06,-0.374749436080313,0.581,0.638,0.0969963711586867
"LGALS2",3.74945214717403e-06,-0.505365513297144,0.306,0.401,0.0988393080516545
"OTUD5",3.90057003570484e-06,0.278646531595436,0.255,0.159,0.102822926711215
"XIST",4.01706300781455e-06,0.336609081768226,0.23,0.14,0.105893797948999
"ZNF770",4.17332064324327e-06,0.267156959529965,0.137,0.07,0.110012905476536
"FAM214A",4.6803740564097e-06,0.300705769033466,0.137,0.071,0.123379340501016
"IRAK3",4.73112031007106e-06,-0.409516325170035,0.428,0.497,0.124717062493783
"BTG1",5.10822369243268e-06,0.260325517813658,0.818,0.722,0.134657884756218
"DENND1C",5.36295183352052e-06,0.273340664723535,0.173,0.097,0.141372773283435
"ALDOA",5.42968541605665e-06,-0.295171911744203,0.739,0.763,0.143131937252669
"DUSP1",5.54009965719802e-06,-0.308814823211613,0.838,0.878,0.146042567063397
"KAT6A",5.58557848743114e-06,0.298507281476204,0.432,0.314,0.147241434507172
"ALDH2",5.96036832789718e-06,-0.392453938185704,0.559,0.619,0.157121269491698
"G3BP2",6.03243572025337e-06,0.363189590418287,0.374,0.262,0.159021038021599
"KMT2E",6.06919277103135e-06,0.291443541279078,0.608,0.488,0.159989990637157
"OSBPL3",6.08896988191232e-06,0.282507065796424,0.106,0.049,0.160511335057091
"CASP8AP2",6.27454733927129e-06,0.340056677008622,0.223,0.137,0.16540334241053
"MEFV",6.37558813330406e-06,-0.407735739585007,0.403,0.478,0.168066878782028
"ASXL1",6.40654321436757e-06,0.267940224048667,0.234,0.142,0.168882885673944
"ZNF721",6.59580748236273e-06,0.263044362990565,0.113,0.053,0.173872081042564
"XIAP",6.83287354267227e-06,0.260847057982489,0.273,0.172,0.180121379458384
"PPP6R1",7.31334400537104e-06,0.262224566904133,0.245,0.154,0.192787061325586
"ATP11B",7.62977026897903e-06,0.357874175631583,0.241,0.154,0.201128374060556
"ZNF83",7.70039130022942e-06,0.297572401504378,0.146,0.078,0.202990015065348
"KIAA0513",7.8957407460328e-06,-0.428994811916566,0.225,0.321,0.208139621806171
"CD47",8.20101563147682e-06,0.314601237275222,0.378,0.268,0.216186973061361
"GPATCH8",8.37342163034958e-06,0.255525412136077,0.295,0.194,0.220731767597645
"RNASE6",8.42083416441831e-06,-0.491881741403601,0.209,0.296,0.221981609408231
"KLF4",8.5691120884731e-06,-0.292377406354204,0.682,0.717,0.225890363764239
"RBBP7",8.66019471856445e-06,0.260842024109224,0.232,0.143,0.228291392976077
"HERPUD2",8.8863386588822e-06,0.296688783004871,0.252,0.159,0.234252773386794
"MED17",9.57419336848347e-06,0.26311331597732,0.131,0.066,0.252385311386593
"PDCD4",9.75862579365536e-06,0.309999093863725,0.322,0.218,0.257247134546549
"MECP2",1.01738135998114e-05,0.275714638061619,0.178,0.102,0.268191900304629
"UTRN",1.06403540500251e-05,0.308983320554418,0.662,0.549,0.280490373112712
"S100A12",1.09399575748798e-05,-0.520054064228241,0.423,0.503,0.288388221631407
"PCNT",1.14798593726389e-05,0.281431433029752,0.227,0.14,0.302620572922133
"SOD1",1.16400171196807e-05,0.330437183081627,0.36,0.256,0.306842491291902
"CECR1",1.20339083762479e-05,-0.351968281489262,0.606,0.636,0.317225858706271
"LYN",1.23457284507547e-05,-0.324661583866341,0.631,0.698,0.325445747690346
"RNF130",1.24251147576983e-05,-0.341504586987867,0.583,0.63,0.327538450127685
"SMG1",1.27076472055625e-05,0.328614668758836,0.509,0.395,0.334986287985834
"RPL9",1.36565416883223e-05,0.272393504219722,0.802,0.726,0.360000095445865
"RPL18A",1.38293464903834e-05,0.270034345041102,0.847,0.733,0.364555402832997
"PLXNB2",1.45423602209988e-05,-0.371580684234193,0.372,0.462,0.383351157785751
"ATF2",1.514819934456e-05,0.250690494867078,0.176,0.101,0.399321682921946
"DIDO1",1.57130122000936e-05,0.304742165947087,0.252,0.163,0.414210714606668
"LINC00936",1.60258805452766e-05,-0.47866455377045,0.342,0.42,0.422458237054035
"IER2",1.63217275427189e-05,-0.377830870971055,0.599,0.65,0.430257059753612
"HLA-DRB5",1.64214648441916e-05,-0.50817876105928,0.518,0.598,0.432886234757735
"WARS",1.66201078709776e-05,-0.425185130616918,0.453,0.526,0.43812266358684
"FRYL",1.69905037098057e-05,0.293303891185354,0.309,0.21,0.447886668294189
"LRP1",1.7756550471506e-05,-0.356381121740541,0.538,0.599,0.46808042697937
"USP24",1.79629173332043e-05,0.25094035122279,0.266,0.173,0.473520463820598
"CTSZ",1.85177677220447e-05,-0.349890295550828,0.466,0.541,0.48814687492082
"XRN1",1.87299737985982e-05,0.259631325757664,0.347,0.237,0.493740839304847
"PEAK1",2.04633243139883e-05,0.256269102452702,0.126,0.065,0.539433692241045
"LTA4H",2.20281047566385e-05,-0.386115486357492,0.574,0.634,0.580682869489746
"USP34",2.34495474616914e-05,0.289211256533346,0.414,0.3,0.618153520637647
"TPST2",2.44638012642656e-05,0.255859449690355,0.178,0.105,0.644890265127305
"C19orf38",2.47754016217081e-05,-0.482807960046259,0.315,0.389,0.653104362149847
"SIRPA",2.53369263478106e-05,-0.389832883560238,0.309,0.398,0.667906715454635
"ALOX5",2.71797190023817e-05,-0.492471282735023,0.36,0.424,0.716484572621784
"HIST1H1E",2.73515187054483e-05,0.253899465523602,0.311,0.214,0.721013384594323
"PCM1",2.90766472671079e-05,0.258202034236725,0.482,0.365,0.766489498608232
"RPL38",2.93825364831943e-05,0.261610672029408,0.698,0.594,0.774553044233486
"PURA",3.28339249243676e-05,0.259332275127818,0.198,0.121,0.865535094931254
"APOBR",3.39638692876638e-05,-0.440219855181363,0.412,0.478,0.895321558292106
"SEMA4D",3.59493075322801e-05,0.264416114351158,0.462,0.348,0.947659695858435
"CD4",3.6194258169534e-05,-0.350684172461024,0.534,0.592,0.954116839607085
"EGR1",3.66818733114918e-05,-0.564125178043051,0.318,0.401,0.966970862364236
"THEMIS2",3.70270420261626e-05,-0.355181723976608,0.432,0.507,0.976069854851673
"TMEM176B",4.07985925574655e-05,-0.566328208442462,0.3,0.372,1
"ZBTB40",4.26557759313399e-05,0.261359129499379,0.2,0.123,1
"SF3A3",5.15800377009849e-05,0.268015236399855,0.288,0.197,1
"EVI2B",5.40418207799711e-05,-0.368600404216151,0.59,0.623,1
"ATG3",5.45829884018865e-05,-0.409088314082193,0.291,0.371,1
"FGR",5.63154817566579e-05,-0.303242955969293,0.687,0.726,1
"RPL37",5.67765655642948e-05,0.272818181218938,0.705,0.613,1
"DEF6",6.20874991513472e-05,0.257256468696042,0.32,0.226,1
"RNF5",6.38667731150864e-05,0.280336358494678,0.189,0.118,1
"CNST",6.56674791285776e-05,0.264766497102857,0.113,0.059,1
"MDFIC",6.74164761794903e-05,0.260130086614855,0.234,0.154,1
"CALM2",7.20908659159691e-05,-0.270056793537063,0.694,0.739,1
"PRKX",7.5006771862822e-05,0.253006064738832,0.309,0.217,1
"ZZEF1",7.57589577727908e-05,0.315807393369401,0.324,0.231,1
"HK3",7.5773248091308e-05,-0.397359353101886,0.23,0.314,1
"UBTF",7.62821839178092e-05,0.267840708928371,0.331,0.236,1
"DR1",7.80861031108152e-05,0.28910279823772,0.342,0.245,1
"GOLGA3",8.30324846165534e-05,0.261147487080043,0.324,0.224,1
"LMO2",8.30745121625561e-05,-0.290457878253488,0.329,0.41,1
"CD163",8.42469582632002e-05,-0.450087472210127,0.336,0.406,1
"ZDHHC7",9.00011967176955e-05,-0.368099298820177,0.392,0.46,1
"STAT5B",9.10761008588659e-05,0.27209814625946,0.45,0.347,1
"AOAH",9.70695892329446e-05,-0.346471045559357,0.527,0.564,1
"ZNF106",0.000100146945163007,-0.3608052799313,0.644,0.674,1
"BRI3",0.000100162805623642,-0.348891389574534,0.516,0.577,1
"TRAPPC10",0.000100490683093664,0.25351092970668,0.297,0.203,1
"C9orf89",0.000101506333927215,-0.3590527478929,0.133,0.208,1
"BTAF1",0.00010551351908914,0.296373703141621,0.333,0.237,1
"BNIP3L",0.000109285713727975,-0.368794919841744,0.468,0.527,1
"RTN3",0.000112222657556977,-0.343830129899001,0.482,0.546,1
"HCK",0.000112995237020141,-0.27069327616143,0.48,0.557,1
"GAS7",0.000115327145886843,-0.360191091108922,0.482,0.543,1
"KIF13A",0.000117158396075679,-0.419752930388474,0.189,0.267,1
"ADD1",0.000125436788920955,0.313621193732103,0.527,0.419,1
"RASSF1",0.000126678143377972,0.305599773397968,0.255,0.174,1
"DPYD",0.000131631600183762,-0.351011782455118,0.363,0.437,1
"QKI",0.000131702660498429,-0.370994071534566,0.471,0.522,1
"LGALS1",0.000134280596475285,-0.342150221902979,0.482,0.531,1
"CAPG",0.000135445591316722,-0.383452451482759,0.322,0.399,1
"SERPINB1",0.000138121635546126,-0.309840318480822,0.57,0.61,1
"SLC15A4",0.000142444081598885,0.262886882754567,0.169,0.104,1
"MTR",0.00014762396577774,0.278979588984811,0.214,0.14,1
"CD86",0.000166584888721191,-0.36100063723841,0.372,0.441,1
"ALDH3B1",0.000170407650088318,-0.394840763596611,0.288,0.359,1
"MAPKAPK3",0.000171085444371585,-0.36760261930521,0.32,0.39,1
"RAB32",0.00017186322023639,-0.386510737603236,0.234,0.306,1
"F13A1",0.000172728053423605,-0.418982797623928,0.164,0.241,1
"SLC11A1",0.000177156462431901,-0.394341652163085,0.495,0.529,1
"CLEC12A",0.000194527147395478,-0.399352848479645,0.439,0.488,1
"CD36",0.000199118428698419,-0.301955273198785,0.57,0.611,1
"NBPF10",0.000204924192906144,-0.26736351113709,0.592,0.628,1
"PTAFR",0.000211674429319379,-0.335804699548582,0.532,0.585,1
"ANXA1",0.000217867607870749,-0.280018122152788,0.813,0.82,1
"S100A10",0.000221870799010089,-0.311366005881906,0.619,0.651,1
"LAMTOR1",0.000223880635209849,-0.397860261370269,0.286,0.358,1
"SCAF8",0.000224992159541221,0.268735671609614,0.196,0.127,1
"ZFAND5",0.000230784017477109,-0.336674953987263,0.599,0.644,1
"RHOG",0.000245332205112984,-0.352909683422582,0.374,0.435,1
"FGD4",0.000261816289898301,-0.366464368037052,0.131,0.201,1
"FPR1",0.00026298849860495,-0.359231490559642,0.495,0.548,1
"TET2",0.000265640088395602,-0.320684370566398,0.423,0.494,1
"CRTAP",0.000268582605510848,-0.330495230725723,0.498,0.539,1
"FES",0.000276632063450984,-0.38239020451248,0.288,0.355,1
"CKAP4",0.000285104949662921,-0.328187116120979,0.313,0.392,1
"FCGR2A",0.000292975178618125,-0.365830508174825,0.453,0.506,1
"ERBB2IP",0.000315953585980506,0.270031629308433,0.577,0.479,1
"ITGB1",0.000322392372653844,0.250132628735551,0.453,0.349,1
"IL6R",0.000331437243445151,-0.336489221410673,0.516,0.568,1
"METTL9",0.000357982604192191,-0.391326399807577,0.466,0.51,1
"OSCAR",0.000360842692492903,-0.315198448088123,0.176,0.247,1
"CNPY3",0.000370014243505005,-0.286943632940461,0.559,0.608,1
"MFSD1",0.000391954356579189,-0.352586297524026,0.399,0.455,1
"SIRPB1",0.000459632908779807,-0.382706480375971,0.304,0.365,1
"TLR4",0.000480794466523754,-0.367512475500541,0.428,0.475,1
"PRKCD",0.000483758968840708,-0.321824478606667,0.327,0.395,1
"TNFSF13B",0.000486545445424443,-0.380992678056645,0.374,0.424,1
"SECTM1",0.0004958396076096,-0.356330640812822,0.268,0.34,1
"ASAH1",0.000521042308303692,-0.304260252850977,0.622,0.645,1
"EIF2AK1",0.000548836572564095,0.252471361779761,0.372,0.281,1
"GM2A",0.00056435152745755,-0.410570892445993,0.275,0.335,1
"TLR2",0.000582226198678882,-0.30195073824518,0.268,0.338,1
"PLXDC2",0.000634043711607389,-0.32491767044251,0.525,0.562,1
"PYGL",0.00063841105520817,-0.364002639864533,0.282,0.352,1
"DPYSL2",0.000673783990815195,-0.382075631678963,0.365,0.416,1
"PADI4",0.000720071601267524,-0.448159457623762,0.164,0.228,1
"NLRP3",0.000720180189891361,-0.32430331674079,0.151,0.217,1
"RCSD1",0.000723331609383225,-0.266736107472708,0.633,0.671,1
"LGALS9",0.00072493955212761,-0.335257194292701,0.345,0.405,1
"CTSD",0.000746156817012641,-0.323585142256646,0.588,0.606,1
"CD33",0.000767107595307005,-0.341182587082253,0.23,0.299,1
"RILPL2",0.000872220702069495,-0.325257976214958,0.342,0.41,1
"YBX3",0.000953186349728593,-0.319094247859781,0.448,0.499,1
"SCIMP",0.00101333766297603,-0.341312614329632,0.273,0.337,1
"TMEM170B",0.00102821476378416,-0.337964832771651,0.225,0.293,1
"AHR",0.00103128156944479,-0.413693786584812,0.342,0.394,1
"PRAM1",0.00106761018371675,-0.339732270622437,0.284,0.351,1
"MAFB",0.00108664817483409,-0.400161008420217,0.426,0.475,1
"SPTLC2",0.00111450404590334,-0.328021560199051,0.417,0.462,1
"LILRA5",0.00126435298575293,-0.326621452206175,0.155,0.22,1
"MIS18BP1",0.00127106108912904,-0.37070650849431,0.419,0.463,1
"KCNQ1",0.00127452828645526,-0.294922983658037,0.14,0.202,1
"NIN",0.00131849347226723,-0.257470388713885,0.631,0.649,1
"PRCP",0.00132522420352969,-0.392158525533657,0.178,0.235,1
"CASP1",0.00133019627336136,-0.298872851878389,0.498,0.537,1
"PEA15",0.00150403828203953,-0.299618509112173,0.306,0.373,1
"NFAM1",0.00151354335868684,-0.322107217683961,0.378,0.431,1
"SCPEP1",0.00155145296579045,-0.32594370747641,0.383,0.437,1
"CLIC4",0.0016385225337233,-0.264546783860896,0.081,0.133,1
"HMOX1",0.0016565481118376,-0.314494423093679,0.149,0.209,1
"H2AFY",0.00168120367344457,-0.257903036299466,0.662,0.676,1
"NAPRT1",0.00171271448562907,-0.38586850461561,0.191,0.247,1
"BLVRA",0.00179577043774591,-0.380078851158718,0.282,0.336,1
"RGS18",0.00182426882363283,-0.364968470180069,0.176,0.232,1
"MYCL",0.00187958144955816,-0.276360297293369,0.097,0.151,1
"SMCO4",0.00188505807122527,-0.299157314586243,0.182,0.244,1
"CYBA",0.00195951011049253,-0.255257784767509,0.691,0.717,1
"SOD2",0.00199572227217133,-0.320337759576346,0.606,0.649,1
"EPB41L3",0.00204350633163869,-0.283781276739616,0.216,0.28,1
"GDI2",0.00204765836242593,-0.256809339034209,0.561,0.587,1
"NFKBIA",0.00206707629080315,-0.293206365845353,0.786,0.811,1
"PPT1",0.00213764129493894,-0.269409971328683,0.597,0.623,1
"FAM198B",0.00216456845443518,-0.357374160786839,0.198,0.254,1
"EVI2A",0.00219941984785026,-0.34217102351852,0.39,0.428,1
"GLT1D1",0.00220213683043211,-0.292769105094047,0.146,0.202,1
"ZYX",0.00224289236273406,-0.259422133827806,0.376,0.434,1
"NAAA",0.00240171588485312,-0.40176822279238,0.295,0.351,1
"TESC",0.0024924113802264,-0.298873187017608,0.086,0.135,1
"ATP6V0B",0.00259488631014848,-0.265119263001063,0.552,0.599,1
"PILRA",0.00262683318969554,-0.320753442561555,0.43,0.475,1
"NCF1",0.00277002060922624,-0.324449888023923,0.509,0.54,1
"BST1",0.00284279602503773,-0.341530477734692,0.293,0.35,1
"MARCKS",0.0029192262494853,-0.398498566019781,0.426,0.463,1
"COX5B",0.00318621169573773,-0.287277089006812,0.457,0.5,1
"PLXNC1",0.00322532202093423,-0.27028213497553,0.417,0.467,1
"NAGK",0.0033901367659595,-0.265874490536694,0.514,0.547,1
"HLA-DMB",0.00339442478882916,-0.332931762289802,0.491,0.518,1
"HDAC1",0.00359842766180182,0.285147497287441,0.327,0.259,1
"EVI5",0.00367393851811413,-0.274747319154784,0.162,0.215,1
"PLIN3",0.00374928263941835,-0.295562937207991,0.149,0.205,1
"RBPJ",0.00390860992096262,-0.284884715884658,0.264,0.323,1
"CORO1C",0.00400277824031145,-0.336572887925219,0.365,0.403,1
"VAMP3",0.00403538472704242,-0.265289930642601,0.284,0.34,1
