"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS19.13",7.7568294399683e-17,0.863815471647653,1,0.776,1.85551117033482e-12,"19","RPS19"
"SIGLEC10.4",8.27687423749791e-17,0.881344612463998,0.815,0.326,1.97991108635188e-12,"19","SIGLEC10"
"CFD.3",4.69236560940569e-16,0.804072954319114,0.963,0.532,1.12246077742594e-11,"19","CFD"
"NAP1L1.16",9.98820879619866e-16,0.867024990158166,0.981,0.616,2.38927942613868e-11,"19","NAP1L1"
"LST1.14",4.38130874908576e-15,0.869982752990097,0.981,0.718,1.0480528658688e-10,"19","LST1"
"IFITM3.4",1.4368626248566e-14,0.796015362026618,0.759,0.315,3.43711908491948e-10,"19","IFITM3"
"PIK3AP1.4",1.58715791374568e-14,0.794661354380643,0.889,0.478,3.79664044547105e-10,"19","PIK3AP1"
"MTSS1.4",1.59257604447544e-14,0.609344693966852,0.722,0.254,3.80960115598969e-10,"19","MTSS1"
"SIDT2",7.72341165855649e-14,0.518210627678805,0.519,0.154,1.8475173028433e-09,"19","SIDT2"
"IFITM2.4",8.51256991707453e-14,0.770127079617128,0.778,0.362,2.0362918498634e-09,"19","IFITM2"
"S100A8.15",1.94880902276165e-13,-2.19848150721511,0.185,0.666,4.66174606334814e-09,"19","S100A8"
"MAPKAPK3.1",5.68487834114825e-13,0.518621659546917,0.796,0.337,1.35987974798607e-08,"19","MAPKAPK3"
"FTL.7",6.33344788987527e-13,0.709781955957661,1,0.975,1.51502406973706e-08,"19","FTL"
"SERPINA1.9",1.27241283541871e-12,0.61908705443878,0.981,0.683,3.0437387436051e-08,"19","SERPINA1"
"SVIL",1.32997432342223e-12,0.37800569286279,0.519,0.153,3.18143157905831e-08,"19","SVIL"
"HLA-E.11",1.64803856679299e-12,0.628988912395467,1,0.979,3.94227305562552e-08,"19","HLA-E"
"LYZ.12",2.51918787943645e-12,-1.85580681691143,0.704,0.832,6.02614932639993e-08,"19","LYZ"
"AIF1.11",3.78883939805186e-12,0.738065719688921,0.981,0.839,9.06328272407985e-08,"19","AIF1"
"S100A9.14",6.19742913305438e-12,-2.32007578830651,0.519,0.767,1.48248702291794e-07,"19","S100A9"
"SPN.4",9.69041354219763e-12,0.757202110458584,0.796,0.424,2.31804382342909e-07,"19","SPN"
"SCRN1",1.1712850506028e-11,0.544916172955311,0.574,0.203,2.80183096954697e-07,"19","SCRN1"
"LILRB1.4",2.62274705189373e-11,0.67583489586783,0.759,0.38,6.27387322283499e-07,"19","LILRB1"
"SAT1.12",2.82903821934935e-11,0.689932002333543,0.963,0.827,6.76734232450559e-07,"19","SAT1"
"TCF7L2.4",3.08811794719238e-11,0.561700610960657,0.593,0.221,7.38708694147889e-07,"19","TCF7L2"
"FOS.16",3.62147671104677e-11,-1.10337174935448,0.593,0.865,8.66293444049498e-07,"19","FOS"
"NFKBIZ.4",5.8680270173691e-11,0.670845100793315,0.815,0.432,1.40369074282486e-06,"19","NFKBIZ"
"FCER1G.8",8.34224777309955e-11,0.639420544276932,0.889,0.589,1.99554908980314e-06,"19","FCER1G"
"TIMP1",9.55831279664624e-11,0.609286936980575,0.63,0.262,2.28644400408575e-06,"19","TIMP1"
"RASSF5.4",2.06298379685816e-10,0.573394225790394,0.87,0.456,4.9348635404644e-06,"19","RASSF5"
"IER5.3",2.4591668168873e-10,0.503862716342458,0.796,0.376,5.88257294267612e-06,"19","IER5"
"SOD1",5.16343635301176e-10,0.491616058667213,0.611,0.251,1.23514561000394e-05,"19","SOD1"
"TBC1D1",5.56330927680549e-10,0.462093738686686,0.648,0.272,1.33079921210464e-05,"19","TBC1D1"
"CYFIP2.1",8.9905802972337e-10,0.576307831284194,0.537,0.214,2.15063671290127e-05,"19","CYFIP2"
"KDM1B",1.14087466854449e-09,0.438919529023271,0.648,0.274,2.72908629462527e-05,"19","KDM1B"
"EMR2.2",1.22239044319263e-09,0.484510427269635,0.611,0.255,2.92408017916109e-05,"19","EMR2"
"PPM1F.1",1.2539686547526e-09,0.469217219145172,0.667,0.294,2.99961841903369e-05,"19","PPM1F"
"VASP.10",1.68026106930168e-09,0.602282178030114,0.815,0.539,4.01935250387654e-05,"19","VASP"
"MTPN.3",4.50377322664558e-09,0.504200802410533,0.704,0.348,0.000107734759354589,"19","MTPN"
"FTH1",5.15842364539153e-09,0.446619520833874,0.611,0.27,0.000123394652021411,"19","FTH1"
"PTGES3",7.24286496539393e-09,0.44706287565229,0.574,0.252,0.000173256572837188,"19","PTGES3"
"SCIMP.1",7.97755608081098e-09,0.385936425230614,0.648,0.278,0.000190831119009079,"19","SCIMP"
"TSPAN14.2",8.3415876426595e-09,0.462450729803542,0.722,0.354,0.000199539118000058,"19","TSPAN14"
"TMSB4X.7",9.18484936872059e-09,0.471631235692582,1,0.979,0.000219710781749165,"19","TMSB4X"
"PAG1.4",1.04312699474489e-08,0.447706807753151,0.611,0.262,0.000249526408412925,"19","PAG1"
"CD14.14",1.04696109799279e-08,-0.892853502288862,0.13,0.526,0.000250443564250855,"19","CD14"
"SLC44A2.3",1.14024111652691e-08,0.536017423501367,0.556,0.249,0.000272757077484402,"19","SLC44A2"
"MBD2.4",1.45250710005945e-08,0.560671475381713,0.722,0.409,0.000347454223405222,"19","MBD2"
"RNF149.1",1.69172130523953e-08,0.431767444599899,0.648,0.302,0.000404676653426349,"19","RNF149"
"DCAF7",1.8692313623888e-08,0.467164534367931,0.63,0.292,0.000447138834197024,"19","DCAF7"
"TXNIP.10",2.32841068187807e-08,0.720269736029073,1,0.94,0.000556979119212052,"19","TXNIP"
"PTPRC.14",2.43476886346214e-08,0.464449959680562,1,0.924,0.000582421059828779,"19","PTPRC"
"LRRC25.3",2.50223101571687e-08,0.465399281981068,0.685,0.351,0.000598558681269632,"19","LRRC25"
"ASAH1.3",2.78119134211199e-08,0.489233880770327,0.889,0.573,0.00066528878094661,"19","ASAH1"
"ACTR2.7",2.84911050131204e-08,0.554242116830383,0.944,0.765,0.000681535723018852,"19","ACTR2"
"HCK.5",2.96614055143616e-08,0.487996092372754,0.833,0.509,0.000709530481309043,"19","HCK"
"TPM3.7",3.75603327075882e-08,0.498643535604012,0.981,0.788,0.000898480718698217,"19","TPM3"
"PTP4A2.10",4.05469497527379e-08,0.575649106763432,0.981,0.763,0.000969923585035243,"19","PTP4A2"
"CMTM6.6",4.78169512170288e-08,0.506205498368954,0.778,0.503,0.00114382929006255,"19","CMTM6"
"C5AR1.2",6.00045947146145e-08,0.410945846259823,0.759,0.392,0.00143536991016829,"19","C5AR1"
"ADRBK2.3",6.38930578918701e-08,0.569355201019009,0.685,0.376,0.00152838583783143,"19","ADRBK2"
"STK10.2",6.92234386993437e-08,0.448352034887809,0.796,0.452,0.001655893877127,"19","STK10"
"ZNF106.2",7.12705264297259e-08,0.551304012706774,0.907,0.602,0.00170486226272547,"19","ZNF106"
"LILRA1.1",8.4198901881767e-08,0.425016769625032,0.593,0.271,0.00201412193191375,"19","LILRA1"
"ACTB.7",1.00541800261137e-07,0.400423221617541,0.981,0.966,0.00240506040404665,"19","ACTB"
"BCAS4.5",1.12113997394137e-07,0.427987740461668,0.889,0.548,0.00268187893166514,"19","BCAS4"
"DRAP1",1.39912653517841e-07,0.319329933821432,0.556,0.235,0.00334685058480027,"19","DRAP1"
"BID.1",1.51481324284844e-07,0.470603775242578,0.611,0.315,0.00362358475821775,"19","BID"
"GPX1.10",1.70469179769456e-07,-0.662004662694482,0.204,0.566,0.00407779324926515,"19","GPX1"
"CAP1.10",1.83548250778226e-07,0.534485495516586,0.907,0.778,0.00439065770686595,"19","CAP1"
"MSN.5",1.97616828073925e-07,0.519073532586251,0.981,0.791,0.00472719214435636,"19","MSN"
"LCP2",1.99762861892134e-07,0.392548716573386,0.63,0.301,0.00477852741932174,"19","LCP2"
"POU2F2.6",2.00649038464355e-07,0.453523775334516,0.815,0.514,0.00479972564910584,"19","POU2F2"
"PTPN18",2.1271948718734e-07,0.464036044125014,0.741,0.434,0.00508846285300837,"19","PTPN18"
"RXRA.1",2.39363282956753e-07,0.487809791819917,0.759,0.455,0.00572580909160849,"19","RXRA"
"LILRB2.9",2.66265541870756e-07,0.505668081696362,0.87,0.592,0.00636933802709036,"19","LILRB2"
"RNF13",2.70064315250871e-07,0.355092904118336,0.556,0.251,0.00646020848511608,"19","RNF13"
"WDR11.1",2.76874403482094e-07,0.402809497087627,0.519,0.225,0.00662311260569518,"19","WDR11"
"B2M.4",2.77351533039378e-07,0.324590994205148,1,1,0.00663452602183497,"19","B2M"
"OAS1",4.04239360717973e-07,0.392548716573386,0.537,0.248,0.00966980974773463,"19","OAS1"
"SNX18.2",4.10224233721595e-07,0.508635968523748,0.63,0.335,0.00981297389485427,"19","SNX18"
"WSB1.2",4.22558922140942e-07,0.398437908503867,0.685,0.379,0.0101080319765335,"19","WSB1"
"CTSS.7",4.74669973810063e-07,0.429361382191114,1,0.987,0.0113545804435105,"19","CTSS"
"HK3",6.64526327571718e-07,0.4729630481165,0.519,0.248,0.0158961342818431,"19","HK3"
"ITGAL.7",6.9147858135727e-07,0.395092704255839,0.833,0.486,0.0165408591446472,"19","ITGAL"
"SLC2A6.1",7.13973448927366e-07,0.440625455269937,0.519,0.231,0.0170789588717915,"19","SLC2A6"
"MAFB.3",7.51845209554021e-07,0.463075712773576,0.759,0.445,0.0179848892577417,"19","MAFB"
"PILRA.2",9.12455311715618e-07,0.464189728323221,0.685,0.406,0.0218268435115493,"19","PILRA"
"EEF1A1.1",1.13468722707177e-06,0.375945353312344,1,0.985,0.0271428531587838,"19","EEF1A1"
"AMPD2",1.15731069895004e-06,0.346191591239798,0.519,0.235,0.0276840292295839,"19","AMPD2"
"PABPC4",1.16466498439692e-06,0.42507665443929,0.63,0.353,0.0278599510917587,"19","PABPC4"
"ATG3.2",1.17564425902186e-06,0.450857015056582,0.611,0.337,0.028122586320062,"19","ATG3"
"ARPC5.4",2.06939169914023e-06,0.470103708621004,0.87,0.706,0.0495019188351336,"19","ARPC5"
"CUX1.1",2.47531083661009e-06,0.315127254241658,0.704,0.368,0.0592119105225499,"19","CUX1"
"RGS19.1",2.79791557835152e-06,0.351665660132813,0.685,0.378,0.0669289385497467,"19","RGS19"
"AGPAT3.1",3.33273009440001e-06,0.429686163205746,0.648,0.39,0.0797222365881426,"19","AGPAT3"
"PGK1.5",3.80740569956765e-06,0.434895007282981,0.796,0.6,0.0910769517393577,"19","PGK1"
"PTPN6.8",3.9033357148919e-06,0.520039724542279,0.741,0.52,0.0933716936359291,"19","PTPN6"
"ACTR3.7",4.02094943215265e-06,0.422603485129142,0.815,0.585,0.0961851313665236,"19","ACTR3"
"ITGA4.6",4.41306417823741e-06,0.405776215452454,0.778,0.484,0.105564908207617,"19","ITGA4"
"MYL6.7",4.51281696662918e-06,0.511193213072005,0.907,0.845,0.107951094658737,"19","MYL6"
"YWHAZ.2",4.91766289272141e-06,0.446435099468521,0.778,0.567,0.117635414056789,"19","YWHAZ"
"CD52.4",5.20834425021783e-06,0.420563092742983,0.778,0.512,0.124588802809461,"19","CD52"
"LYST.7",6.46560940098773e-06,0.439036586270891,0.815,0.643,0.154663842481027,"19","LYST"
"YBX1.6",7.07343629622197e-06,0.410194236167623,0.907,0.72,0.169203669641926,"19","YBX1"
"MYD88.3",7.5738892992981e-06,0.335086509404308,0.667,0.356,0.18117500592851,"19","MYD88"
"OAZ1.4",8.9546123652513e-06,0.337007534932901,1,0.928,0.214203282389176,"19","OAZ1"
"CDC42.1",1.05626220147674e-05,0.406563929875974,0.778,0.578,0.252668481215251,"19","CDC42"
"ANXA1.12",1.1615793833056e-05,-0.614410752015891,0.444,0.702,0.277861404280532,"19","ANXA1"
"CBL",1.22871029384123e-05,0.362466835197339,0.574,0.297,0.29391978938976,"19","CBL"
"MT-CO2.2",1.2565007343941e-05,0.355873809502131,1,0.982,0.300567540674411,"19","MT-CO2"
"CD97.1",1.39295307654681e-05,0.376895452261901,0.593,0.338,0.333208305440762,"19","CD97"
"KLF3",1.41999938462685e-05,0.314042152118444,0.537,0.269,0.339678052796588,"19","KLF3"
"EHBP1L1.2",1.65187757241478e-05,0.388202809960757,0.704,0.444,0.39514563409734,"19","EHBP1L1"
"HSPA8",1.68149508111059e-05,0.381750050580804,0.778,0.481,0.402230438352464,"19","HSPA8"
"RPLP1.10",1.71657101514103e-05,-0.554437284612931,0.648,0.807,0.410620952531886,"19","RPLP1"
"SECTM1.1",1.8160309770675e-05,0.376922481423987,0.574,0.307,0.434412770024316,"19","SECTM1"
"PRKCB.2",2.08105934497047e-05,0.47845316295494,0.741,0.528,0.497810205910387,"19","PRKCB"
"PLXNB2.1",2.10300236640075e-05,0.395002280159468,0.648,0.397,0.503059196066724,"19","PLXNB2"
"MT-CO1.1",2.96029149238067e-05,0.296546121361378,1,0.998,0.70813132789238,"19","MT-CO1"
"CSK.2",3.02382208313668e-05,0.291730584014816,0.593,0.322,0.723328480507125,"19","CSK"
"CASP1",3.46751854652034e-05,0.296828370707439,0.778,0.471,0.829465111513132,"19","CASP1"
"S100A4.3",3.47217818555418e-05,0.412507450997196,0.87,0.744,0.830579743766415,"19","S100A4"
"RNASET2.1",3.50584621727679e-05,0.415658127339309,0.741,0.498,0.838633473634781,"19","RNASET2"
"ARHGDIB.3",3.53646713590309e-05,0.420043235542898,0.87,0.76,0.845958303579377,"19","ARHGDIB"
"CEBPB.1",3.67702602867976e-05,0.299780899739056,0.556,0.299,0.879581396320486,"19","CEBPB"
"FAM49A.1",3.678216274861e-05,0.26949517234497,0.519,0.262,0.879866115109501,"19","FAM49A"
"ARL6IP5.2",3.99118510711293e-05,0.386675567847984,0.704,0.469,0.954731389472483,"19","ARL6IP5"
"MALAT1.10",4.1251160111443e-05,-0.593037101223324,1,0.999,0.986769001025828,"19","MALAT1"
"UBE2J1",4.43581936851185e-05,0.266676327791072,0.556,0.29,1,"19","UBE2J1"
"MNDA.14",4.4923639209417e-05,-0.619694879181361,0.537,0.689,1,"19","MNDA"
"ANXA5.3",4.49387136329008e-05,0.399557383709547,0.833,0.602,1,"19","ANXA5"
"GDI2.1",4.65584679601919e-05,0.326068074467333,0.833,0.543,1,"19","GDI2"
"PFN1.3",5.06557799311747e-05,0.363948949833417,0.778,0.546,1,"19","PFN1"
"PDCD6IP",5.21025920520541e-05,0.330487748441134,0.519,0.282,1,"19","PDCD6IP"
"FGL2.4",5.25946351039315e-05,0.317307095264662,0.981,0.859,1,"19","FGL2"
"TUBA1A.4",5.91666544631963e-05,0.328932617277415,0.778,0.517,1,"19","TUBA1A"
"DOCK2.1",6.57000223408929e-05,0.355928778178009,0.778,0.535,1,"19","DOCK2"
"LGALS9",6.72989701341741e-05,0.28931855946473,0.574,0.323,1,"19","LGALS9"
"HLA-DPA1.12",6.8923518162983e-05,0.291808871057527,0.889,0.717,1,"19","HLA-DPA1"
"NAMPT.1",8.03633700187951e-05,0.375444649293462,0.574,0.336,1,"19","NAMPT"
"ZNF217.1",8.24984072172464e-05,0.290733903463335,0.556,0.305,1,"19","ZNF217"
"UBE2R2",9.40455044318931e-05,0.2830741807086,0.63,0.366,1,"19","UBE2R2"
"LMO2.1",9.49772991460136e-05,0.359156054030541,0.574,0.349,1,"19","LMO2"
"RHOB.1",9.72936630015679e-05,0.325085748794647,0.537,0.298,1,"19","RHOB"
"RHOG",9.98605642720126e-05,0.379428853132067,0.574,0.365,1,"19","RHOG"
"CORO1A.1",0.000107080175486335,0.329314741432204,0.852,0.653,1,"19","CORO1A"
"GNB1",0.000118802894998332,0.342720962277393,0.704,0.52,1,"19","GNB1"
"SEPT9.2",0.000127448044961739,0.322325206168624,0.704,0.478,1,"19","SEPT9"
"GNAI2.3",0.000138550664466823,0.332835547213269,0.963,0.817,1,"19","GNAI2"
"CPPED1",0.000139578703265098,0.315305717640926,0.63,0.39,1,"19","CPPED1"
"CLEC12A.1",0.000153463162661846,0.311909291988231,0.648,0.402,1,"19","CLEC12A"
"LCP1",0.000155622508754908,0.274614982329086,1,0.963,1,"19","LCP1"
"SNX10",0.000156219852800752,0.37368968932207,0.519,0.305,1,"19","SNX10"
"TYMP.3",0.000203735744751677,0.352187943688635,0.833,0.659,1,"19","TYMP"
"APLP2.12",0.000213242551392878,-0.52973884648311,0.778,0.839,1,"19","APLP2"
"MARCKS.1",0.000234658279227612,0.306447979318065,0.611,0.369,1,"19","MARCKS"
"SYNGR2.2",0.000236986391853932,0.27707149915345,0.667,0.421,1,"19","SYNGR2"
"ZFAND5.6",0.000245549147621381,0.459662912431923,0.722,0.61,1,"19","ZFAND5"
"FGD2",0.00025270962617609,0.28263671424214,0.519,0.298,1,"19","FGD2"
"TSC22D3.4",0.000256180629007099,0.396528567485932,0.778,0.524,1,"19","TSC22D3"
"MYO1G.2",0.000258987550465731,0.274390805972776,0.611,0.352,1,"19","MYO1G"
"TMBIM6",0.000288330191784254,0.309246069878825,0.926,0.727,1,"19","TMBIM6"
"WASF2.6",0.000312639433724387,0.392286432227443,0.704,0.528,1,"19","WASF2"
"ARPC2.5",0.000366133261667664,0.340266816520166,0.944,0.809,1,"19","ARPC2"
"MYL12B.1",0.000384873300653266,0.332382248398105,0.611,0.411,1,"19","MYL12B"
"SLC7A7",0.00045258554347399,0.308774299568282,0.704,0.479,1,"19","SLC7A7"
"WAC",0.000464362677159983,0.380566130738486,0.574,0.417,1,"19","WAC"
"GBP2",0.00046607254740994,0.404054542172976,0.519,0.313,1,"19","GBP2"
"CAPZA1",0.000479899071092679,0.366615438243318,0.593,0.398,1,"19","CAPZA1"
"RAB10.3",0.000501566300088097,0.328110932153916,0.593,0.378,1,"19","RAB10"
"DBNL",0.00053405058236712,0.288784062993946,0.593,0.373,1,"19","DBNL"
"ARRB2.2",0.00062698810489546,0.294937919946964,0.778,0.596,1,"19","ARRB2"
"EZR.2",0.000668180473758924,0.285403919416596,0.593,0.371,1,"19","EZR"
"IRAK3",0.000677478459904847,0.36100186457672,0.63,0.431,1,"19","IRAK3"
"CAPNS1.1",0.000797675908205237,0.326913743132473,0.796,0.575,1,"19","CAPNS1"
"SOD2.4",0.000916867033233215,0.480694813835023,0.704,0.568,1,"19","SOD2"
"TCIRG1.1",0.000942212835420261,0.258029051262272,0.519,0.32,1,"19","TCIRG1"
"MT-ND5.2",0.000971779287689276,0.303116735544742,0.944,0.847,1,"19","MT-ND5"
"NOTCH2",0.000973386399972359,0.368601974962717,0.704,0.564,1,"19","NOTCH2"
"HNRNPA2B1.2",0.000997402117889993,0.257425076215401,0.889,0.798,1,"19","HNRNPA2B1"
"DOCK8",0.0010273406474866,0.331611360997528,0.685,0.51,1,"19","DOCK8"
"GRB2.2",0.00107397787976319,0.258862385745984,0.907,0.71,1,"19","GRB2"
"RNA18S5.7",0.00107678485611049,-0.359099115255265,1,1,1,"19","RNA18S5"
"SLC11A1",0.00117706095903863,0.311672881493497,0.648,0.447,1,"19","SLC11A1"
"THEMIS2",0.0012253022491712,0.277683069760696,0.593,0.402,1,"19","THEMIS2"
"SELPLG.3",0.00134014642463368,0.269898424546476,0.556,0.347,1,"19","SELPLG"
"RPL31.3",0.00149169740999952,-0.399545268449309,0.778,0.838,1,"19","RPL31"
"SLC25A6",0.00172341002781914,0.308296783232897,0.87,0.776,1,"19","SLC25A6"
"UTRN.8",0.00175216117814523,0.345059790792067,0.704,0.505,1,"19","UTRN"
"MT-RNR2.3",0.00186623943934785,-0.274512168212655,1,1,1,"19","MT-RNR2"
"CFL1.4",0.00186659186976138,0.347248447382917,0.87,0.759,1,"19","CFL1"
"GRN.12",0.00190703229166529,-0.374295520612993,0.556,0.707,1,"19","GRN"
"AKAP13.1",0.00203636596055557,0.31537383797646,0.796,0.639,1,"19","AKAP13"
"ITGAX.1",0.00207241488172044,0.262377447597618,0.574,0.384,1,"19","ITGAX"
"CALM2.2",0.00231043783043382,0.315358532882363,0.833,0.695,1,"19","CALM2"
"AHNAK.4",0.00235578820778203,-0.375340169622616,0.963,0.973,1,"19","AHNAK"
"RHOA.1",0.00281149690908312,0.301122363742773,0.926,0.792,1,"19","RHOA"
"MOB1A.1",0.00296964919443597,0.262017153431161,0.704,0.528,1,"19","MOB1A"
"PPP1R15A.11",0.0032465732134141,-0.372582284225986,0.444,0.594,1,"19","PPP1R15A"
"VIM.12",0.00330996798645076,-0.395663824595363,0.926,0.91,1,"19","VIM"
"PLEC",0.0039424304431466,0.273904220074767,0.593,0.439,1,"19","PLEC"
"GNAS",0.00416122312925753,0.28003812531295,0.852,0.741,1,"19","GNAS"
"ANXA2.3",0.00439426738286012,0.250183395626267,0.87,0.678,1,"19","ANXA2"
"TPT1.10",0.00494673826579302,-0.302776289682751,0.963,0.971,1,"19","TPT1"
"CPVL.9",0.00519489511142909,-0.342472544359322,0.352,0.532,1,"19","CPVL"
"BIN2.5",0.00571138780703178,0.253076194369237,0.704,0.52,1,"19","BIN2"
"RPL7A",0.00604777368009,-0.290005124465187,0.63,0.727,1,"19","RPL7A"
"RPS3A.2",0.00715129463509974,-0.310331482121754,0.519,0.66,1,"19","RPS3A"
"RPL19.2",0.00776143795098594,-0.335215108882744,0.907,0.878,1,"19","RPL19"
"TLN1",0.00802375150490572,0.289948791238022,0.907,0.79,1,"19","TLN1"
"AMICA1.9",0.00861577508085806,-0.38179394638664,0.556,0.631,1,"19","AMICA1"
"FCGR3B.5",4.90397800017423e-16,0.815785749688836,0.812,0.275,1.17308057742168e-11,"20","FCGR3B"
"LYZ.13",1.58718718534529e-15,-2.17275242033404,0.396,0.837,3.79671046606448e-11,"20","LYZ"
"FCGR3A.5",2.50875593262145e-15,1.25634947603037,0.896,0.376,6.00119506642378e-11,"20","FCGR3A"
"S100A9.15",1.6491012295364e-14,-2.55889969792609,0.271,0.771,3.94481505117402e-10,"20","S100A9"
"MTSS1.5",5.4008917225233e-14,0.647488105058171,0.729,0.255,1.2919473089448e-09,"20","MTSS1"
"S100A8.16",1.09692033574982e-13,-2.34371360981762,0.104,0.667,2.62394313514714e-09,"20","S100A8"
"VCAN.17",1.30759800103195e-13,-2.25406185283445,0.167,0.693,3.12790517826854e-09,"20","VCAN"
"RHOC.4",7.30381987977421e-13,0.619668137333738,0.625,0.214,1.74714675344079e-08,"20","RHOC"
"TCF7L2.5",1.88973919040758e-11,0.618407878926652,0.625,0.221,4.52044511737397e-07,"20","TCF7L2"
"CDKN1C.5",4.01649512428227e-11,0.70335112703074,0.646,0.236,9.60785798679561e-07,"20","CDKN1C"
"FOS.17",1.07860499407784e-10,-1.15472633708306,0.521,0.866,2.5801310063336e-06,"20","FOS"
"CSF1R.17",9.98344667514783e-10,0.723508438995091,0.896,0.568,2.38814027916211e-05,"20","CSF1R"
"MS4A7.5",1.14033318553606e-09,0.736951076553305,0.854,0.468,2.7277910131208e-05,"20","MS4A7"
"CD14.15",1.93214714519261e-09,-0.994545569907892,0.062,0.527,4.62188918601525e-05,"20","CD14"
"FCN1.15",2.06481423206675e-09,-1.09651015338071,0.583,0.832,4.93924212452687e-05,"20","FCN1"
"NAP1L1.17",3.86142141470407e-09,0.872323348908795,0.854,0.618,9.2369061661136e-05,"20","NAP1L1"
"MNDA.15",4.99349925960124e-09,-0.949230377693816,0.312,0.692,0.000119449495788921,"20","MNDA"
"UNC119.1",8.1803900645838e-09,0.404888212236094,0.583,0.228,0.000195683110734909,"20","UNC119"
"LYN.18",1.13444043145907e-08,0.695937697566192,0.917,0.703,0.000271369495609324,"20","LYN"
"SPN.5",1.0171423697835e-07,0.486036350295862,0.792,0.425,0.00243310626275911,"20","SPN"
"WARS.14",2.69811302204795e-07,0.588310945037834,0.833,0.508,0.0064541561600409,"20","WARS"
"ITGAL.8",3.53261490789644e-07,0.448836862963048,0.875,0.486,0.00845036812117907,"20","ITGAL"
"LILRB1.5",1.63963209223866e-06,0.491091119076799,0.688,0.382,0.0392216392784411,"20","LILRB1"
"PAG1.5",1.86737475766542e-06,0.371565230383438,0.583,0.263,0.0446694715781146,"20","PAG1"
"SELPLG.4",1.99037301630969e-06,0.488881529798384,0.646,0.346,0.047611712923144,"20","SELPLG"
"GPX1.11",2.03929874119918e-06,-0.668923234034443,0.25,0.565,0.0487820651882255,"20","GPX1"
"CX3CR1",2.06702797590379e-06,0.387876541474881,0.521,0.225,0.0494453762115945,"20","CX3CR1"
"LILRB2.10",2.70334118627529e-06,0.49490295021989,0.896,0.592,0.0646666245168911,"20","LILRB2"
"FLNA.5",3.08814602699137e-06,0.407828425773463,0.938,0.749,0.0738715411116607,"20","FLNA"
"AMICA1.10",3.47505641318621e-06,-0.603035719449447,0.312,0.634,0.0831268244598273,"20","AMICA1"
"VIM.13",3.83730323233222e-06,-0.650008646212343,0.812,0.912,0.0917921306206191,"20","VIM"
"AP1S2.9",4.68530405286661e-06,-0.561320573758025,0.188,0.516,0.112077158248622,"20","AP1S2"
"SERPINA1.10",4.90508289305242e-06,0.467774328054232,0.896,0.685,0.117334487884707,"20","SERPINA1"
"RP11-290F20.3.5",5.6583231879639e-06,0.421134047252774,0.562,0.276,0.135352748979285,"20","RP11-290F20.3"
"TNFRSF1B.17",9.88859313563056e-06,0.47743431981908,0.979,0.844,0.236545036397419,"20","TNFRSF1B"
"STK10.3",1.06163862906306e-05,0.439715472994499,0.708,0.454,0.253954576458175,"20","STK10"
"PIK3AP1.5",1.18142927864057e-05,0.407625035091365,0.771,0.48,0.282609697743611,"20","PIK3AP1"
"AIF1.12",2.11256558156782e-05,0.468993265516745,0.979,0.839,0.505346812766837,"20","AIF1"
"IFITM2.5",2.24784556472349e-05,0.432953975963823,0.625,0.365,0.537707137537505,"20","IFITM2"
"RASSF5.5",2.34027689168016e-05,0.459439862632513,0.708,0.459,0.55981763525881,"20","RASSF5"
"RPS19.14",3.22440989830009e-05,0.567748096481011,0.875,0.779,0.771311091772365,"20","RPS19"
"DOCK5",3.26599123014039e-05,0.337658771336885,0.542,0.273,0.781257762161884,"20","DOCK5"
"RAP1B",4.82631075075847e-05,0.342385602284823,0.521,0.27,1,"20","RAP1B"
"LST1.15",5.58558702596561e-05,0.451322092642483,0.854,0.72,1,"20","LST1"
"MT-CO1.2",8.4972059361772e-05,0.346673561529085,1,0.998,1,"20","MT-CO1"
"SAT1.13",9.13701135062925e-05,0.372563327954923,0.958,0.828,1,"20","SAT1"
"ANXA1.13",9.71691158638538e-05,-0.62317051674068,0.562,0.7,1,"20","ANXA1"
"SH2B3.1",0.000127007842666268,0.3558754268107,0.562,0.323,1,"20","SH2B3"
"WDR1",0.000131429217480124,0.378341860612821,0.625,0.384,1,"20","WDR1"
"NFKBIZ.5",0.00013781504286398,0.370785132290539,0.688,0.435,1,"20","NFKBIZ"
"ITGB1.1",0.00014702833968573,0.313581180035271,0.562,0.313,1,"20","ITGB1"
"KCTD12.8",0.000161320412268207,-0.451055457250742,0.271,0.539,1,"20","KCTD12"
"CD52.5",0.000182995625654898,0.333686862940551,0.792,0.512,1,"20","CD52"
"GRN.13",0.000183937079718066,-0.50688483241599,0.521,0.707,1,"20","GRN"
"SIGLEC10.5",0.000185516114590457,0.374224538834286,0.604,0.33,1,"20","SIGLEC10"
"LNPEP.1",0.000199192626065724,0.305414381282908,0.542,0.293,1,"20","LNPEP"
"KIAA1033",0.000239135995663694,0.257887557299232,0.521,0.275,1,"20","KIAA1033"
"CPVL.10",0.000271526281884116,-0.446936583734216,0.271,0.532,1,"20","CPVL"
"SNX18.3",0.000290495403661699,0.391208855394314,0.542,0.337,1,"20","SNX18"
"RGS2.11",0.00032954550314661,-0.523368833966439,0.542,0.712,1,"20","RGS2"
"SEPT9.3",0.000372420364901304,0.329742630969368,0.729,0.478,1,"20","SEPT9"
"HLA-DRB1.11",0.000375210389064757,-0.625106528061743,0.833,0.862,1,"20","HLA-DRB1"
