,tSNE_1,tSNE_2
0,17.87302451178589,-15.208643585798738
1,-28.650256687955107,-19.411044297268898
2,-0.030749124977484332,-2.5340941863360538
3,-2.5407013479313503,31.17596189893815
4,1.2429625954719548,-6.83618798480759
5,25.335251910558995,-10.313249784950115
6,2.129232542402568,-3.3764156173994038
7,2.2319136259776937,0.4442388253878307
8,-29.72064171161537,-12.112850349946871
9,-22.686901784154514,7.826275136365301
10,-1.2096910375372276,-5.499777669535202
11,35.95273233992416,6.336796723872315
12,30.470848109094565,16.86441024246409
13,3.2192337813113707,23.757057146263936
14,-27.792875061384507,-13.605103365803775
15,-13.926171130273294,47.63939539092361
16,30.920059589448424,-7.625707036755902
17,-16.642603769454,-11.08458046310924
18,-2.2855500560341824,-5.016307223325549
19,1.5505945470011262,26.13519078517195
20,17.740531078442675,-18.11985452775314
21,33.273827608723344,19.88637368332954
22,34.085467626470376,3.7546854104311786
23,18.97357040406806,-10.122419874999032
24,-16.842670329454716,1.9814521697717817
25,20.925364595236413,-1.0131742183350836
26,2.8437680359820234,-35.49313663244519
27,-30.76699015608793,23.25311942225658
28,-1.8319733290593267,17.98879995995195
29,32.44604998373637,13.615657006979607
30,28.91744353880348,17.364769332097477
31,6.185107467275398,-38.414543275653074
32,13.297877315725035,7.305767903091218
33,-26.901979084030053,-4.993714265604078
34,-19.36018839945891,-5.5526631607861985
35,-16.268331331628026,-5.090188415105748
36,33.49731367066536,12.67447332138638
37,-37.56707093131138,-7.861307311459112
38,3.9604164991646176,21.58610986373441
39,-32.38081115443171,-2.195894543642121
40,-34.58629135035398,-11.736200313634605
41,1.445444166398563,-35.42521366352425
42,6.305644439686892,-20.893156309010738
43,-26.249638159211955,-10.160516599579498
44,-3.984482778861274,30.650491757102227
45,32.22380667825542,5.497968497822823
46,4.245206392489024,39.02409743653072
47,5.737492939638073,24.73046782212211
48,-28.365580842955342,24.559677981241542
49,-33.82841304348802,6.939117266605516
50,28.876726789727147,20.70329324162276
51,31.145112531010533,7.154812111111844
52,-30.245339809955695,-10.390528385141415
53,-24.498371455549833,-6.056160572447457
54,-35.749514266501855,-18.906132727247513
55,-33.00167571828234,-1.671284020526849
56,3.871933453798272,-27.263598521694878
57,4.703150821875463,-35.44134227188753
58,32.88286312833496,-9.171052177371068
59,36.214128004640024,1.380791470104291
60,30.45558266402625,7.453523609875133
61,9.602263288911843,-18.76410073656865
62,-17.136371327912418,7.564657486446036
63,-29.425696347316464,20.67124763950056
64,9.955524715511606,-38.13528082785822
65,-3.90115047013145,19.459842339875294
66,-31.920149261394172,-14.329822365407159
67,-29.225116520404786,-12.009164017756655
68,20.223467983061074,-15.229171786568255
69,-27.33368499209049,-19.56450332954561
70,27.84501169699571,9.983602053452664
71,20.331946479069,-21.68100985494978
72,-27.383011275299143,-0.9289168335444085
73,-21.796065958928967,-16.333104432196293
74,35.30443507361589,3.637956069945191
75,4.813627920910248,39.24098704494536
76,-19.30593328326696,-15.101023792966986
77,2.619290888142736,25.537115259328377
78,4.6100675145511225,-33.40984540149592
79,-26.35077413666626,25.226023348841363
80,1.556619982189535,-1.7684048777146617
81,11.180046807316595,-38.347292143606715
82,37.947906165498054,10.628445697671607
83,-20.890835636855897,-19.983794789275983
84,18.512231810663103,-12.186240241413822
85,-0.8584885427348047,18.924312993358278
86,8.314864979249007,38.59395153664973
87,25.16335189433605,-19.375354392770276
88,24.018358201600368,-4.158852158705062
89,-0.6246364384439583,18.428381640868754
90,13.293269740167748,7.3107070472028335
91,-27.86725718663469,-21.486964787165196
92,25.914441111288518,-12.35202119991687
93,2.155974105872823,-33.373631948967464
94,16.713691912196126,4.165685456163699
95,31.190922276628964,-6.821738804500813
96,2.8561401789451177,-33.17813735452505
97,-28.080541678400767,7.892888825691944
98,2.800011967580459,-37.91504898861966
99,3.5880470573375076,37.35989046973302
100,4.810012117662645,35.25736662442683
101,-31.959990425651622,-13.902597358138918
102,-0.4982853440479835,26.002500374969195
103,-28.1438472778408,-21.656908714360963
104,30.068429707961446,21.21409353370801
105,25.583557809733087,-22.06320854943319
106,-27.45421390311895,-12.677279614465315
107,-32.41763356518442,-4.9418615647487165
108,-30.485571786189222,18.183701736433374
109,-21.75334066421496,-12.091083796579897
110,-23.718374672555527,1.59725643219645
111,-17.88321330447078,-2.1840579777044806
112,9.936380301522544,37.03894449656435
113,-26.289120251286814,3.9003723809391926
114,-31.089488248593444,14.709143036019022
115,-29.03308411883708,-21.87787702734165
116,30.635177663589875,9.897481931287682
117,21.125415406106708,-19.149348735483542
118,-3.132825802406292,33.63562173619102
119,1.0686899292345722,23.675030722352346
120,16.106488012041723,3.3205765670196032
121,-17.76979108243984,3.2551373638193817
122,31.205831339984044,4.665646150305414
123,32.674491032477185,17.462633239755927
124,-17.330936060519942,-13.268265004762622
125,24.816571372349195,12.53752340024724
126,-31.310594821417155,9.762891783145676
127,-23.69610783489756,4.675378715587952
128,-28.082624782667132,25.18467052864307
129,1.4621718988470533,-36.04177245798977
130,-29.44662735835035,19.102278064494563
131,-23.317828607325023,2.4167633052809965
132,-1.8414307510564623,18.506855568788808
133,1.9516695968135898,-26.846212800828106
134,-2.512749253489857,18.90180772795477
135,26.714921440761945,-18.01348699584344
136,29.117899408529752,10.363663193496986
137,9.913617548183513,37.915883998182544
138,35.337509813094925,12.466682465460988
139,29.450581002705547,9.083377184634495
140,18.475978689047473,-12.319265013106818
141,-21.858133210263833,-8.595271310410764
142,28.362720755051043,7.771851773132596
143,-19.83606955441567,-6.702941559931485
144,-34.82334022265811,-7.97722374240035
145,-30.896789567182534,21.71953583071148
146,-34.20168314399104,-13.745293247054729
147,4.140149377775573,-7.261168077684051
148,-14.461381988448384,-7.155966458952346
149,28.404338647514585,-3.864156112503287
150,26.605501267868345,-13.810800757594063
151,19.55638096648982,-19.364615619214682
152,4.8644308626990815,-30.568552784708206
153,28.097584757787306,-12.398840338426528
154,24.053560752651688,0.725790345347023
155,-27.16183502977709,-15.114647390096577
156,23.82224248870336,-16.913531437950365
157,-34.3794303103295,4.188577198260578
158,-28.23663718194418,-8.038550676054637
159,32.975925059508974,8.871589031748643
160,20.498261998325045,-21.888552062853126
161,-22.808411217202135,-10.978684845960148
162,-14.3193886212073,46.9961758416561
163,-39.28319142272157,-1.3120139821499754
164,-26.936336083218816,-18.92243940905109
165,-29.579912501104413,-16.595520645842875
166,39.560513253133564,7.049361380270471
167,23.172166338066347,-7.404732147777196
168,21.703292557952224,-12.150754131168808
169,-1.4414588255401788,22.37502665661994
170,33.52077750061788,19.654536948296784
171,27.962542274189662,16.438675597904474
172,-16.32951779861679,-10.462215570530056
173,-27.418871593820587,0.6250171968374008
174,3.874355278171274,-36.36418672649106
175,17.099626405064967,-3.901219420188585
176,18.147600742414063,-17.23793362616345
177,-19.373348318567253,-19.102229190339944
178,4.610131365048789,-29.63874011174828
179,-19.002686958059186,-6.1405376640514735
180,-26.727534690206788,-12.734010421834583
181,-32.54138585106383,-7.897687024191135
182,29.342617984053913,8.880045391091897
183,29.980836713016078,1.3790988041720222
184,24.867802708596255,-13.727918782081572
185,0.44574195842447933,17.33918786456599
186,2.9791495014334646,38.89337011754809
187,25.959291988761727,10.734386237893316
188,-37.07345560826439,-12.453716224315334
189,-1.2807297162321751,0.2702924044354514
190,0.3043677002882643,0.942028146430237
191,1.731017008985603,-2.665837001179767
192,-16.41419217326254,-11.348982643139202
193,-29.655154524935263,-5.10013438343325
194,-33.30585526227946,13.06169213231143
195,30.492724169778583,19.1933349940684
196,24.3410987468016,11.974554846764802
197,-31.886615059455345,12.760604033412964
198,21.532952446318507,-3.4284370577030776
199,-29.818701972160095,1.1160940424213805
